geneset	count	crossd
GOCC_ENDOCYTIC_VESICLE_LUMEN	1	Lifestyle
GOCC_TRANSCRIPTION_FACTOR_TFIIIC_COMPLEX	1	Antropometric
GOCC_AP_3_ADAPTOR_COMPLEX	1	Antropometric
GOCC_HOPS_COMPLEX	1	Antropometric
GOCC_INTERSTITIAL_MATRIX	1	Antropometric
GOCC_ASTROCYTE_END_FOOT	1	Antropometric
GOCC_ASTROCYTE_PROJECTION	1	Antropometric
GOCC_CYTOPLASMIC_SIDE_OF_LYSOSOMAL_MEMBRANE	1	Antropometric
GOCC_GOLGI_CIS_CISTERNA	1	Metabolic
GOCC_NEURONAL_RIBONUCLEOPROTEIN_GRANULE	1	Metabolic
GOCC_PINOSOME	1	Metabolic
GOCC_ASTER	1	Metabolic
GOCC_CEREBELLAR_CLIMBING_FIBER_TO_PURKINJE_CELL_SYNAPSE	1	Metabolic
GOCC_LIPOPOLYSACCHARIDE_RECEPTOR_COMPLEX	1	Metabolic
GOCC_HISTONE_METHYLTRANSFERASE_COMPLEX	1	Fertility
GOCC_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_PROTON_TRANSPORTING_DOMAIN	1	Fertility
GOCC_SET1C_COMPASS_COMPLEX	1	Fertility
GOCC_EMC_COMPLEX	1	Disease
GOCC_IRON_SULFUR_CLUSTER_ASSEMBLY_COMPLEX	1	Disease
GOCC_PROTEASOME_REGULATORY_PARTICLE_BASE_SUBCOMPLEX	1	Disease
GOCC_PROTEIN_PHOSPHATASE_4_COMPLEX	1	Condition
GOCC_BOX_H_ACA_RNP_COMPLEX	1	Condition
GOCC_BOX_H_ACA_TELOMERASE_RNP_COMPLEX	1	Condition
GOCC_U2AF_COMPLEX	1	Condition
GOCC_INNER_DYNEIN_ARM	1	Metabolic
GOCC_BOX_C_D_RNP_COMPLEX	1	Behavioural
GOCC_OMEGASOME	1	Behavioural
GOCC_ELASTIC_FIBER	1	Disease
GOCC_UBIQUINONE_BIOSYNTHESIS_COMPLEX	1	Disease
GOCC_RIBOSE_PHOSPHATE_DIPHOSPHOKINASE_COMPLEX	1	Disease
GOCC_ORGANELLE_ENVELOPE_LUMEN	1	Disease
GOCC_PHOTORECEPTOR_INNER_SEGMENT	1	Disease
GOCC_PHOSPHATASE_COMPLEX	1	Disease
GOCC_EXTRINSIC_COMPONENT_OF_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	1	Anatomical
GOCC_HETEROCHROMATIN	1	Anatomical
GOCC_MYELIN_SHEATH_ABAXONAL_REGION	1	Anatomical
GOCC_RNA_POLYMERASE_I_COMPLEX	1	Anatomical
GOCC_PROXIMAL_DENDRITE	1	Anatomical
GOCC_EXTRINSIC_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE	1	Disease
GOCC_CELL_POLE	1	Disease
GOCC_DEUTEROSOME	1	Disease
GOCC_ENDOPLASMIC_RETICULUM_PALMITOYLTRANSFERASE_COMPLEX	1	Disease
GOCC_HIGH_DENSITY_LIPOPROTEIN_PARTICLE	1	Metabolic
GOCC_TRAMP_COMPLEX	1	Metabolic
GOCC_TRIGLYCERIDE_RICH_PLASMA_LIPOPROTEIN_PARTICLE	1	Metabolic
GOCC_CHYLOMICRON	1	Metabolic
GOCC_INTERMEDIATE_FILAMENT_CYTOSKELETON	1	Metabolic
GOCC_PROTEIN_LIPID_COMPLEX	1	Metabolic
GOCC_MEIOTIC_SPINDLE	1	Metabolic
GOCC_PERICHROMATIN_FIBRILS	1	Metabolic
GOCC_RISC_LOADING_COMPLEX	1	Metabolic
GOCC_RNAI_EFFECTOR_COMPLEX	1	Metabolic
GOCC_CONNEXIN_COMPLEX	1	Disease
GOCC_COPII_VESICLE_COAT	1	Disease
GOCC_CYTOPLASMIC_EXOSOME_RNASE_COMPLEX	1	Disease
GOCC_GAP_JUNCTION	1	Disease
GOCC_NUCLEOLAR_EXOSOME_RNASE_COMPLEX	1	Disease
GOCC_FEMALE_PRONUCLEUS	1	Disease
GOCC_PRONUCLEUS	1	Disease
GOCC_LIPID_DROPLET	1	Disease
GOCC_MSL_COMPLEX	1	Disease
GOCC_CYCLIN_CDK_POSITIVE_TRANSCRIPTION_ELONGATION_FACTOR_COMPLEX	1	Disease
GOCC_ENDOPLASMIC_RETICULUM_EXIT_SITE	1	Disease
GOCC_MRNA_CLEAVAGE_AND_POLYADENYLATION_SPECIFICITY_FACTOR_COMPLEX	1	Disease
GOCC_MRNA_CLEAVAGE_FACTOR_COMPLEX	1	Disease
GOCC_NSL_COMPLEX	1	Disease
GOCC_NUCLEAR_CYCLIN_DEPENDENT_PROTEIN_KINASE_HOLOENZYME_COMPLEX	1	Disease
GOCC_PLATELET_DENSE_GRANULE	1	Disease
GOCC_PLATELET_DENSE_GRANULE_LUMEN	1	Disease
GOCC_GOLGI_APPARATUS	1	Disease
GOCC_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX_CATALYTIC_CORE_F_1	1	Disease
GOCC_TELOMERASE_HOLOENZYME_COMPLEX	1	Disease
HP_ALVEOLAR_CELL_CARCINOMA	1	Developmental
HP_NON_SMALL_CELL_LUNG_CARCINOMA	1	Developmental
HP_INCREASED_GLUTAMINE_FAMILY_AMINO_ACID_LEVEL_IN_URINE	1	Lifestyle
HP_TRACHEAL_STENOSIS	1	Antropometric
HP_ABNORMALITY_OF_THE_GLENOID_FOSSA	1	Antropometric
HP_SMALL_INTESTINAL_DYSMOTILITY	1	Antropometric
HP_MICROTIA_THIRD_DEGREE	1	Antropometric
HP_ABNORMALLY_FOLDED_HELIX	1	Behavioural
HP_PELVIC_GIRDLE_AMYOTROPHY	1	Antropometric
HP_ABDOMINAL_WALL_MUSCLE_WEAKNESS	1	Antropometric
HP_ABNORMALITY_OF_LOWER_EYELASHES	1	Antropometric
HP_NEUROMA	1	Antropometric
HP_FRONTAL_HIRSUTISM	1	Antropometric
HP_DIGENIC_INHERITANCE	1	Antropometric
HP_RECURRENT_STREPTOCOCCAL_INFECTIONS	1	Antropometric
HP_TRANSIENT_NEUTROPENIA	1	Antropometric
HP_VEIN_OF_GALEN_ANEURYSMAL_MALFORMATION	1	Behavioural
HP_NECK_PAIN	1	Behavioural
HP_ABNORMAL_PULSE	1	Behavioural
HP_MULTIPLE_EXOSTOSES	1	Metabolic
HP_FOOD_INTOLERANCE	1	Metabolic
HP_BROAD_JAW	1	Metabolic
HP_ABNORMAL_TEMPER_TANTRUMS	1	Metabolic
HP_SEVERE_TEMPER_TANTRUMS	1	Metabolic
HP_ABNORMAL_AORTIC_VALVE_CUSP_MORPHOLOGY	1	Metabolic
HP_TOTAL_ANOMALOUS_PULMONARY_VENOUS_RETURN	1	Metabolic
HP_HELICOBACTER_PYLORI_INFECTION	1	Metabolic
HP_APLASIA_HYPOPLASIA_OF_THE_SACRUM	1	Metabolic
HP_ABSENCE_OF_THE_SACRUM	1	Metabolic
HP_PARTIAL_ANOMALOUS_PULMONARY_VENOUS_RETURN	1	Metabolic
HP_DEXTROTRANSPOSITION_OF_THE_GREAT_ARTERIES	1	Metabolic
HP_ISOMERISM	1	Metabolic
HP_PHYSICAL_URTICARIA	1	Metabolic
HP_HIGH_PITCHED_VOICE	1	Metabolic
HP_ABNORMAL_GRANULOCYTOPOIETIC_CELL_MORPHOLOGY	1	Metabolic
HP_FRONTAL_BALDING	1	Fertility
HP_LACK_OF_PEER_RELATIONSHIPS	1	Fertility
HP_GENERALIZED_MYOCLONIC_ATONIC_SEIZURE	1	Fertility
HP_ANTEVERTED_EARS	1	Fertility
HP_ABNORMALITY_OF_THE_PHILTRUM	1	Antropometric
HP_LONG_PHILTRUM	1	Antropometric
HP_REDUCED_BLOOD_FOLATE_CONCENTRATION	1	Antropometric
HP_ABNORMAL_FRONTAL_BONE_MORPHOLOGY	1	Antropometric
HP_SHORT_TOE	1	Disease
HP_APLASIA_HYPOPLASIA_OF_TOE	1	Disease
HP_PROMINENT_ANTITRAGUS	1	Disease
HP_ABNORMAL_ANTITRAGUS_MORPHOLOGY	1	Disease
HP_ASYMMETRY_OF_THE_EARS	1	Disease
HP_SHORT_5TH_TOE	1	Disease
HP_ENLARGED_SYLVIAN_CISTERN	1	Disease
HP_EPILEPTIC_ENCEPHALOPATHY	1	Disease
HP_POLYARTICULAR_ARTHROPATHY	1	Condition
HP_TESTICULAR_ATROPHY	1	Trait
HP_POOR_COORDINATION	1	Trait
HP_LIMB_DYSTONIA	1	Trait
HP_PUBERTY_AND_GONADAL_DISORDERS	1	Trait
HP_ABSENT_PALMAR_CREASE	1	Trait
HP_BRADYPHRENIA	1	Trait
HP_APLASIA_HYPOPLASIA_OF_THE_NAILS	1	Condition
HP_POSTERIOR_POLAR_CATARACT	1	Condition
HP_IRREGULAR_DENTITION	1	Condition
HP_INTERVERTEBRAL_SPACE_NARROWING	1	Behavioural
HP_APNEIC_EPISODES_IN_INFANCY	1	Behavioural
HP_URETHRAL_DIVERTICULUM	1	Disease
HP_ABNORMAL_MORPHOLOGY_OF_THE_OLFACTORY_BULB	1	Disease
HP_ABNORMAL_SPERM_AXONEME_MORPHOLOGY	1	Disease
HP_INTERCOSTAL_MUSCLE_WEAKNESS	1	Disease
HP_APLASIA_HYPOPLASIA_OF_THE_5TH_FINGER	1	Disease
HP_HOODED_EYELID	1	Disease
HP_LOW_ANTERIOR_HAIRLINE	1	Disease
HP_RECURRENT_ABSCESS_FORMATION	1	Disease
HP_CALF_MUSCLE_PSEUDOHYPERTROPHY	1	Disease
HP_FUSION_OF_THE_CEREBELLAR_HEMISPHERES	1	Disease
HP_OLIVOPONTOCEREBELLAR_HYPOPLASIA	1	Disease
HP_OSTEOPATHIA_STRIATA	1	Disease
HP_ABNORMAL_THALAMIC_SIZE	1	Disease
HP_ABNORMAL_CIRCULATING_ANTIMULLERIAN_HORMONE_CONCENTRATION	1	Disease
HP_RECURRENT_CUTANEOUS_ABSCESS_FORMATION	1	Disease
HP_ABNORMAL_T_CELL_ACTIVATION	1	Disease
HP_APPENDICULAR_HYPOTONIA	1	Anatomical
HP_ABSENT_CIRCULATING_B_CELLS	1	Anatomical
HP_HYPOPLASTIC_FIFTH_FINGERNAIL	1	Anatomical
HP_ABNORMAL_MUSCLE_FIBER_ALPHA_DYSTROGLYCAN	1	Anatomical
HP_AGYRIA	1	Anatomical
HP_LONG_PALPEBRAL_FISSURE	1	Anatomical
HP_HITCHHIKER_THUMB	1	Anatomical
HP_CLOVERLEAF_SKULL	1	Anatomical
HP_UNICORONAL_SYNOSTOSIS	1	Disease
HP_ABSENT_FRONTAL_SINUSES	1	Disease
HP_HYPOPLASTIC_FRONTAL_SINUSES	1	Disease
HP_HYPERAUTOFLUORESCENT_MACULAR_LESION	1	Disease
HP_STRIAE_DISTENSAE	1	Disease
HP_ABNORMAL_CIRCULATING_ADRENOCORTICOTROPIN_CONCENTRATION	1	Disease
HP_ADRENOCORTICOTROPIC_HORMONE_DEFICIENCY	1	Disease
HP_SHALLOW_ACETABULAR_FOSSAE	1	Disease
HP_CONGENITAL_HYPOPLASTIC_ANEMIA	1	Disease
HP_TENDON_RUPTURE	1	Disease
HP_TRIANGULAR_MOUTH	1	Disease
HP_LOW_MOLECULAR_WEIGHT_PROTEINURIA	1	Disease
HP_STEROID_RESISTANT_NEPHROTIC_SYNDROME	1	Disease
HP_FLATTENED_FEMORAL_HEAD	1	Disease
HP_RIGHT_AORTIC_ARCH_WITH_MIRROR_IMAGE_BRANCHING	1	Disease
HP_PROMINENT_VEINS_ON_TRUNK	1	Metabolic
HP_ABNORMAL_CIRCULATING_APOLIPOPROTEIN_CONCENTRATION	1	Metabolic
HP_INAPPROPRIATE_ANTIDIURETIC_HORMONE_SECRETION	1	Metabolic
HP_APLASIA_HYPOPLASIA_OF_THE_THYROID_GLAND	1	Metabolic
HP_RENAL_STEATOSIS	1	Metabolic
HP_XANTHOMATOSIS	1	Metabolic
HP_PREMATURE_ARTERIOSCLEROSIS	1	Metabolic
HP_PREMATURE_CORONARY_ARTERY_ATHEROSCLEROSIS	1	Metabolic
HP_PERIPHERAL_OPACIFICATION_OF_THE_CORNEA	1	Metabolic
HP_NODULAR_CHANGES_AFFECTING_THE_EYELIDS	1	Metabolic
HP_TENDON_XANTHOMATOSIS	1	Metabolic
HP_ABNORMALITY_OF_LIPOPROTEIN_CHOLESTEROL_CONCENTRATION	1	Metabolic
HP_HYPERLIPOPROTEINEMIA	1	Metabolic
HP_AORTIC_ATHEROSCLEROTIC_LESION	1	Metabolic
HP_CORONARY_ARTERY_ANEURYSM	1	Metabolic
HP_ABNORMAL_HDL_CHOLESTEROL_CONCENTRATION	1	Metabolic
HP_GIANT_PLATELETS	1	Metabolic
HP_ABNORMAL_PLATELET_MEMBRANE_PROTEIN_EXPRESSION	1	Metabolic
HP_FURROWED_TONGUE	1	Metabolic
HP_NEONATAL_HYPOGLYCEMIA	1	Metabolic
HP_NO_SOCIAL_INTERACTION	1	Metabolic
HP_PRIMITIVE_REFLEX	1	Disease
HP_INFRA_ORBITAL_CREASE	1	Disease
HP_PROXIMAL_FEMORAL_EPIPHYSIOLYSIS	1	Disease
HP_SEVERE_EXPRESSIVE_LANGUAGE_DELAY	1	Disease
HP_EVERSION_OF_LATERAL_THIRD_OF_LOWER_EYELIDS	1	Disease
HP_WIDE_NASAL_RIDGE	1	Disease
HP_GLANDULAR_HYPOSPADIAS	1	Disease
HP_ABNORMAL_VENOUS_MORPHOLOGY	1	Disease
HP_ERLENMEYER_FLASK_DEFORMITY_OF_THE_FEMURS	1	Disease
HP_IVORY_EPIPHYSES_OF_THE_PHALANGES_OF_THE_HAND	1	Disease
HP_SCLEROSIS_OF_FINGER_PHALANX	1	Disease
HP_ESOPHAGITIS	1	Disease
HP_FOCAL_SENSORY_SEIZURE	1	Behavioural
REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONES	1	Developmental
REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONE_GENES	1	Developmental
REACTOME_SYNTHESIS_OF_IP2_IP_AND_INS_IN_THE_CYTOSOL	1	Developmental
REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR	1	Developmental
REACTOME_FRUCTOSE_METABOLISM	1	Lifestyle
REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX	1	Antropometric
REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES	1	Metabolic
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE	1	Metabolic
REACTOME_PLASMA_LIPOPROTEIN_REMODELING	1	Metabolic
REACTOME_SARS_COV_2_MODULATES_AUTOPHAGY	1	Antropometric
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	1	Antropometric
REACTOME_HIGHLY_CALCIUM_PERMEABLE_NICOTINIC_ACETYLCHOLINE_RECEPTORS	1	Antropometric
REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	1	Antropometric
REACTOME_PRESYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	1	Antropometric
REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING	1	Antropometric
REACTOME_PROCESSING_OF_SMDT1	1	Behavioural
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_BCR_SIGNALING	1	Behavioural
REACTOME_BINDING_OF_TCF_LEF_CTNNB1_TO_TARGET_GENE_PROMOTERS	1	Metabolic
REACTOME_REPRESSION_OF_WNT_TARGET_GENES	1	Metabolic
REACTOME_RUNX3_REGULATES_IMMUNE_RESPONSE_AND_CELL_MIGRATION	1	Metabolic
REACTOME_PREDNISONE_ADME	1	Fertility
REACTOME_ROLE_OF_ABL_IN_ROBO_SLIT_SIGNALING	1	Antropometric
REACTOME_CHROMATIN_MODIFYING_ENZYMES	1	Disease
REACTOME_HATS_ACETYLATE_HISTONES	1	Disease
REACTOME_RUNX2_REGULATES_CHONDROCYTE_MATURATION	1	Disease
REACTOME_APOPTOSIS	1	Condition
REACTOME_DNA_DAMAGE_BYPASS	1	Condition
REACTOME_PROGRAMMED_CELL_DEATH	1	Condition
REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX	1	Condition
REACTOME_SNRNP_ASSEMBLY	1	Condition
REACTOME_TRANSLESION_SYNTHESIS_BY_POLH	1	Condition
REACTOME_TRANSLESION_SYNTHESIS_BY_POLK	1	Condition
REACTOME_NOSTRIN_MEDIATED_ENOS_TRAFFICKING	1	Trait
REACTOME_SYNTHESIS_OF_GDP_MANNOSE	1	Condition
REACTOME_TELOMERE_EXTENSION_BY_TELOMERASE	1	Condition
REACTOME_ENOS_ACTIVATION	1	Metabolic
REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	1	Disease
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6	1	Anatomical
REACTOME_TACHYKININ_RECEPTORS_BIND_TACHYKININS	1	Anatomical
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	1	Anatomical
REACTOME_IRAK4_DEFICIENCY_TLR2_4	1	Disease
REACTOME_LEUKOTRIENE_RECEPTORS	1	Disease
REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES	1	Disease
REACTOME_UBIQUINOL_BIOSYNTHESIS	1	Disease
REACTOME_Z_DECAY_DEGRADATION_OF_MATERNAL_MRNAS_BY_ZYGOTICALLY_EXPRESSED_FACTORS	1	Disease
REACTOME_IRAK1_RECRUITS_IKK_COMPLEX	1	Disease
REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX	1	Disease
REACTOME_CREATINE_METABOLISM	1	Metabolic
REACTOME_ABACAVIR_TRANSMEMBRANE_TRANSPORT	1	Metabolic
REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING	1	Metabolic
REACTOME_CHYLOMICRON_CLEARANCE	1	Metabolic
REACTOME_CHYLOMICRON_REMODELING	1	Metabolic
REACTOME_HDL_REMODELING	1	Metabolic
REACTOME_LDL_REMODELING	1	Metabolic
REACTOME_SPERM_MOTILITY_AND_TAXES	1	Metabolic
REACTOME_ZINC_INFLUX_INTO_CELLS_BY_THE_SLC39_GENE_FAMILY	1	Metabolic
REACTOME_DEX_H_BOX_HELICASES_ACTIVATE_TYPE_I_IFN_AND_INFLAMMATORY_CYTOKINES_PRODUCTION	1	Metabolic
REACTOME_MAPK1_ERK2_ACTIVATION	1	Metabolic
REACTOME_ROBO_RECEPTORS_BIND_AKAP5	1	Metabolic
REACTOME_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY	1	Disease
REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA	1	Disease
REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE	1	Disease
REACTOME_TRISTETRAPROLIN_TTP_ZFP36_BINDS_AND_DESTABILIZES_MRNA	1	Disease
REACTOME_NPAS4_REGULATES_EXPRESSION_OF_TARGET_GENES	1	Disease
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_NPAS4	1	Disease
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS	1	Disease
REACTOME_PHOSPHORYLATION_OF_THE_APC_C	1	Disease
REACTOME_ARYL_HYDROCARBON_RECEPTOR_SIGNALLING	1	Disease
REACTOME_HSF1_ACTIVATION	1	Disease
REACTOME_OPSINS	1	Disease
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	1	Behavioural
REACTOME_REGULATION_OF_CDH11_MRNA_TRANSLATION_BY_MICRORNAS	1	Behavioural
REACTOME_REGULATION_OF_NPAS4_GENE_EXPRESSION	1	Behavioural
REACTOME_SERINE_BIOSYNTHESIS	1	Behavioural
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	1	Condition
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	1	Condition
HALLMARK_HEDGEHOG_SIGNALING	1	Behavioural
HALLMARK_TGF_BETA_SIGNALING	1	Behavioural
HALLMARK_OXIDATIVE_PHOSPHORYLATION	1	Disease
HALLMARK_G2M_CHECKPOINT	1	Disease
HALLMARK_WNT_BETA_CATENIN_SIGNALING	1	Disease
DESCARTES_FETAL_MUSCLE_STROMAL_CELLS	1	Antropometric
HE_LIM_SUN_FETAL_LUNG_C3_SCG3_POS_LYMPHATIC_ENDOTHELIAL_CELL	1	Trait
DESCARTES_FETAL_HEART_ERYTHROBLASTS	1	Disease
HAY_BONE_MARROW_IMMATURE_NEUTROPHIL	1	Disease
DESCARTES_FETAL_INTESTINE_ENS_GLIA	1	Disease
DESCARTES_MAIN_FETAL_HEMATOPOIETIC_STEM_CELLS	1	Disease
HE_LIM_SUN_FETAL_LUNG_C2_DC3_CELL	1	Disease
ZHONG_PFC_C6_PLXNA4_POS_EXCITATORY_NEURON	1	Disease
GAUTAM_EYE_IRIS_CILIARY_BODY_PUTATIVE_STEM_CELLS	1	Disease
DESCARTES_FETAL_SPLEEN_AFP_ALB_POSITIVE_CELLS	1	Metabolic
DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_OLFACTORY_ENSHEATHING_GLIA	1	Metabolic
HE_LIM_SUN_FETAL_LUNG_C2_APOE_POS_M1_MACROPHAGE_CELL	1	Metabolic
CUI_DEVELOPING_HEART_C5_VALVAR_CELL	1	Metabolic
DESCARTES_MAIN_FETAL_PDE1C_ACSM3_POSITIVE_CELLS	1	Metabolic
ZHONG_PFC_C3_HOPX_POS_OPC	1	Disease
GOBP_BRANCHED_CHAIN_AMINO_ACID_TRANSPORT	0	
GOBP_POSITIVE_REGULATION_OF_HEMOGLOBIN_BIOSYNTHETIC_PROCESS	0	
GOBP_PROTEIN_K48_LINKED_DEUBIQUITINATION	0	
GOBP_REGULATION_OF_PROTEIN_DEUBIQUITINATION	0	
GOBP_NEGATIVE_REGULATION_OF_ERAD_PATHWAY	0	
GOBP_MITOCHONDRIAL_DNA_REPLICATION	0	
GOBP_SYNAPTIC_VESICLE_LUMEN_ACIDIFICATION	0	
GOBP_TERTIARY_ALCOHOL_METABOLIC_PROCESS	0	
GOBP_REGULATION_OF_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY	0	
GOBP_EMBRYONIC_SKELETAL_JOINT_DEVELOPMENT	0	
GOBP_VESICLE_MEDIATED_CHOLESTEROL_TRANSPORT	0	
GOBP_NEGATIVE_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY	0	
GOBP_ERROR_PRONE_TRANSLESION_SYNTHESIS	0	
GOBP_DOLICHYL_DIPHOSPHATE_METABOLIC_PROCESS	0	
GOBP_REGULATION_OF_LIPOPROTEIN_LIPASE_ACTIVITY	0	
GOBP_NEGATIVE_REGULATION_OF_LIPASE_ACTIVITY	0	
GOMF_AROMATIC_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0	
GOMF_BRANCHED_CHAIN_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0	
GOMF_UBIQUITIN_LIKE_PROTEIN_BINDING	0	
GOMF_K48_LINKED_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING	0	
GOMF_UBIQUITIN_BINDING	0	
GOMF_U4_SNRNA_BINDING	0	
GOMF_U3_SNORNA_BINDING	0	
GOMF_N_ACETYLGALACTOSAMINE_4_O_SULFOTRANSFERASE_ACTIVITY	0	
GOMF_UNMETHYLATED_CPG_BINDING	0	
GOMF_PYRUVATE_DEHYDROGENASE_ACETYL_TRANSFERRING_KINASE_ACTIVITY	0	
GOMF_PROTEIN_PHOSPHATASE_BINDING	0	
GOMF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	0	
GOMF_PHOSPHOLIPASE_INHIBITOR_ACTIVITY	0	
GOMF_LIPASE_INHIBITOR_ACTIVITY	0	
GOCC_VCP_NPL4_UFD1_AAA_ATPASE_COMPLEX	0	
GOCC_RNA_POLYMERASE_III_TRANSCRIPTION_REGULATOR_COMPLEX	0	
GOCC_NONHOMOLOGOUS_END_JOINING_COMPLEX	0	
GOCC_MALE_PRONUCLEUS	0	
HP_APLASTIC_CLAVICLE	0	
HP_ADRENOCORTICOTROPIC_HORMONE_EXCESS	0	
HP_OROMANDIBULAR_DYSTONIA	0	
HP_ABNORMALITY_OF_DIGESTIVE_SYSTEM_MORPHOLOGY	0	
HP_ABNORMAL_TRAGUS_MORPHOLOGY	0	
HP_APLASIA_HYPOPLASIA_OF_THE_TRAGUS	0	
HP_SHORT_PROXIMAL_PHALANX_OF_FINGER	0	
HP_VOLVULUS	0	
HP_HYPOPLASTIC_HIPPOCAMPUS	0	
HP_DECREASED_LDL_CHOLESTEROL_CONCENTRATION	0	
HP_HYPOLIPOPROTEINEMIA	0	
HP_HYPOTRIGLYCERIDEMIA	0	
HP_HYPOLIPIDEMIA	0	
REACTOME_DEFECTS_OF_CONTACT_ACTIVATION_SYSTEM_CAS_AND_KALLIKREIN_KININ_SYSTEM_KKS	0	
REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS	0	
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	0	
REACTOME_RHO_GTPASES_ACTIVATE_PKNS	0	
REACTOME_NTRK2_ACTIVATES_RAC1	0	
REACTOME_FORMATION_OF_LATERAL_PLATE_MESODERM	0	
REACTOME_LIGAND_RECEPTOR_INTERACTIONS	0	
REACTOME_MEIOTIC_SYNAPSIS	0	
REACTOME_SYNTHESIS_OF_DOLICHYL_PHOSPHATE	0	
GAO_SMALL_INTESTINE_24W_C6_GOBLET_CELLS	0	
GAUTAM_EYE_CHOROID_SCLERA_MELANOCYTES	0	
