CODE NOM_NUM_PLEIO_SUBSETS NOM_NUM_PLEIO_SUBSETS_EMP_P NOM_VERBOSE MARG_NUM_PLEIO_SUBSETS MARG_NUM_PLEIO_SUBSETS_EMP_P MARG_VERBOSE SMALLEST_PLEIO_P_EMP_P
100m:r4m 1 0.227 NOT 2 0.241 NOT 0.147
100m:r5m 4 0.035 MORE 9 0.021 MORE 0.046
100m:r8m 3 0.0609 NOT 3 0.156 NOT 0.0689
100m:r9m 1 0.22 NOT 1 0.385 NOT 0.193
126m:136m 105 0.000999 MORE 106 0.000999 MORE 0.000999
126m:144m 26 0.000999 MORE 36 0.000999 MORE 0.000999
126m:151m 11 0.003 MORE 13 0.004 MORE 0.004
126m:152m 5 0.023 MORE 9 0.021 MORE 0.032
126m:157m 69 0.000999 MORE 74 0.000999 MORE 0.000999
126m:163m 94 0.000999 MORE 99 0.000999 MORE 0.000999
126m:169m 37 0.000999 MORE 42 0.000999 MORE 0.000999
126m:175m 90 0.000999 MORE 93 0.000999 MORE 0.000999
126m:181m 30 0.000999 MORE 37 0.000999 MORE 0.000999
126m:187m 40 0.000999 MORE 43 0.000999 MORE 0.000999
126m:4370m 2 0.106 NOT 4 0.106 NOT 0.021
126m:4373m 5 0.017 MORE 9 0.013 MORE 0.0699
126m:49m 3 0.0579 NOT 5 0.0699 NOT 0.0719
126m:52m 4 0.039 MORE 6 0.0569 NOT 0.12
126m:97m 44 0.000999 MORE 49 0.000999 MORE 0.000999
126m:a13m 29 0.000999 MORE 35 0.000999 MORE 0.000999
126m:a1m 25 0.000999 MORE 32 0.000999 MORE 0.000999
126m:a21m 19 0.000999 MORE 20 0.002 MORE 0.000999
126m:a22m 12 0.000999 MORE 16 0.000999 MORE 0.004
126m:a27m 7 0.017 MORE 12 0.018 MORE 0.0699
126m:a28m 4 0.686 NOT 11 0.676 NOT 0.671
126m:a29m 16 0.002 MORE 22 0.002 MORE 0.000999
126m:a30m 20 0.000999 MORE 26 0.000999 MORE 0.000999
126m:a7m 2 0.0959 NOT 3 0.14 NOT 0.0509
126m:a8m 41 0.000999 MORE 49 0.000999 MORE 0.000999
126m:a9m 9 0.004 MORE 15 0.004 MORE 0.0519
126m:ADr1um 0 1 NOT 3 0.155 NOT 0.269
126m:bm1m 0 1 NOT 2 0.234 NOT 0.314
126m:bm2m 0 1 NOT 0 1 NOT 0.669
126m:bm4m 0 1 NOT 0 1 NOT 0.42
126m:bm5m 0 1 NOT 0 1 NOT 0.484
126m:bm6m 2 0.0979 NOT 4 0.115 NOT 0.024
126m:bm7m 5 0.024 MORE 7 0.043 MORE 0.024
126m:bm8m 0 1 NOT 2 0.215 NOT 0.218
126m:ch1m 1 0.197 NOT 2 0.22 NOT 0.0989
126m:ch4m 5 0.015 MORE 13 0.00799 MORE 0.016
126m:ch5m 1 0.203 NOT 2 0.212 NOT 0.203
126m:ch6m 2 0.0969 NOT 6 0.0579 NOT 0.123
126m:l1m 61 0.000999 MORE 65 0.000999 MORE 0.000999
126m:l2m 49 0.000999 MORE 54 0.000999 MORE 0.000999
126m:l3m 45 0.000999 MORE 52 0.000999 MORE 0.000999
126m:l4m 41 0.000999 MORE 50 0.000999 MORE 0.000999
126m:l5m 31 0.000999 MORE 33 0.000999 MORE 0.000999
126m:r10m 0 1 NOT 0 1 NOT 0.807
126m:r5m 29 0.000999 MORE 39 0.000999 MORE 0.000999
126m:r8m 11 0.003 MORE 18 0.005 MORE 0.00699
126m:r9m 2 0.123 NOT 3 0.179 NOT 0.102
127f:137f 91 0.000999 MORE 94 0.000999 MORE 0.000999
127f:145f 45 0.000999 MORE 50 0.000999 MORE 0.000999
127f:153f 17 0.000999 MORE 22 0.000999 MORE 0.000999
127f:154f 8 0.00699 MORE 10 0.014 MORE 0.002
127f:159f 52 0.000999 MORE 57 0.000999 MORE 0.000999
127f:165f 93 0.000999 MORE 96 0.000999 MORE 0.000999
127f:171f 35 0.000999 MORE 48 0.000999 MORE 0.000999
127f:177f 69 0.000999 MORE 73 0.000999 MORE 0.000999
127f:183f 20 0.000999 MORE 21 0.002 MORE 0.000999
127f:189f 19 0.000999 MORE 21 0.000999 MORE 0.000999
127f:4371f 0 1 NOT 0 1 NOT 0.675
127f:4374f 6 0.012 MORE 7 0.033 MORE 0.026
127f:48f 5 0.017 MORE 10 0.015 MORE 0.000999
127f:51f 0 1 NOT 0 1 NOT 0.793
127f:96f 48 0.000999 MORE 55 0.000999 MORE 0.000999
127f:99f 16 0.000999 MORE 22 0.000999 MORE 0.000999
127f:a13f 17 0.000999 MORE 21 0.002 MORE 0.000999
127f:a1f 14 0.002 MORE 23 0.000999 MORE 0.012
127f:a21f 32 0.000999 MORE 40 0.000999 MORE 0.000999
127f:a22f 29 0.000999 MORE 34 0.000999 MORE 0.000999
127f:a27f 8 0.014 MORE 9 0.046 MORE 0.034
127f:a28f 4 0.031 MORE 6 0.0539 NOT 0.146
127f:a29f 22 0.000999 MORE 28 0.000999 MORE 0.000999
127f:a30f 30 0.000999 MORE 44 0.000999 MORE 0.000999
127f:a7f 2 0.0869 NOT 3 0.131 NOT 0.0819
127f:a8f 31 0.000999 MORE 33 0.000999 MORE 0.000999
127f:a9f 1 0.213 NOT 2 0.238 NOT 0.163
127f:ADr1uf 0 1 NOT 0 1 NOT 0.918
127f:bm1f 0 1 NOT 0 1 NOT 0.72
127f:bm2f 8 0.00699 MORE 11 0.014 MORE 0.04
127f:bm4f 1 0.216 NOT 2 0.251 NOT 0.196
127f:bm5f 5 0.028 MORE 8 0.026 MORE 0.017
127f:bm6f 1 0.206 NOT 3 0.159 NOT 0.036
127f:bm7f 2 0.106 NOT 5 0.0829 NOT 0.02
127f:bm8f 11 0.002 MORE 14 0.003 MORE 0.004
127f:ch1f 0 1 NOT 1 0.391 NOT 0.358
127f:ch4f 0 1 NOT 0 1 NOT 0.526
127f:ch5f 2 0.105 NOT 8 0.03 MORE 0.0559
127f:ch6f 2 0.0919 NOT 8 0.024 MORE 0.0879
127f:l1f 56 0.000999 MORE 58 0.000999 MORE 0.000999
127f:l2f 40 0.000999 MORE 46 0.000999 MORE 0.000999
127f:l3f 37 0.000999 MORE 44 0.000999 MORE 0.000999
127f:l4f 65 0.000999 MORE 71 0.000999 MORE 0.000999
127f:l5f 47 0.000999 MORE 54 0.000999 MORE 0.000999
127f:r10f 0 1 NOT 0 1 NOT 0.922
127f:r4f 0 1 NOT 0 1 NOT 0.655
127f:r5f 31 0.000999 MORE 34 0.000999 MORE 0.000999
127f:r8f 0 1 NOT 1 0.362 NOT 0.233
127f:r9f 6 0.011 MORE 12 0.004 MORE 0.044
136m:144m 113 0.000999 MORE 117 0.000999 MORE 0.000999
136m:151m 8 0.00899 MORE 11 0.00999 MORE 0.003
136m:152m 0 1 NOT 1 0.376 NOT 0.256
136m:157m 107 0.000999 MORE 107 0.000999 MORE 0.000999
136m:163m 69 0.000999 MORE 72 0.000999 MORE 0.000999
136m:169m 108 0.000999 MORE 108 0.000999 MORE 0.000999
136m:175m 56 0.000999 MORE 68 0.000999 MORE 0.000999
136m:181m 83 0.000999 MORE 90 0.000999 MORE 0.000999
136m:187m 6 0.00999 MORE 12 0.005 MORE 0.044
136m:4370m 0 1 NOT 1 0.393 NOT 0.273
136m:4373m 16 0.000999 MORE 16 0.002 MORE 0.000999
136m:49m 0 1 NOT 2 0.232 NOT 0.226
136m:52m 0 1 NOT 0 1 NOT 0.622
136m:97m 28 0.000999 MORE 36 0.000999 MORE 0.000999
136m:a13m 29 0.000999 MORE 33 0.000999 MORE 0.000999
136m:a1m 8 0.004 MORE 19 0.000999 MORE 0.032
136m:a21m 1 0.213 NOT 4 0.108 NOT 0.0669
136m:a22m 6 0.013 MORE 10 0.013 MORE 0.000999
136m:a27m 4 0.0519 NOT 9 0.03 MORE 0.102
136m:a28m 53 0.805 NOT 59 0.805 NOT 0.805
136m:a29m 16 0.000999 MORE 25 0.000999 MORE 0.002
136m:a30m 32 0.000999 MORE 35 0.000999 MORE 0.000999
136m:a7m 4 0.043 MORE 6 0.0559 NOT 0.0639
136m:a8m 52 0.000999 MORE 59 0.000999 MORE 0.000999
136m:a9m 13 0.000999 MORE 16 0.000999 MORE 0.00899
136m:ADr1um 1 0.208 NOT 1 0.39 NOT 0.0649
136m:bm1m 1 0.246 NOT 4 0.11 NOT 0.224
136m:bm2m 9 0.004 MORE 10 0.02 MORE 0.026
136m:bm4m 0 1 NOT 0 1 NOT 0.418
136m:bm5m 7 0.005 MORE 8 0.022 MORE 0.00799
136m:bm6m 1 0.209 NOT 2 0.228 NOT 0.0659
136m:bm7m 7 0.00899 MORE 7 0.035 MORE 0.044
136m:bm8m 0 1 NOT 1 0.394 NOT 0.387
136m:ch1m 0 1 NOT 2 0.222 NOT 0.263
136m:ch4m 0 1 NOT 0 1 NOT 0.8
136m:ch5m 0 1 NOT 1 0.389 NOT 0.352
136m:ch6m 1 0.214 NOT 1 0.403 NOT 0.136
136m:l1m 67 0.000999 MORE 75 0.000999 MORE 0.000999
136m:l2m 30 0.000999 MORE 37 0.000999 MORE 0.000999
136m:l3m 32 0.000999 MORE 41 0.000999 MORE 0.000999
136m:l4m 59 0.000999 MORE 66 0.000999 MORE 0.000999
136m:l5m 19 0.000999 MORE 27 0.000999 MORE 0.000999
136m:r10m 0 1 NOT 2 0.274 NOT 0.359
136m:r4m 3 0.0529 NOT 4 0.102 NOT 0.0799
136m:r5m 26 0.000999 MORE 36 0.000999 MORE 0.000999
136m:r8m 12 0.000999 MORE 16 0.002 MORE 0.000999
136m:r9m 0 1 NOT 0 1 NOT 0.841
137f:145f 114 0.000999 MORE 117 0.000999 MORE 0.000999
137f:153f 3 0.0539 NOT 4 0.105 NOT 0.00699
137f:154f 1 0.239 NOT 2 0.265 NOT 0.0659
137f:159f 107 0.000999 MORE 108 0.000999 MORE 0.000999
137f:165f 52 0.000999 MORE 56 0.000999 MORE 0.000999
137f:171f 106 0.000999 MORE 107 0.000999 MORE 0.000999
137f:177f 43 0.000999 MORE 51 0.000999 MORE 0.000999
137f:183f 70 0.000999 MORE 77 0.000999 MORE 0.000999
137f:189f 9 0.005 MORE 12 0.00899 MORE 0.003
137f:4371f 2 0.104 NOT 5 0.0649 NOT 0.0509
137f:4374f 0 1 NOT 1 0.403 NOT 0.24
137f:48f 14 0.000999 MORE 29 0.000999 MORE 0.00999
137f:51f 9 0.00599 MORE 9 0.017 MORE 0.00699
137f:96f 28 0.000999 MORE 31 0.000999 MORE 0.002
137f:99f 3 0.0549 NOT 6 0.0539 NOT 0.025
137f:a13f 13 0.002 MORE 19 0.000999 MORE 0.002
137f:a1f 9 0.004 MORE 15 0.002 MORE 0.000999
137f:a21f 17 0.000999 MORE 30 0.000999 MORE 0.000999
137f:a22f 21 0.002 MORE 25 0.002 MORE 0.000999
137f:a27f 22 0.000999 MORE 27 0.000999 MORE 0.00799
137f:a28f 54 0.000999 MORE 57 0.000999 MORE 0.000999
137f:a29f 36 0.000999 MORE 47 0.000999 MORE 0.000999
137f:a30f 33 0.000999 MORE 39 0.000999 MORE 0.000999
137f:a7f 5 0.021 MORE 12 0.00599 MORE 0.011
137f:a8f 60 0.000999 MORE 66 0.000999 MORE 0.000999
137f:a9f 0 1 NOT 0 1 NOT 0.827
137f:ADr1uf 0 1 NOT 0 1 NOT 0.425
137f:bm1f 0 1 NOT 2 0.262 NOT 0.305
137f:bm2f 5 0.02 MORE 8 0.025 MORE 0.0859
137f:bm4f 0 1 NOT 0 1 NOT 0.693
137f:bm5f 7 0.005 MORE 10 0.00899 MORE 0.004
137f:bm6f 2 0.101 NOT 2 0.234 NOT 0.002
137f:bm7f 2 0.0989 NOT 3 0.147 NOT 0.00899
137f:bm8f 17 0.000999 MORE 22 0.000999 MORE 0.000999
137f:ch1f 6 0.016 MORE 10 0.016 MORE 0.0709
137f:ch4f 9 0.003 MORE 12 0.004 MORE 0.026
137f:ch5f 1 0.218 NOT 3 0.15 NOT 0.0619
137f:ch6f 0 1 NOT 1 0.409 NOT 0.366
137f:l1f 65 0.000999 MORE 67 0.000999 MORE 0.000999
137f:l2f 25 0.000999 MORE 29 0.000999 MORE 0.000999
137f:l3f 33 0.000999 MORE 39 0.000999 MORE 0.000999
137f:l4f 66 0.000999 MORE 71 0.000999 MORE 0.000999
137f:l5f 41 0.000999 MORE 46 0.000999 MORE 0.000999
137f:r10f 2 0.118 NOT 10 0.017 MORE 0.0659
137f:r4f 2 0.104 NOT 6 0.048 MORE 0.189
137f:r5f 22 0.000999 MORE 31 0.000999 MORE 0.000999
137f:r8f 2 0.0929 NOT 5 0.0709 NOT 0.0949
137f:r9f 2 0.104 NOT 4 0.115 NOT 0.175
144m:151m 5 0.012 MORE 8 0.017 MORE 0.000999
144m:152m 10 0.004 MORE 17 0.004 MORE 0.00999
144m:157m 108 0.000999 MORE 110 0.000999 MORE 0.000999
144m:163m 31 0.000999 MORE 32 0.000999 MORE 0.000999
144m:169m 115 0.000999 MORE 117 0.000999 MORE 0.000999
144m:175m 38 0.000999 MORE 40 0.000999 MORE 0.000999
144m:181m 106 0.000999 MORE 108 0.000999 MORE 0.000999
144m:187m 18 0.000999 MORE 21 0.000999 MORE 0.000999
144m:4370m 3 0.0549 NOT 6 0.0579 NOT 0.0979
144m:4373m 8 0.005 MORE 13 0.00699 MORE 0.033
144m:49m 8 0.00699 MORE 16 0.003 MORE 0.03
144m:52m 1 0.196 NOT 3 0.145 NOT 0.185
144m:97m 7 0.00999 MORE 11 0.00999 MORE 0.026
144m:a13m 45 0.000999 MORE 48 0.000999 MORE 0.000999
144m:a1m 9 0.003 MORE 14 0.003 MORE 0.003
144m:a21m 1 0.203 NOT 1 0.387 NOT 0.0929
144m:a22m 34 0.000999 MORE 44 0.000999 MORE 0.000999
144m:a27m 29 0.000999 MORE 36 0.000999 MORE 0.000999
144m:a28m 59 0.000999 MORE 65 0.000999 MORE 0.000999
144m:a29m 32 0.000999 MORE 35 0.000999 MORE 0.000999
144m:a30m 33 0.000999 MORE 41 0.000999 MORE 0.000999
144m:a7m 2 0.0759 NOT 3 0.112 NOT 0.049
144m:a8m 62 0.000999 MORE 67 0.000999 MORE 0.000999
144m:a9m 22 0.000999 MORE 24 0.000999 MORE 0.000999
144m:ADr1um 0 1 NOT 1 0.397 NOT 0.274
144m:bm1m 0 1 NOT 0 1 NOT 0.623
144m:bm2m 0 1 NOT 1 0.357 NOT 0.196
144m:bm4m 0 1 NOT 1 0.371 NOT 0.28
144m:bm5m 12 0.000999 MORE 19 0.002 MORE 0.014
144m:bm6m 11 0.000999 MORE 15 0.003 MORE 0.000999
144m:bm7m 7 0.00999 MORE 12 0.00899 MORE 0.048
144m:bm8m 0 1 NOT 0 1 NOT 0.426
144m:ch1m 0 1 NOT 1 0.371 NOT 0.34
144m:ch4m 0 1 NOT 1 0.384 NOT 0.237
144m:ch5m 0 1 NOT 0 1 NOT 0.514
144m:ch6m 0 1 NOT 0 1 NOT 0.435
144m:l1m 78 0.000999 MORE 84 0.000999 MORE 0.000999
144m:l2m 38 0.000999 MORE 41 0.000999 MORE 0.000999
144m:l3m 56 0.000999 MORE 62 0.000999 MORE 0.000999
144m:l4m 72 0.000999 MORE 80 0.000999 MORE 0.000999
144m:l5m 43 0.000999 MORE 52 0.000999 MORE 0.000999
144m:r10m 0 1 NOT 1 0.403 NOT 0.38
144m:r4m 8 0.000999 MORE 18 0.000999 MORE 0.043
144m:r5m 42 0.000999 MORE 53 0.000999 MORE 0.000999
144m:r8m 9 0.003 MORE 12 0.00699 MORE 0.003
144m:r9m 3 0.0649 NOT 5 0.0749 NOT 0.00699
145f:153f 9 0.004 MORE 11 0.00899 MORE 0.000999
145f:154f 10 0.005 MORE 12 0.00899 MORE 0.000999
145f:159f 117 0.000999 MORE 118 0.000999 MORE 0.000999
145f:165f 42 0.000999 MORE 48 0.000999 MORE 0.000999
145f:171f 118 0.000999 MORE 120 0.000999 MORE 0.000999
145f:177f 35 0.000999 MORE 45 0.000999 MORE 0.000999
145f:183f 97 0.000999 MORE 103 0.000999 MORE 0.000999
145f:189f 16 0.002 MORE 22 0.000999 MORE 0.000999
145f:4371f 0 1 NOT 2 0.232 NOT 0.333
145f:4374f 7 0.013 MORE 9 0.029 MORE 0.016
145f:48f 33 0.000999 MORE 39 0.000999 MORE 0.000999
145f:51f 9 0.004 MORE 11 0.00999 MORE 0.005
145f:96f 7 0.00699 MORE 9 0.02 MORE 0.015
145f:99f 2 0.0959 NOT 6 0.042 MORE 0.048
145f:a13f 29 0.000999 MORE 35 0.000999 MORE 0.000999
145f:a1f 28 0.000999 MORE 36 0.000999 MORE 0.000999
145f:a21f 14 0.000999 MORE 18 0.003 MORE 0.000999
145f:a22f 38 0.000999 MORE 41 0.000999 MORE 0.000999
145f:a27f 47 0.000999 MORE 58 0.000999 MORE 0.000999
145f:a28f 71 0.000999 MORE 74 0.000999 MORE 0.000999
145f:a29f 35 0.000999 MORE 40 0.000999 MORE 0.000999
145f:a30f 49 0.000999 MORE 54 0.000999 MORE 0.000999
145f:a7f 12 0.003 MORE 24 0.002 MORE 0.014
145f:a8f 68 0.000999 MORE 73 0.000999 MORE 0.000999
145f:a9f 1 0.234 NOT 5 0.0739 NOT 0.0619
145f:ADr1uf 0 1 NOT 2 0.248 NOT 0.264
145f:bm1f 0 1 NOT 1 0.422 NOT 0.375
145f:bm2f 4 0.033 MORE 8 0.02 MORE 0.038
145f:bm4f 4 0.03 MORE 6 0.044 MORE 0.0709
145f:bm5f 10 0.002 MORE 12 0.005 MORE 0.000999
145f:bm6f 12 0.004 MORE 19 0.003 MORE 0.014
145f:bm7f 3 0.0669 NOT 8 0.025 MORE 0.031
145f:bm8f 0 1 NOT 4 0.105 NOT 0.255
145f:ch1f 2 0.124 NOT 2 0.257 NOT 0.00699
145f:ch4f 0 1 NOT 0 1 NOT 0.449
145f:ch5f 4 0.043 MORE 5 0.0759 NOT 0.023
145f:ch6f 0 1 NOT 2 0.263 NOT 0.376
145f:l1f 78 0.000999 MORE 85 0.000999 MORE 0.000999
145f:l2f 53 0.000999 MORE 62 0.000999 MORE 0.000999
145f:l3f 43 0.000999 MORE 50 0.000999 MORE 0.000999
145f:l4f 82 0.000999 MORE 86 0.000999 MORE 0.000999
145f:l5f 52 0.000999 MORE 56 0.000999 MORE 0.000999
145f:r10f 0 1 NOT 1 0.443 NOT 0.374
145f:r4f 7 0.019 MORE 21 0.003 MORE 0.0649
145f:r5f 22 0.000999 MORE 26 0.002 MORE 0.000999
145f:r8f 25 0.000999 MORE 31 0.000999 MORE 0.000999
145f:r9f 1 0.201 NOT 1 0.39 NOT 0.165
151m:152m 15 0.000999 MORE 17 0.002 MORE 0.000999
151m:157m 40 0.000999 MORE 44 0.000999 MORE 0.000999
151m:163m 71 0.000999 MORE 77 0.000999 MORE 0.000999
151m:169m 78 0.000999 MORE 82 0.000999 MORE 0.000999
151m:175m 95 0.000999 MORE 99 0.000999 MORE 0.000999
151m:181m 106 0.000999 MORE 107 0.000999 MORE 0.000999
151m:187m 108 0.000999 MORE 112 0.000999 MORE 0.000999
151m:4370m 1 0.197 NOT 1 0.357 NOT 0.0779
151m:4373m 1 0.168 NOT 3 0.115 NOT 0.013
151m:49m 4 0.025 MORE 6 0.044 MORE 0.05
151m:52m 0 1 NOT 0 1 NOT 0.584
151m:97m 2 0.0859 NOT 3 0.143 NOT 0.00999
151m:a13m 7 0.00599 MORE 9 0.013 MORE 0.0969
151m:a1m 0 1 NOT 0 1 NOT 0.566
151m:a21m 2 0.0889 NOT 3 0.133 NOT 0.0679
151m:a22m 4 0.024 MORE 8 0.013 MORE 0.012
151m:a27m 20 0.211 NOT 30 0.211 NOT 0.216
151m:a28m 26 0.995 NOT 31 0.995 NOT 0.995
151m:a29m 25 0.000999 MORE 33 0.000999 MORE 0.002
151m:a30m 15 0.000999 MORE 18 0.000999 MORE 0.000999
151m:a8m 25 0.000999 MORE 31 0.000999 MORE 0.000999
151m:a9m 0 1 NOT 0 1 NOT 0.61
151m:ADr1um 1 0.181 NOT 2 0.204 NOT 0.175
151m:bm1m 0 1 NOT 0 1 NOT 0.865
151m:bm2m 1 0.183 NOT 5 0.049 MORE 0.136
151m:bm4m 2 0.0849 NOT 2 0.202 NOT 0.104
151m:bm5m 14 0.000999 MORE 27 0.000999 MORE 0.021
151m:bm6m 0 1 NOT 0 1 NOT 0.687
151m:bm7m 0 1 NOT 0 1 NOT 0.858
151m:bm8m 1 0.2 NOT 2 0.222 NOT 0.134
151m:ch1m 0 1 NOT 0 1 NOT 0.427
151m:ch4m 0 1 NOT 0 1 NOT 0.67
151m:ch5m 0 1 NOT 0 1 NOT 0.923
151m:ch6m 0 1 NOT 0 1 NOT 0.792
151m:l1m 40 0.000999 MORE 52 0.000999 MORE 0.000999
151m:l2m 20 0.000999 MORE 24 0.000999 MORE 0.000999
151m:l3m 28 0.000999 MORE 35 0.000999 MORE 0.000999
151m:l4m 40 0.000999 MORE 46 0.000999 MORE 0.000999
151m:l5m 29 0.000999 MORE 34 0.000999 MORE 0.000999
151m:r10m 1 0.206 NOT 2 0.231 NOT 0.193
151m:r4m 0 1 NOT 1 0.35 NOT 0.343
151m:r5m 20 0.000999 MORE 23 0.000999 MORE 0.002
151m:r8m 4 0.033 MORE 6 0.045 MORE 0.135
151m:r9m 0 1 NOT 1 0.387 NOT 0.355
152m:157m 39 0.000999 MORE 46 0.000999 MORE 0.000999
152m:163m 70 0.000999 MORE 73 0.000999 MORE 0.000999
152m:169m 55 0.000999 MORE 61 0.000999 MORE 0.000999
152m:175m 91 0.000999 MORE 93 0.000999 MORE 0.000999
152m:181m 98 0.000999 MORE 103 0.000999 MORE 0.000999
152m:187m 107 0.000999 MORE 108 0.000999 MORE 0.000999
152m:4370m 0 1 NOT 0 1 NOT 0.766
152m:4373m 1 0.186 NOT 2 0.206 NOT 0.121
152m:49m 11 0.002 MORE 14 0.004 MORE 0.00899
152m:52m 0 1 NOT 0 1 NOT 0.826
152m:97m 0 1 NOT 0 1 NOT 0.676
152m:a13m 0 1 NOT 1 0.357 NOT 0.233
152m:a1m 0 1 NOT 0 1 NOT 0.408
152m:a21m 0 1 NOT 1 0.377 NOT 0.362
152m:a22m 4 0.022 MORE 9 0.00899 MORE 0.0879
152m:a27m 5 0.904 NOT 8 0.903 NOT 0.901
152m:a28m 6 0.925 NOT 13 0.924 NOT 0.933
152m:a29m 3 0.0539 NOT 7 0.035 MORE 0.021
152m:a30m 11 0.002 MORE 21 0.000999 MORE 0.023
152m:a7m 1 0.185 NOT 4 0.0829 NOT 0.138
152m:a8m 5 0.015 MORE 15 0.000999 MORE 0.0799
152m:a9m 0 1 NOT 0 1 NOT 0.518
152m:ADr1um 0 1 NOT 2 0.2 NOT 0.179
152m:bm1m 1 0.185 NOT 2 0.209 NOT 0.0549
152m:bm2m 0 1 NOT 0 1 NOT 0.729
152m:bm4m 0 1 NOT 1 0.377 NOT 0.355
152m:bm5m 0 1 NOT 0 1 NOT 0.49
152m:bm6m 3 0.041 MORE 6 0.037 MORE 0.0729
152m:bm7m 6 0.00799 MORE 8 0.014 MORE 0.004
152m:bm8m 0 1 NOT 1 0.375 NOT 0.272
152m:ch1m 0 1 NOT 2 0.22 NOT 0.233
152m:ch4m 0 1 NOT 0 1 NOT 0.469
152m:ch5m 0 1 NOT 2 0.204 NOT 0.217
152m:ch6m 0 1 NOT 2 0.206 NOT 0.262
152m:l1m 29 0.000999 MORE 38 0.000999 MORE 0.000999
152m:l2m 27 0.000999 MORE 35 0.000999 MORE 0.002
152m:l3m 16 0.000999 MORE 22 0.002 MORE 0.000999
152m:l4m 34 0.000999 MORE 38 0.000999 MORE 0.000999
152m:l5m 6 0.00999 MORE 10 0.00999 MORE 0.028
152m:r10m 0 1 NOT 3 0.144 NOT 0.27
152m:r4m 0 1 NOT 0 1 NOT 0.487
152m:r5m 17 0.000999 MORE 28 0.000999 MORE 0.00899
152m:r8m 0 1 NOT 2 0.214 NOT 0.252
152m:r9m 3 0.0569 NOT 5 0.0699 NOT 0.04
153f:154f 43 0.000999 MORE 53 0.000999 MORE 0.000999
153f:159f 45 0.000999 MORE 51 0.000999 MORE 0.000999
153f:165f 75 0.000999 MORE 78 0.000999 MORE 0.000999
153f:171f 91 0.000999 MORE 94 0.000999 MORE 0.000999
153f:177f 108 0.000999 MORE 108 0.000999 MORE 0.000999
153f:183f 108 0.000999 MORE 113 0.000999 MORE 0.000999
153f:189f 114 0.000999 MORE 117 0.000999 MORE 0.000999
153f:4371f 0 1 NOT 1 0.367 NOT 0.26
153f:4374f 0 1 NOT 2 0.214 NOT 0.253
153f:48f 1 0.226 NOT 1 0.403 NOT 0.0999
153f:51f 5 0.019 MORE 7 0.032 MORE 0.0689
