CODE NOM_NUM_PLEIO_SUBSETS NOM_NUM_PLEIO_SUBSETS_EMP_P NOM_VERBOSE MARG_NUM_PLEIO_SUBSETS MARG_NUM_PLEIO_SUBSETS_EMP_P MARG_VERBOSE SMALLEST_PLEIO_P_EMP_P
153f:96f 8 0.005 MORE 12 0.00699 MORE 0.00899
153f:99f 0 1 NOT 0 1 NOT 0.411
153f:a13f 14 0.004 MORE 19 0.002 MORE 0.00699
153f:a1f 5 0.012 MORE 9 0.013 MORE 0.02
153f:a21f 3 0.042 MORE 4 0.0779 NOT 0.000999
153f:a22f 15 0.000999 MORE 16 0.000999 MORE 0.000999
153f:a27f 6 0.386 NOT 9 0.387 NOT 0.398
153f:a28f 21 0.000999 MORE 27 0.000999 MORE 0.000999
153f:a29f 17 0.000999 MORE 24 0.000999 MORE 0.00799
153f:a30f 17 0.000999 MORE 26 0.000999 MORE 0.000999
153f:a7f 0 1 NOT 0 1 NOT 0.46
153f:a8f 45 0.000999 MORE 54 0.000999 MORE 0.000999
153f:a9f 0 1 NOT 0 1 NOT 0.442
153f:ADr1uf 0 1 NOT 0 1 NOT 0.739
153f:bm1f 0 1 NOT 0 1 NOT 0.545
153f:bm2f 1 0.206 NOT 4 0.0829 NOT 0.132
153f:bm4f 0 1 NOT 0 1 NOT 0.756
153f:bm5f 8 0.004 MORE 16 0.002 MORE 0.047
153f:bm6f 0 1 NOT 0 1 NOT 0.508
153f:bm7f 0 1 NOT 0 1 NOT 0.632
153f:bm8f 1 0.183 NOT 2 0.212 NOT 0.0539
153f:ch1f 0 1 NOT 3 0.137 NOT 0.247
153f:ch4f 0 1 NOT 1 0.353 NOT 0.322
153f:ch5f 1 0.196 NOT 3 0.133 NOT 0.0819
153f:ch6f 0 1 NOT 2 0.22 NOT 0.212
153f:l1f 50 0.000999 MORE 57 0.000999 MORE 0.000999
153f:l2f 43 0.000999 MORE 48 0.000999 MORE 0.000999
153f:l3f 47 0.000999 MORE 49 0.000999 MORE 0.000999
153f:l4f 67 0.000999 MORE 71 0.000999 MORE 0.000999
153f:l5f 42 0.000999 MORE 48 0.000999 MORE 0.000999
153f:r10f 0 1 NOT 0 1 NOT 0.754
153f:r4f 1 0.211 NOT 6 0.035 MORE 0.211
153f:r5f 3 0.042 MORE 4 0.0819 NOT 0.045
153f:r8f 0 1 NOT 2 0.204 NOT 0.256
153f:r9f 17 0.000999 MORE 21 0.000999 MORE 0.000999
154f:159f 37 0.000999 MORE 41 0.000999 MORE 0.000999
154f:165f 57 0.000999 MORE 63 0.000999 MORE 0.000999
154f:171f 75 0.000999 MORE 80 0.000999 MORE 0.000999
154f:177f 97 0.000999 MORE 101 0.000999 MORE 0.000999
154f:183f 106 0.000999 MORE 107 0.000999 MORE 0.000999
154f:189f 107 0.000999 MORE 107 0.000999 MORE 0.000999
154f:4371f 0 1 NOT 0 1 NOT 0.477
154f:4374f 0 1 NOT 1 0.343 NOT 0.267
154f:48f 7 0.004 MORE 16 0.002 MORE 0.0799
154f:51f 0 1 NOT 0 1 NOT 0.49
154f:96f 5 0.013 MORE 5 0.0529 NOT 0.002
154f:99f 0 1 NOT 2 0.204 NOT 0.26
154f:a13f 1 0.205 NOT 2 0.207 NOT 0.184
154f:a1f 6 0.00899 MORE 11 0.00799 MORE 0.0579
154f:a21f 5 0.025 MORE 7 0.039 MORE 0.00599
154f:a22f 15 0.000999 MORE 20 0.000999 MORE 0.000999
154f:a27f 13 0.689 NOT 22 0.688 NOT 0.692
154f:a28f 12 0.000999 MORE 15 0.000999 MORE 0.002
154f:a29f 18 0.002 MORE 23 0.002 MORE 0.00699
154f:a30f 18 0.000999 MORE 24 0.000999 MORE 0.000999
154f:a7f 1 0.192 NOT 1 0.349 NOT 0.126
154f:a8f 33 0.000999 MORE 35 0.000999 MORE 0.000999
154f:a9f 0 1 NOT 0 1 NOT 0.497
154f:ADr1uf 0 1 NOT 1 0.36 NOT 0.351
154f:bm1f 0 1 NOT 0 1 NOT 0.714
154f:bm2f 6 0.00999 MORE 6 0.037 MORE 0.0899
154f:bm4f 0 1 NOT 0 1 NOT 0.439
154f:bm5f 1 0.176 NOT 5 0.0569 NOT 0.154
154f:bm6f 2 0.0799 NOT 3 0.125 NOT 0.003
154f:bm7f 0 1 NOT 3 0.142 NOT 0.282
154f:bm8f 0 1 NOT 1 0.386 NOT 0.372
154f:ch1f 0 1 NOT 0 1 NOT 0.425
154f:ch4f 2 0.0709 NOT 2 0.186 NOT 0.103
154f:ch5f 0 1 NOT 0 1 NOT 0.562
154f:ch6f 0 1 NOT 0 1 NOT 0.406
154f:l1f 36 0.000999 MORE 41 0.000999 MORE 0.000999
154f:l3f 28 0.000999 MORE 31 0.000999 MORE 0.000999
154f:l4f 42 0.000999 MORE 47 0.000999 MORE 0.000999
154f:l5f 38 0.000999 MORE 49 0.000999 MORE 0.000999
154f:r10f 0 1 NOT 0 1 NOT 0.824
154f:r4f 9 0.002 MORE 17 0.000999 MORE 0.048
154f:r5f 24 0.000999 MORE 30 0.000999 MORE 0.004
154f:r8f 12 0.000999 MORE 20 0.000999 MORE 0.017
154f:r9f 0 1 NOT 2 0.205 NOT 0.284
157m:163m 107 0.000999 MORE 108 0.000999 MORE 0.000999
157m:169m 116 0.000999 MORE 119 0.000999 MORE 0.000999
157m:175m 75 0.000999 MORE 79 0.000999 MORE 0.000999
157m:181m 79 0.000999 MORE 83 0.000999 MORE 0.000999
157m:187m 69 0.000999 MORE 75 0.000999 MORE 0.000999
157m:4370m 1 0.199 NOT 1 0.359 NOT 0.0839
157m:4373m 11 0.000999 MORE 20 0.000999 MORE 0.00799
157m:49m 4 0.025 MORE 6 0.041 MORE 0.0829
157m:52m 0 1 NOT 0 1 NOT 0.581
157m:97m 25 0.000999 MORE 33 0.000999 MORE 0.000999
157m:a13m 26 0.000999 MORE 32 0.000999 MORE 0.000999
157m:a1m 5 0.018 MORE 11 0.012 MORE 0.002
157m:a21m 4 0.025 MORE 7 0.028 MORE 0.026
157m:a22m 35 0.000999 MORE 46 0.000999 MORE 0.000999
157m:a27m 41 0.000999 MORE 43 0.000999 MORE 0.000999
157m:a28m 68 0.000999 MORE 77 0.000999 MORE 0.000999
157m:a29m 11 0.002 MORE 20 0.002 MORE 0.002
157m:a30m 30 0.000999 MORE 32 0.000999 MORE 0.000999
157m:a7m 0 1 NOT 0 1 NOT 0.644
157m:a8m 47 0.000999 MORE 55 0.000999 MORE 0.000999
157m:a9m 17 0.000999 MORE 24 0.002 MORE 0.000999
157m:ADr1um 1 0.205 NOT 5 0.0599 NOT 0.204
157m:bm1m 0 1 NOT 1 0.363 NOT 0.356
157m:bm2m 0 1 NOT 0 1 NOT 0.608
157m:bm4m 0 1 NOT 2 0.21 NOT 0.304
157m:bm5m 6 0.014 MORE 13 0.00599 MORE 0.037
157m:bm6m 13 0.002 MORE 17 0.003 MORE 0.002
157m:bm7m 3 0.046 MORE 7 0.032 MORE 0.0679
157m:bm8m 0 1 NOT 0 1 NOT 0.818
157m:ch1m 2 0.0999 NOT 5 0.0629 NOT 0.104
157m:ch4m 0 1 NOT 0 1 NOT 0.472
157m:ch5m 0 1 NOT 3 0.137 NOT 0.216
157m:ch6m 1 0.192 NOT 3 0.124 NOT 0.0719
157m:l1m 65 0.000999 MORE 72 0.000999 MORE 0.000999
157m:l2m 26 0.000999 MORE 30 0.000999 MORE 0.000999
157m:l3m 37 0.000999 MORE 40 0.000999 MORE 0.000999
157m:l4m 55 0.000999 MORE 62 0.000999 MORE 0.000999
157m:l5m 42 0.000999 MORE 49 0.000999 MORE 0.000999
157m:r10m 7 0.00599 MORE 12 0.00599 MORE 0.021
157m:r4m 11 0.003 MORE 14 0.005 MORE 0.005
157m:r5m 34 0.000999 MORE 40 0.000999 MORE 0.000999
157m:r8m 11 0.004 MORE 15 0.005 MORE 0.003
157m:r9m 1 0.209 NOT 1 0.392 NOT 0.0939
159f:165f 107 0.000999 MORE 108 0.000999 MORE 0.000999
159f:171f 118 0.000999 MORE 119 0.000999 MORE 0.000999
159f:177f 77 0.000999 MORE 79 0.000999 MORE 0.000999
159f:183f 75 0.000999 MORE 78 0.000999 MORE 0.000999
159f:189f 57 0.000999 MORE 65 0.000999 MORE 0.000999
159f:4371f 0 1 NOT 0 1 NOT 0.42
159f:4374f 8 0.00699 MORE 13 0.00699 MORE 0.011
159f:48f 18 0.000999 MORE 24 0.000999 MORE 0.00799
159f:51f 3 0.049 MORE 6 0.043 MORE 0.117
159f:96f 15 0.000999 MORE 18 0.002 MORE 0.004
159f:99f 2 0.0809 NOT 3 0.127 NOT 0.036
159f:a13f 23 0.000999 MORE 29 0.000999 MORE 0.000999
159f:a1f 12 0.002 MORE 19 0.000999 MORE 0.005
159f:a21f 16 0.000999 MORE 25 0.000999 MORE 0.002
159f:a22f 32 0.000999 MORE 34 0.000999 MORE 0.000999
159f:a27f 40 0.000999 MORE 44 0.000999 MORE 0.000999
159f:a28f 55 0.000999 MORE 60 0.000999 MORE 0.000999
159f:a29f 31 0.000999 MORE 36 0.000999 MORE 0.000999
159f:a30f 22 0.000999 MORE 24 0.000999 MORE 0.000999
159f:a7f 20 0.000999 MORE 21 0.000999 MORE 0.002
159f:a8f 46 0.000999 MORE 51 0.000999 MORE 0.000999
159f:a9f 0 1 NOT 4 0.111 NOT 0.228
159f:ADr1uf 1 0.217 NOT 4 0.0999 NOT 0.18
159f:bm1f 3 0.042 MORE 4 0.0749 NOT 0.0629
159f:bm2f 0 1 NOT 0 1 NOT 0.682
159f:bm4f 1 0.184 NOT 1 0.358 NOT 0.046
159f:bm5f 2 0.0689 NOT 4 0.0779 NOT 0.003
159f:bm6f 12 0.002 MORE 18 0.003 MORE 0.002
159f:bm7f 8 0.005 MORE 12 0.00799 MORE 0.00799
159f:bm8f 6 0.012 MORE 7 0.025 MORE 0.039
159f:ch1f 11 0.002 MORE 18 0.000999 MORE 0.00799
159f:ch4f 0 1 NOT 1 0.37 NOT 0.367
159f:ch5f 4 0.036 MORE 11 0.00899 MORE 0.00899
159f:ch6f 0 1 NOT 0 1 NOT 0.392
159f:l1f 63 0.000999 MORE 65 0.000999 MORE 0.000999
159f:l2f 54 0.000999 MORE 60 0.000999 MORE 0.000999
159f:l3f 37 0.000999 MORE 42 0.000999 MORE 0.000999
159f:l4f 67 0.000999 MORE 74 0.000999 MORE 0.000999
159f:l5f 48 0.000999 MORE 55 0.000999 MORE 0.000999
159f:r10f 0 1 NOT 0 1 NOT 0.588
159f:r4f 0 1 NOT 7 0.032 MORE 0.236
159f:r5f 23 0.000999 MORE 30 0.000999 MORE 0.000999
159f:r8f 16 0.000999 MORE 25 0.000999 MORE 0.004
159f:r9f 3 0.048 MORE 6 0.044 MORE 0.032
163m:169m 67 0.000999 MORE 71 0.000999 MORE 0.000999
163m:175m 101 0.000999 MORE 105 0.000999 MORE 0.000999
163m:181m 86 0.000999 MORE 92 0.000999 MORE 0.000999
163m:187m 97 0.000999 MORE 101 0.000999 MORE 0.000999
163m:4370m 0 1 NOT 1 0.383 NOT 0.324
163m:4373m 0 1 NOT 0 1 NOT 0.491
163m:49m 10 0.000999 MORE 16 0.000999 MORE 0.031
163m:52m 3 0.0599 NOT 4 0.0989 NOT 0.0709
163m:97m 31 0.000999 MORE 33 0.000999 MORE 0.000999
163m:a13m 23 0.000999 MORE 31 0.000999 MORE 0.000999
163m:a1m 11 0.002 MORE 15 0.003 MORE 0.004
163m:a21m 13 0.000999 MORE 16 0.003 MORE 0.012
163m:a22m 8 0.003 MORE 11 0.005 MORE 0.004
163m:a27m 12 0.005 MORE 14 0.013 MORE 0.005
163m:a28m 16 0.00999 MORE 20 0.013 MORE 0.00999
163m:a29m 11 0.000999 MORE 12 0.00699 MORE 0.015
163m:a30m 11 0.002 MORE 19 0.000999 MORE 0.012
163m:a7m 0 1 NOT 0 1 NOT 0.388
163m:a8m 31 0.000999 MORE 34 0.000999 MORE 0.000999
163m:a9m 0 1 NOT 2 0.215 NOT 0.252
163m:ADr1um 1 0.197 NOT 1 0.36 NOT 0.0839
163m:bm1m 3 0.048 MORE 5 0.0519 NOT 0.024
163m:bm2m 0 1 NOT 0 1 NOT 0.543
163m:bm4m 0 1 NOT 1 0.375 NOT 0.298
163m:bm5m 3 0.033 MORE 8 0.011 MORE 0.0749
163m:bm6m 10 0.004 MORE 13 0.005 MORE 0.02
163m:bm7m 3 0.0539 NOT 11 0.00799 MORE 0.0689
163m:bm8m 0 1 NOT 1 0.352 NOT 0.196
163m:ch1m 1 0.218 NOT 3 0.167 NOT 0.13
163m:ch4m 1 0.21 NOT 7 0.034 MORE 0.173
163m:ch5m 0 1 NOT 0 1 NOT 0.581
163m:ch6m 1 0.206 NOT 5 0.0539 NOT 0.144
163m:l1m 56 0.000999 MORE 63 0.000999 MORE 0.000999
163m:l2m 35 0.000999 MORE 46 0.000999 MORE 0.000999
163m:l3m 42 0.000999 MORE 55 0.000999 MORE 0.000999
163m:l4m 49 0.000999 MORE 52 0.000999 MORE 0.000999
163m:l5m 42 0.000999 MORE 47 0.000999 MORE 0.000999
163m:r10m 3 0.0619 NOT 8 0.027 MORE 0.0709
163m:r4m 1 0.214 NOT 3 0.143 NOT 0.0999
163m:r5m 12 0.003 MORE 21 0.003 MORE 0.005
163m:r8m 3 0.0609 NOT 11 0.013 MORE 0.0799
163m:r9m 0 1 NOT 0 1 NOT 0.464
165f:171f 67 0.000999 MORE 73 0.000999 MORE 0.000999
165f:177f 89 0.000999 MORE 94 0.000999 MORE 0.000999
165f:183f 90 0.000999 MORE 93 0.000999 MORE 0.000999
165f:189f 92 0.000999 MORE 95 0.000999 MORE 0.000999
165f:4371f 7 0.004 MORE 9 0.00999 MORE 0.031
165f:4374f 0 1 NOT 2 0.229 NOT 0.3
165f:48f 14 0.000999 MORE 21 0.000999 MORE 0.002
165f:51f 0 1 NOT 3 0.152 NOT 0.238
165f:96f 36 0.000999 MORE 40 0.000999 MORE 0.000999
165f:99f 12 0.002 MORE 17 0.002 MORE 0.003
165f:a13f 28 0.000999 MORE 32 0.000999 MORE 0.000999
165f:a1f 20 0.000999 MORE 25 0.000999 MORE 0.002
165f:a21f 25 0.000999 MORE 27 0.000999 MORE 0.000999
165f:a22f 19 0.000999 MORE 26 0.000999 MORE 0.004
165f:a27f 14 0.003 MORE 21 0.003 MORE 0.000999
165f:a28f 12 0.002 MORE 17 0.002 MORE 0.000999
165f:a29f 31 0.000999 MORE 39 0.000999 MORE 0.000999
165f:a30f 24 0.000999 MORE 34 0.000999 MORE 0.000999
165f:a7f 14 0.000999 MORE 20 0.000999 MORE 0.002
165f:a8f 33 0.000999 MORE 39 0.000999 MORE 0.000999
165f:a9f 0 1 NOT 1 0.363 NOT 0.329
165f:ADr1uf 2 0.0879 NOT 3 0.135 NOT 0.119
165f:bm1f 0 1 NOT 1 0.389 NOT 0.369
165f:bm2f 1 0.204 NOT 6 0.041 MORE 0.148
165f:bm4f 0 1 NOT 0 1 NOT 0.519
165f:bm5f 4 0.026 MORE 9 0.017 MORE 0.0579
165f:bm6f 1 0.209 NOT 1 0.381 NOT 0.189
165f:bm7f 4 0.031 MORE 5 0.0739 NOT 0.000999
165f:bm8f 2 0.0909 NOT 7 0.029 MORE 0.162
165f:ch1f 1 0.204 NOT 2 0.225 NOT 0.134
165f:ch4f 0 1 NOT 0 1 NOT 0.935
165f:ch5f 0 1 NOT 0 1 NOT 0.539
165f:ch6f 0 1 NOT 0 1 NOT 0.489
165f:l1f 57 0.000999 MORE 62 0.000999 MORE 0.000999
165f:l2f 51 0.000999 MORE 59 0.000999 MORE 0.000999
165f:l3f 45 0.000999 MORE 53 0.000999 MORE 0.000999
165f:l4f 55 0.000999 MORE 59 0.000999 MORE 0.000999
165f:l5f 50 0.000999 MORE 54 0.000999 MORE 0.000999
165f:r10f 0 1 NOT 2 0.265 NOT 0.357
165f:r4f 0 1 NOT 1 0.385 NOT 0.281
165f:r5f 7 0.00699 MORE 12 0.00599 MORE 0.000999
165f:r8f 0 1 NOT 0 1 NOT 0.369
165f:r9f 6 0.005 MORE 10 0.00699 MORE 0.024
169m:175m 107 0.000999 MORE 108 0.000999 MORE 0.000999
169m:181m 116 0.000999 MORE 118 0.000999 MORE 0.000999
169m:187m 91 0.000999 MORE 96 0.000999 MORE 0.000999
169m:4370m 1 0.186 NOT 2 0.204 NOT 0.049
169m:4373m 7 0.00599 MORE 9 0.016 MORE 0.0819
169m:49m 2 0.0889 NOT 6 0.042 MORE 0.134
169m:52m 6 0.00899 MORE 8 0.022 MORE 0.015
169m:97m 12 0.000999 MORE 16 0.000999 MORE 0.000999
169m:a13m 25 0.000999 MORE 26 0.002 MORE 0.000999
169m:a1m 6 0.015 MORE 10 0.011 MORE 0.002
169m:a21m 0 1 NOT 6 0.049 MORE 0.256
169m:a22m 19 0.000999 MORE 24 0.000999 MORE 0.000999
169m:a27m 31 0.000999 MORE 39 0.000999 MORE 0.000999
169m:a28m 71 0.000999 MORE 80 0.000999 MORE 0.000999
169m:a29m 10 0.002 MORE 13 0.005 MORE 0.000999
169m:a30m 22 0.000999 MORE 23 0.000999 MORE 0.000999
169m:a7m 0 1 NOT 2 0.24 NOT 0.236
169m:a8m 57 0.000999 MORE 69 0.000999 MORE 0.000999
169m:a9m 17 0.000999 MORE 21 0.002 MORE 0.000999
169m:ADr1um 1 0.205 NOT 4 0.0899 NOT 0.107
169m:bm1m 0 1 NOT 0 1 NOT 0.631
169m:bm2m 0 1 NOT 0 1 NOT 0.468
169m:bm4m 0 1 NOT 1 0.388 NOT 0.388
169m:bm5m 27 0.000999 MORE 30 0.000999 MORE 0.002
169m:bm6m 2 0.0989 NOT 6 0.04 MORE 0.0949
169m:bm7m 0 1 NOT 2 0.209 NOT 0.223
169m:bm8m 3 0.047 MORE 7 0.028 MORE 0.0979
169m:ch1m 2 0.0879 NOT 4 0.0789 NOT 0.0589
169m:ch4m 7 0.00699 MORE 14 0.003 MORE 0.046
169m:ch5m 0 1 NOT 0 1 NOT 0.391
169m:ch6m 0 1 NOT 5 0.0509 NOT 0.18
169m:l1m 59 0.000999 MORE 66 0.000999 MORE 0.000999
169m:l2m 27 0.000999 MORE 33 0.000999 MORE 0.000999
169m:l3m 38 0.000999 MORE 43 0.000999 MORE 0.000999
169m:l4m 58 0.000999 MORE 61 0.000999 MORE 0.000999
169m:l5m 38 0.000999 MORE 43 0.000999 MORE 0.000999
169m:r10m 2 0.0999 NOT 2 0.228 NOT 0.118
169m:r4m 4 0.022 MORE 6 0.038 MORE 0.033
169m:r5m 49 0.000999 MORE 53 0.000999 MORE 0.000999
169m:r8m 4 0.04 MORE 15 0.003 MORE 0.0549
169m:r9m 0 1 NOT 0 1 NOT 0.442
171f:177f 108 0.000999 MORE 109 0.000999 MORE 0.000999
171f:183f 116 0.000999 MORE 118 0.000999 MORE 0.000999
171f:189f 103 0.000999 MORE 105 0.000999 MORE 0.000999
171f:4371f 1 0.216 NOT 3 0.139 NOT 0.0909
171f:4374f 0 1 NOT 1 0.389 NOT 0.378
171f:48f 20 0.000999 MORE 25 0.000999 MORE 0.000999
171f:51f 23 0.000999 MORE 33 0.000999 MORE 0.000999
171f:96f 2 0.0829 NOT 3 0.13 NOT 0.0759
171f:99f 3 0.0519 NOT 9 0.012 MORE 0.106
171f:a13f 23 0.000999 MORE 28 0.000999 MORE 0.000999
171f:a1f 8 0.005 MORE 12 0.005 MORE 0.005
171f:a21f 20 0.000999 MORE 35 0.000999 MORE 0.000999
171f:a22f 49 0.000999 MORE 57 0.000999 MORE 0.000999
171f:a27f 38 0.000999 MORE 42 0.000999 MORE 0.000999
171f:a28f 74 0.000999 MORE 80 0.000999 MORE 0.000999
171f:a29f 24 0.000999 MORE 32 0.000999 MORE 0.000999
171f:a30f 40 0.000999 MORE 45 0.000999 MORE 0.000999
171f:a7f 22 0.000999 MORE 26 0.000999 MORE 0.000999
171f:a8f 53 0.000999 MORE 58 0.000999 MORE 0.000999
171f:a9f 10 0.004 MORE 14 0.004 MORE 0.000999
171f:ADr1uf 0 1 NOT 0 1 NOT 0.781
171f:bm1f 0 1 NOT 1 0.37 NOT 0.297
171f:bm2f 0 1 NOT 1 0.379 NOT 0.259
171f:bm4f 0 1 NOT 0 1 NOT 0.44
171f:bm5f 11 0.000999 MORE 19 0.000999 MORE 0.002
171f:bm6f 7 0.005 MORE 14 0.002 MORE 0.011
171f:bm7f 2 0.111 NOT 5 0.0759 NOT 0.00899
171f:bm8f 2 0.0859 NOT 4 0.0959 NOT 0.0739
171f:ch1f 8 0.00899 MORE 14 0.00599 MORE 0.000999
171f:ch4f 0 1 NOT 0 1 NOT 0.448
171f:ch5f 1 0.216 NOT 2 0.226 NOT 0.189
171f:ch6f 0 1 NOT 1 0.405 NOT 0.369
171f:l1f 73 0.000999 MORE 80 0.000999 MORE 0.000999
171f:l2f 49 0.000999 MORE 54 0.000999 MORE 0.000999
171f:l3f 42 0.000999 MORE 51 0.000999 MORE 0.000999
171f:l4f 76 0.000999 MORE 79 0.000999 MORE 0.000999
171f:l5f 61 0.000999 MORE 71 0.000999 MORE 0.000999
171f:r10f 0 1 NOT 0 1 NOT 0.495
171f:r4f 14 0.000999 MORE 18 0.000999 MORE 0.005
171f:r5f 12 0.002 MORE 14 0.005 MORE 0.000999
171f:r8f 12 0.002 MORE 15 0.004 MORE 0.002
171f:r9f 0 1 NOT 0 1 NOT 0.395
175m:181m 105 0.000999 MORE 108 0.000999 MORE 0.000999
175m:187m 109 0.000999 MORE 109 0.000999 MORE 0.000999
175m:4370m 1 0.2 NOT 1 0.367 NOT 0.0649
175m:4373m 1 0.208 NOT 3 0.129 NOT 0.171
175m:49m 3 0.038 MORE 6 0.034 MORE 0.038
175m:52m 0 1 NOT 2 0.247 NOT 0.226
175m:97m 20 0.000999 MORE 27 0.000999 MORE 0.000999
175m:a13m 36 0.000999 MORE 42 0.000999 MORE 0.000999
175m:a1m 3 0.0549 NOT 5 0.0649 NOT 0.004
175m:a21m 0 1 NOT 0 1 NOT 0.597
175m:a22m 1 0.217 NOT 2 0.228 NOT 0.134
175m:a27m 27 0.000999 MORE 34 0.002 MORE 0.000999
175m:a28m 22 0.002 MORE 33 0.000999 MORE 0.000999
175m:a29m 7 0.00999 MORE 12 0.00599 MORE 0.004
175m:a30m 17 0.000999 MORE 21 0.000999 MORE 0.000999
175m:a7m 5 0.016 MORE 14 0.00599 MORE 0.0889
175m:a8m 35 0.000999 MORE 41 0.000999 MORE 0.000999
175m:a9m 1 0.204 NOT 3 0.14 NOT 0.181
175m:ADr1um 0 1 NOT 0 1 NOT 0.517
175m:bm1m 2 0.101 NOT 3 0.135 NOT 0.00599
175m:bm2m 0 1 NOT 0 1 NOT 0.692
175m:bm4m 1 0.192 NOT 2 0.193 NOT 0.144
175m:bm5m 4 0.026 MORE 4 0.0919 NOT 0.0589
175m:bm6m 5 0.016 MORE 8 0.019 MORE 0.000999
175m:bm7m 5 0.015 MORE 8 0.025 MORE 0.004
175m:bm8m 0 1 NOT 0 1 NOT 0.738
175m:ch1m 0 1 NOT 0 1 NOT 0.667
175m:ch4m 0 1 NOT 1 0.352 NOT 0.221
175m:ch5m 0 1 NOT 0 1 NOT 0.584
175m:ch6m 0 1 NOT 0 1 NOT 0.478
175m:l1m 59 0.000999 MORE 68 0.000999 MORE 0.000999
175m:l2m 45 0.000999 MORE 49 0.000999 MORE 0.000999
175m:l3m 55 0.000999 MORE 59 0.000999 MORE 0.000999
175m:l4m 50 0.000999 MORE 54 0.000999 MORE 0.000999
175m:l5m 27 0.000999 MORE 32 0.000999 MORE 0.000999
175m:r10m 0 1 NOT 0 1 NOT 0.94
175m:r4m 1 0.208 NOT 6 0.043 MORE 0.129
175m:r5m 13 0.000999 MORE 19 0.000999 MORE 0.003
175m:r8m 12 0.002 MORE 24 0.000999 MORE 0.00899
175m:r9m 2 0.103 NOT 3 0.152 NOT 0.0769
177f:183f 113 0.000999 MORE 117 0.000999 MORE 0.000999
177f:189f 118 0.000999 MORE 119 0.000999 MORE 0.000999
177f:4371f 1 0.179 NOT 1 0.366 NOT 0.132
177f:4374f 0 1 NOT 1 0.407 NOT 0.252
177f:48f 3 0.0559 NOT 3 0.152 NOT 0.0869
177f:51f 3 0.0529 NOT 8 0.019 MORE 0.042
177f:96f 21 0.000999 MORE 26 0.000999 MORE 0.000999
177f:99f 4 0.026 MORE 6 0.039 MORE 0.0789
177f:a13f 25 0.000999 MORE 32 0.000999 MORE 0.000999
177f:a1f 1 0.206 NOT 3 0.141 NOT 0.0889
177f:a21f 15 0.000999 MORE 24 0.000999 MORE 0.000999
177f:a22f 25 0.000999 MORE 26 0.000999 MORE 0.000999
177f:a27f 6 0.022 MORE 9 0.038 MORE 0.049
177f:a28f 10 0.002 MORE 13 0.00599 MORE 0.000999
177f:a29f 9 0.000999 MORE 13 0.002 MORE 0.00699
177f:a30f 27 0.000999 MORE 32 0.000999 MORE 0.000999
177f:a7f 0 1 NOT 2 0.204 NOT 0.222
177f:a8f 32 0.000999 MORE 36 0.000999 MORE 0.000999
177f:a9f 2 0.0979 NOT 3 0.139 NOT 0.005
177f:ADr1uf 0 1 NOT 1 0.387 NOT 0.277
177f:bm1f 6 0.015 MORE 9 0.019 MORE 0.05
177f:bm2f 1 0.185 NOT 3 0.136 NOT 0.184
177f:bm4f 0 1 NOT 0 1 NOT 0.438
177f:bm5f 27 0.000999 MORE 34 0.000999 MORE 0.000999
177f:bm6f 1 0.199 NOT 6 0.039 MORE 0.0819
177f:bm7f 1 0.221 NOT 4 0.0989 NOT 0.195
177f:bm8f 0 1 NOT 1 0.38 NOT 0.341
177f:ch1f 1 0.206 NOT 7 0.03 MORE 0.174
177f:ch4f 3 0.0529 NOT 5 0.0589 NOT 0.0559
177f:ch5f 1 0.2 NOT 3 0.131 NOT 0.015
177f:ch6f 0 1 NOT 0 1 NOT 0.41
177f:l1f 64 0.000999 MORE 71 0.000999 MORE 0.000999
177f:l2f 48 0.000999 MORE 53 0.000999 MORE 0.000999
177f:l3f 46 0.000999 MORE 48 0.000999 MORE 0.000999
177f:l4f 59 0.000999 MORE 70 0.000999 MORE 0.000999
177f:l5f 53 0.000999 MORE 56 0.000999 MORE 0.000999
177f:r10f 0 1 NOT 1 0.384 NOT 0.368
177f:r4f 10 0.003 MORE 13 0.004 MORE 0.027
177f:r5f 5 0.026 MORE 7 0.038 MORE 0.0829
177f:r8f 0 1 NOT 0 1 NOT 0.413
177f:r9f 1 0.195 NOT 4 0.0939 NOT 0.134
181m:187m 118 0.000999 MORE 118 0.000999 MORE 0.000999
181m:4370m 0 1 NOT 1 0.364 NOT 0.344
181m:4373m 0 1 NOT 1 0.373 NOT 0.205
181m:49m 0 1 NOT 3 0.131 NOT 0.212
181m:52m 0 1 NOT 0 1 NOT 0.861
181m:97m 9 0.004 MORE 15 0.003 MORE 0.017
181m:a13m 32 0.000999 MORE 38 0.000999 MORE 0.000999
181m:a1m 0 1 NOT 4 0.108 NOT 0.251
181m:a21m 0 1 NOT 0 1 NOT 0.446
181m:a22m 5 0.021 MORE 7 0.031 MORE 0.025
181m:a27m 19 0.003 MORE 32 0.002 MORE 0.000999
181m:a28m 63 0.000999 MORE 72 0.000999 MORE 0.000999
181m:a29m 16 0.000999 MORE 22 0.000999 MORE 0.000999
181m:a30m 22 0.000999 MORE 26 0.000999 MORE 0.000999
181m:a7m 4 0.023 MORE 5 0.0539 NOT 0.014
181m:a8m 49 0.000999 MORE 51 0.000999 MORE 0.000999
181m:a9m 6 0.005 MORE 10 0.00599 MORE 0.016
181m:ADr1um 0 1 NOT 0 1 NOT 0.589
181m:bm1m 0 1 NOT 0 1 NOT 0.634
181m:bm2m 0 1 NOT 1 0.392 NOT 0.355
