CODE NOM_CON_SNPS NOM_CON_SNPS_EMP_P NOM_VERBOSE MARG_CON_SNPS MARG_CON_SNPS_EMP_P MARG_VERBOSE SMALLEST_CON_P_EMP_P
127f:183f 0 1 NOT 0 1 NOT 0.995
127f:189f 1 0.343 NOT 2 0.422 NOT 0.296
127f:4371f 0 1 NOT 8 0.238 NOT 0.362
127f:4374f 0 1 NOT 1 0.484 NOT 0.364
127f:48f 144 0.000999 MORE 144 0.000999 MORE 0.000999
127f:51f 0 1 NOT 0 1 NOT 0.971
127f:96f 144 0.000999 MORE 144 0.000999 MORE 0.000999
127f:99f 144 0.000999 MORE 144 0.000999 MORE 0.000999
127f:a13f 0 1 NOT 0 1 NOT 0.996
127f:a1f 0 1 NOT 0 1 NOT 0.997
127f:a21f 0 1 NOT 0 1 NOT 0.997
127f:a22f 0 1 NOT 0 1 NOT 0.93
127f:a27f 0 1 NOT 0 1 NOT 0.996
127f:a28f 0 1 NOT 0 1 NOT 0.997
127f:a29f 0 1 NOT 0 1 NOT 0.889
127f:a30f 144 0.000999 MORE 144 0.000999 MORE 0.000999
127f:a7f 123 0.000999 MORE 133 0.000999 MORE 0.011
127f:a8f 0 1 NOT 0 1 NOT 0.98
127f:a9f 0 1 NOT 0 1 NOT 0.949
127f:ADr1uf 15 0.0749 NOT 32 0.0709 NOT 0.168
127f:bm1f 0 1 NOT 1 0.514 NOT 0.508
127f:bm2f 12 0.0979 NOT 21 0.113 NOT 0.016
127f:bm4f 2 0.259 NOT 5 0.283 NOT 0.261
127f:bm5f 0 1 NOT 0 1 NOT 0.744
127f:bm6f 0 1 NOT 0 1 NOT 0.738
127f:bm7f 0 1 NOT 0 1 NOT 0.903
127f:bm8f 1 0.357 NOT 2 0.431 NOT 0.326
127f:ch1f 1 0.339 NOT 2 0.411 NOT 0.219
127f:ch4f 65 0.00899 MORE 91 0.00699 MORE 0.00999
127f:ch5f 0 1 NOT 0 1 NOT 0.556
127f:ch6f 0 1 NOT 0 1 NOT 0.781
127f:l1f 123 0.000999 MORE 126 0.000999 MORE 0.000999
127f:l2f 0 1 NOT 0 1 NOT 0.993
127f:l3f 0 1 NOT 0 1 NOT 0.998
127f:l4f 0 1 NOT 0 1 NOT 0.983
127f:l5f 0 1 NOT 0 1 NOT 0.99
127f:r10f 0 1 NOT 0 1 NOT 0.974
127f:r4f 0 1 NOT 0 1 NOT 0.988
127f:r5f 0 1 NOT 0 1 NOT 0.763
127f:r8f 19 0.0579 NOT 37 0.0559 NOT 0.102
127f:r9f 65 0.004 MORE 80 0.00699 MORE 0.002
136m:144m 144 0.000999 MORE 144 0.000999 MORE 0.000999
136m:151m 37 0.018 MORE 54 0.022 MORE 0.00899
136m:152m 0 1 NOT 0 1 NOT 0.889
136m:157m 144 0.000999 MORE 144 0.000999 MORE 0.000999
136m:163m 144 0.000999 MORE 144 0.000999 MORE 0.000999
136m:169m 144 0.000999 MORE 144 0.000999 MORE 0.000999
136m:175m 144 0.000999 MORE 144 0.000999 MORE 0.000999
136m:181m 144 0.000999 MORE 144 0.000999 MORE 0.000999
136m:187m 0 1 NOT 0 1 NOT 0.8
136m:4370m 105 0.000999 MORE 109 0.000999 MORE 0.000999
136m:4373m 0 1 NOT 0 1 NOT 0.983
136m:49m 0 1 NOT 0 1 NOT 0.995
136m:52m 0 1 NOT 1 0.541 NOT 0.534
136m:97m 144 0.000999 MORE 144 0.000999 MORE 0.000999
136m:a13m 131 0.000999 MORE 141 0.000999 MORE 0.000999
136m:a1m 60 0.005 MORE 87 0.004 MORE 0.026
136m:a21m 0 1 NOT 0 1 NOT 0.996
136m:a22m 144 0.000999 MORE 144 0.000999 MORE 0.000999
136m:a27m 143 0.000999 MORE 143 0.000999 MORE 0.000999
136m:a28m 144 0.805 NOT 144 0.805 NOT 0.805
136m:a29m 143 0.000999 MORE 143 0.000999 MORE 0.000999
136m:a30m 0 1 NOT 0 1 NOT 0.995
136m:a7m 0 1 NOT 0 1 NOT 0.699
136m:a8m 144 0.000999 MORE 144 0.000999 MORE 0.000999
136m:a9m 112 0.002 MORE 137 0.000999 MORE 0.000999
136m:ADr1um 0 1 NOT 0 1 NOT 0.999
136m:bm1m 11 0.109 NOT 22 0.104 NOT 0.129
136m:bm2m 0 1 NOT 0 1 NOT 0.909
136m:bm4m 0 1 NOT 0 1 NOT 0.691
136m:bm5m 0 1 NOT 0 1 NOT 0.744
136m:bm6m 0 1 NOT 1 0.522 NOT 0.493
136m:bm7m 0 1 NOT 0 1 NOT 0.853
136m:bm8m 12 0.0829 NOT 27 0.0819 NOT 0.232
136m:ch1m 2 0.268 NOT 3 0.377 NOT 0.169
136m:ch4m 0 1 NOT 0 1 NOT 0.952
136m:ch5m 0 1 NOT 0 1 NOT 0.932
136m:ch6m 0 1 NOT 2 0.418 NOT 0.394
136m:l1m 0 1 NOT 0 1 NOT 0.995
136m:l2m 0 1 NOT 0 1 NOT 0.995
136m:l3m 0 1 NOT 0 1 NOT 0.993
136m:l4m 144 0.000999 MORE 144 0.000999 MORE 0.000999
136m:l5m 44 0.014 MORE 51 0.028 MORE 0.033
136m:r10m 3 0.171 NOT 5 0.245 NOT 0.0839
136m:r4m 11 0.0929 NOT 47 0.037 MORE 0.186
136m:r5m 0 1 NOT 0 1 NOT 0.992
136m:r8m 108 0.002 MORE 120 0.000999 MORE 0.015
136m:r9m 88 0.003 MORE 93 0.005 MORE 0.002
137f:145f 144 0.000999 MORE 144 0.000999 MORE 0.000999
137f:153f 3 0.218 NOT 10 0.177 NOT 0.302
137f:154f 0 1 NOT 0 1 NOT 1
137f:159f 144 0.000999 MORE 144 0.000999 MORE 0.000999
137f:165f 144 0.000999 MORE 144 0.000999 MORE 0.000999
137f:171f 144 0.000999 MORE 144 0.000999 MORE 0.000999
137f:177f 144 0.000999 MORE 144 0.000999 MORE 0.000999
137f:183f 144 0.000999 MORE 144 0.000999 MORE 0.000999
137f:189f 0 1 NOT 0 1 NOT 0.995
137f:4371f 112 0.000999 MORE 120 0.000999 MORE 0.000999
137f:4374f 0 1 NOT 0 1 NOT 0.993
137f:48f 0 1 NOT 0 1 NOT 0.994
137f:51f 113 0.000999 MORE 120 0.000999 MORE 0.000999
137f:96f 144 0.000999 MORE 144 0.000999 MORE 0.000999
137f:99f 2 0.275 NOT 7 0.256 NOT 0.3
137f:a13f 126 0.000999 MORE 132 0.000999 MORE 0.000999
137f:a1f 94 0.002 MORE 99 0.003 MORE 0.005
137f:a21f 0 1 NOT 0 1 NOT 0.998
137f:a22f 144 0.000999 MORE 144 0.000999 MORE 0.000999
137f:a27f 144 0.000999 MORE 144 0.000999 MORE 0.000999
137f:a28f 144 0.000999 MORE 144 0.000999 MORE 0.000999
137f:a29f 144 0.000999 MORE 144 0.000999 MORE 0.000999
137f:a30f 0 1 NOT 0 1 NOT 0.995
137f:a7f 0 1 NOT 0 1 NOT 0.995
137f:a8f 144 0.000999 MORE 144 0.000999 MORE 0.000999
137f:a9f 132 0.000999 MORE 143 0.000999 MORE 0.000999
137f:ADr1uf 0 1 NOT 0 1 NOT 0.87
137f:bm1f 2 0.277 NOT 4 0.338 NOT 0.256
137f:bm2f 0 1 NOT 1 0.536 NOT 0.512
137f:bm4f 19 0.041 MORE 33 0.048 MORE 0.0879
137f:bm5f 0 1 NOT 0 1 NOT 0.978
137f:bm6f 0 1 NOT 0 1 NOT 0.912
137f:bm7f 0 1 NOT 0 1 NOT 0.955
137f:bm8f 1 0.357 NOT 11 0.176 NOT 0.294
137f:ch1f 0 1 NOT 0 1 NOT 0.998
137f:ch4f 0 1 NOT 0 1 NOT 0.582
137f:ch5f 0 1 NOT 0 1 NOT 0.997
137f:ch6f 0 1 NOT 0 1 NOT 0.996
137f:l1f 0 1 NOT 0 1 NOT 0.994
137f:l2f 130 0.000999 MORE 130 0.000999 MORE 0.000999
137f:l3f 0 1 NOT 0 1 NOT 0.587
137f:l4f 144 0.000999 MORE 144 0.000999 MORE 0.000999
137f:l5f 132 0.000999 MORE 132 0.000999 MORE 0.000999
137f:r10f 3 0.206 NOT 5 0.279 NOT 0.171
137f:r4f 88 0.002 MORE 109 0.002 MORE 0.000999
137f:r5f 0 1 NOT 0 1 NOT 0.988
137f:r8f 3 0.212 NOT 21 0.0999 NOT 0.253
137f:r9f 75 0.005 MORE 101 0.003 MORE 0.029
144m:151m 100 0.000999 MORE 107 0.000999 MORE 0.000999
144m:152m 82 0.000999 MORE 90 0.002 MORE 0.000999
144m:157m 144 0.000999 MORE 144 0.000999 MORE 0.000999
144m:163m 0 1 NOT 0 1 NOT 0.995
144m:169m 144 0.000999 MORE 144 0.000999 MORE 0.000999
144m:175m 0 1 NOT 0 1 NOT 0.994
144m:181m 144 0.000999 MORE 144 0.000999 MORE 0.000999
144m:187m 89 0.000999 MORE 94 0.003 MORE 0.004
144m:4370m 114 0.000999 MORE 124 0.000999 MORE 0.000999
144m:4373m 0 1 NOT 0 1 NOT 0.998
144m:49m 0 1 NOT 0 1 NOT 0.999
144m:52m 129 0.000999 MORE 131 0.000999 MORE 0.000999
144m:97m 133 0.000999 MORE 141 0.000999 MORE 0.000999
144m:a13m 144 0.000999 MORE 144 0.000999 MORE 0.000999
144m:a1m 111 0.000999 MORE 135 0.000999 MORE 0.000999
144m:a21m 17 0.0949 NOT 34 0.0909 NOT 0.046
144m:a22m 144 0.000999 MORE 144 0.000999 MORE 0.000999
144m:a27m 143 0.000999 MORE 143 0.000999 MORE 0.000999
144m:a28m 144 0.000999 MORE 144 0.000999 MORE 0.000999
144m:a29m 144 0.000999 MORE 144 0.000999 MORE 0.000999
144m:a30m 0 1 NOT 0 1 NOT 0.994
144m:a7m 0 1 NOT 0 1 NOT 0.986
144m:a8m 144 0.000999 MORE 144 0.000999 MORE 0.000999
144m:a9m 144 0.000999 MORE 144 0.000999 MORE 0.000999
144m:ADr1um 0 1 NOT 0 1 NOT 0.571
144m:bm1m 0 1 NOT 0 1 NOT 0.541
144m:bm2m 0 1 NOT 0 1 NOT 0.711
144m:bm4m 7 0.146 NOT 18 0.128 NOT 0.162
144m:bm5m 28 0.035 MORE 64 0.015 MORE 0.0859
144m:bm6m 14 0.0839 NOT 26 0.0939 NOT 0.025
144m:bm7m 14 0.0699 NOT 21 0.0989 NOT 0.022
144m:bm8m 0 1 NOT 0 1 NOT 0.822
144m:ch1m 0 1 NOT 0 1 NOT 0.996
144m:ch4m 0 1 NOT 0 1 NOT 0.65
144m:ch5m 0 1 NOT 0 1 NOT 0.957
144m:ch6m 0 1 NOT 0 1 NOT 0.868
144m:l1m 0 1 NOT 0 1 NOT 0.992
144m:l2m 0 1 NOT 0 1 NOT 0.994
144m:l3m 0 1 NOT 0 1 NOT 0.992
144m:l4m 144 0.000999 MORE 144 0.000999 MORE 0.000999
144m:l5m 131 0.000999 MORE 131 0.000999 MORE 0.000999
144m:r10m 0 1 NOT 6 0.412 NOT 0.538
144m:r4m 132 0.000999 MORE 140 0.000999 MORE 0.000999
144m:r5m 0 1 NOT 0 1 NOT 0.996
144m:r8m 144 0.000999 MORE 144 0.000999 MORE 0.000999
144m:r9m 61 0.00899 MORE 84 0.00699 MORE 0.017
145f:153f 87 0.002 MORE 94 0.003 MORE 0.000999
145f:154f 0 1 NOT 0 1 NOT 0.996
145f:159f 144 0.000999 MORE 144 0.000999 MORE 0.000999
145f:165f 97 0.000999 MORE 117 0.000999 MORE 0.000999
145f:171f 144 0.000999 MORE 144 0.000999 MORE 0.000999
145f:177f 110 0.000999 MORE 113 0.002 MORE 0.000999
145f:183f 144 0.000999 MORE 144 0.000999 MORE 0.000999
145f:189f 72 0.004 MORE 80 0.00799 MORE 0.013
145f:4371f 140 0.000999 MORE 140 0.000999 MORE 0.000999
145f:4374f 0 1 NOT 0 1 NOT 1
145f:48f 0 1 NOT 0 1 NOT 0.993
145f:51f 132 0.000999 MORE 133 0.000999 MORE 0.000999
145f:96f 122 0.000999 MORE 126 0.000999 MORE 0.000999
145f:99f 0 1 NOT 0 1 NOT 0.996
145f:a13f 144 0.000999 MORE 144 0.000999 MORE 0.000999
145f:a1f 143 0.000999 MORE 143 0.000999 MORE 0.000999
145f:a21f 27 0.033 MORE 48 0.037 MORE 0.021
145f:a22f 144 0.000999 MORE 144 0.000999 MORE 0.000999
145f:a27f 144 0.000999 MORE 144 0.000999 MORE 0.000999
145f:a28f 144 0.000999 MORE 144 0.000999 MORE 0.000999
145f:a29f 144 0.000999 MORE 144 0.000999 MORE 0.000999
145f:a30f 0 1 NOT 0 1 NOT 0.994
145f:a7f 0 1 NOT 0 1 NOT 0.998
145f:a8f 144 0.000999 MORE 144 0.000999 MORE 0.000999
145f:a9f 144 0.000999 MORE 144 0.000999 MORE 0.000999
145f:ADr1uf 0 1 NOT 1 0.539 NOT 0.499
145f:bm1f 2 0.261 NOT 11 0.185 NOT 0.344
145f:bm2f 0 1 NOT 0 1 NOT 0.729
145f:bm4f 15 0.0589 NOT 34 0.0519 NOT 0.0869
145f:bm5f 0 1 NOT 0 1 NOT 0.849
145f:bm6f 0 1 NOT 0 1 NOT 0.689
145f:bm7f 0 1 NOT 0 1 NOT 0.616
145f:bm8f 0 1 NOT 0 1 NOT 0.983
145f:ch1f 0 1 NOT 0 1 NOT 0.999
145f:ch4f 0 1 NOT 0 1 NOT 0.923
145f:ch5f 0 1 NOT 0 1 NOT 0.999
145f:ch6f 0 1 NOT 0 1 NOT 0.998
145f:l1f 0 1 NOT 0 1 NOT 0.99
145f:l2f 144 0.000999 MORE 144 0.000999 MORE 0.000999
145f:l3f 109 0.002 MORE 116 0.002 MORE 0.000999
145f:l4f 144 0.000999 MORE 144 0.000999 MORE 0.000999
145f:l5f 144 0.000999 MORE 144 0.000999 MORE 0.000999
145f:r10f 123 0.000999 MORE 133 0.000999 MORE 0.000999
145f:r4f 141 0.000999 MORE 142 0.000999 MORE 0.000999
145f:r5f 0 1 NOT 0 1 NOT 0.999
145f:r8f 11 0.101 NOT 49 0.028 MORE 0.226
145f:r9f 20 0.0569 NOT 35 0.0569 NOT 0.004
151m:152m 144 0.000999 MORE 144 0.000999 MORE 0.000999
151m:157m 0 1 NOT 0 1 NOT 0.998
151m:163m 0 1 NOT 0 1 NOT 0.991
151m:169m 144 0.000999 MORE 144 0.000999 MORE 0.000999
151m:175m 144 0.000999 MORE 144 0.000999 MORE 0.000999
151m:181m 144 0.000999 MORE 144 0.000999 MORE 0.000999
151m:187m 144 0.000999 MORE 144 0.000999 MORE 0.000999
151m:4370m 0 1 NOT 0 1 NOT 0.928
151m:4373m 46 0.011 MORE 74 0.00999 MORE 0.04
151m:49m 0 1 NOT 0 1 NOT 0.995
151m:52m 0 1 NOT 9 0.223 NOT 0.352
151m:97m 0 1 NOT 0 1 NOT 0.809
151m:a13m 133 0.000999 MORE 138 0.000999 MORE 0.000999
151m:a1m 76 0.003 MORE 97 0.002 MORE 0.014
151m:a21m 102 0.000999 MORE 118 0.000999 MORE 0.000999
151m:a22m 46 0.015 MORE 87 0.00599 MORE 0.00599
151m:a27m 117 0.211 NOT 129 0.211 NOT 0.211
151m:a28m 140 0.995 NOT 141 0.995 NOT 0.995
151m:a29m 131 0.000999 MORE 133 0.000999 MORE 0.000999
151m:a30m 0 1 NOT 0 1 NOT 0.995
151m:a8m 141 0.000999 MORE 144 0.000999 MORE 0.000999
151m:a9m 137 0.000999 MORE 139 0.000999 MORE 0.000999
151m:ADr1um 0 1 NOT 0 1 NOT 0.971
151m:bm1m 0 1 NOT 0 1 NOT 0.866
151m:bm2m 0 1 NOT 0 1 NOT 0.907
151m:bm4m 1 0.363 NOT 2 0.447 NOT 0.34
151m:bm5m 0 1 NOT 0 1 NOT 0.762
151m:bm6m 0 1 NOT 0 1 NOT 0.875
151m:bm7m 0 1 NOT 0 1 NOT 0.986
151m:bm8m 1 0.344 NOT 1 0.53 NOT 0.277
151m:ch1m 0 1 NOT 0 1 NOT 0.77
151m:ch4m 0 1 NOT 0 1 NOT 0.955
151m:ch5m 0 1 NOT 0 1 NOT 0.665
151m:ch6m 0 1 NOT 0 1 NOT 0.577
151m:l1m 0 1 NOT 0 1 NOT 0.988
151m:l2m 116 0.000999 MORE 121 0.000999 MORE 0.000999
151m:l3m 121 0.000999 MORE 127 0.000999 MORE 0.000999
151m:l4m 144 0.000999 MORE 144 0.000999 MORE 0.000999
151m:l5m 143 0.000999 MORE 144 0.000999 MORE 0.000999
151m:r10m 87 0.002 MORE 100 0.000999 MORE 0.002
151m:r4m 21 0.038 MORE 33 0.0569 NOT 0.0629
151m:r5m 118 0.000999 MORE 126 0.000999 MORE 0.000999
151m:r8m 0 1 NOT 7 0.273 NOT 0.381
151m:r9m 0 1 NOT 2 0.411 NOT 0.412
152m:157m 0 1 NOT 0 1 NOT 0.993
152m:163m 0 1 NOT 0 1 NOT 0.992
152m:169m 144 0.000999 MORE 144 0.000999 MORE 0.000999
152m:175m 144 0.000999 MORE 144 0.000999 MORE 0.000999
152m:181m 144 0.000999 MORE 144 0.000999 MORE 0.000999
152m:187m 144 0.000999 MORE 144 0.000999 MORE 0.000999
152m:4370m 0 1 NOT 0 1 NOT 0.754
152m:4373m 0 1 NOT 0 1 NOT 0.708
152m:49m 0 1 NOT 0 1 NOT 0.995
152m:52m 0 1 NOT 0 1 NOT 0.823
152m:97m 0 1 NOT 0 1 NOT 0.595
152m:a13m 132 0.000999 MORE 134 0.000999 MORE 0.000999
152m:a1m 3 0.203 NOT 7 0.236 NOT 0.154
152m:a21m 91 0.002 MORE 101 0.002 MORE 0.000999
152m:a22m 20 0.047 MORE 33 0.0699 NOT 0.0939
152m:a27m 86 0.901 NOT 92 0.901 NOT 0.901
152m:a28m 143 0.921 NOT 143 0.921 NOT 0.921
152m:a29m 33 0.023 MORE 54 0.026 MORE 0.027
152m:a30m 0 1 NOT 0 1 NOT 0.997
152m:a7m 2 0.268 NOT 4 0.338 NOT 0.328
152m:a8m 144 0.000999 MORE 144 0.000999 MORE 0.000999
152m:a9m 91 0.000999 MORE 103 0.002 MORE 0.000999
152m:ADr1um 0 1 NOT 0 1 NOT 0.598
152m:bm1m 0 1 NOT 0 1 NOT 0.904
152m:bm2m 57 0.00899 MORE 87 0.00599 MORE 0.000999
152m:bm4m 2 0.262 NOT 5 0.288 NOT 0.217
152m:bm5m 0 1 NOT 2 0.444 NOT 0.448
152m:bm6m 0 1 NOT 0 1 NOT 0.75
152m:bm7m 0 1 NOT 0 1 NOT 0.852
152m:bm8m 0 1 NOT 1 0.484 NOT 0.48
152m:ch1m 4 0.167 NOT 8 0.207 NOT 0.203
152m:ch4m 0 1 NOT 0 1 NOT 0.649
152m:ch5m 0 1 NOT 0 1 NOT 0.515
152m:ch6m 0 1 NOT 0 1 NOT 0.539
152m:l1m 0 1 NOT 0 1 NOT 0.988
152m:l2m 139 0.000999 MORE 142 0.000999 MORE 0.000999
152m:l3m 142 0.000999 MORE 143 0.000999 MORE 0.000999
152m:l4m 144 0.000999 MORE 144 0.000999 MORE 0.000999
152m:l5m 144 0.000999 MORE 144 0.000999 MORE 0.000999
152m:r10m 65 0.004 MORE 87 0.003 MORE 0.00999
152m:r4m 5 0.15 NOT 9 0.183 NOT 0.0819
152m:r5m 37 0.022 MORE 61 0.025 MORE 0.03
152m:r8m 2 0.254 NOT 2 0.412 NOT 0.156
152m:r9m 0 1 NOT 0 1 NOT 0.785
153f:154f 144 0.000999 MORE 144 0.000999 MORE 0.000999
153f:159f 0 1 NOT 0 1 NOT 0.994
153f:165f 0 1 NOT 0 1 NOT 0.997
153f:171f 144 0.000999 MORE 144 0.000999 MORE 0.000999
153f:177f 144 0.000999 MORE 144 0.000999 MORE 0.000999
153f:183f 144 0.000999 MORE 144 0.000999 MORE 0.000999
153f:189f 144 0.000999 MORE 144 0.000999 MORE 0.000999
153f:4371f 0 1 NOT 0 1 NOT 0.586
153f:4374f 0 1 NOT 0 1 NOT 0.984
153f:48f 0 1 NOT 0 1 NOT 0.997
153f:51f 3 0.223 NOT 10 0.198 NOT 0.275
153f:96f 0 1 NOT 0 1 NOT 0.756
153f:99f 1 0.318 NOT 1 0.502 NOT 0.307
153f:a13f 135 0.000999 MORE 140 0.000999 MORE 0.000999
153f:a1f 22 0.037 MORE 47 0.027 MORE 0.0529
153f:a21f 21 0.0549 NOT 50 0.036 MORE 0.185
153f:a22f 134 0.000999 MORE 137 0.000999 MORE 0.000999
153f:a27f 139 0.362 NOT 142 0.362 NOT 0.362
153f:a28f 144 0.000999 MORE 144 0.000999 MORE 0.000999
153f:a29f 127 0.000999 MORE 134 0.000999 MORE 0.000999
153f:a30f 0 1 NOT 0 1 NOT 0.996
153f:a7f 0 1 NOT 0 1 NOT 0.659
153f:a8f 144 0.000999 MORE 144 0.000999 MORE 0.000999
153f:a9f 101 0.000999 MORE 116 0.000999 MORE 0.005
153f:ADr1uf 0 1 NOT 0 1 NOT 0.708
153f:bm1f 0 1 NOT 0 1 NOT 0.901
153f:bm2f 0 1 NOT 0 1 NOT 0.557
153f:bm4f 0 1 NOT 0 1 NOT 0.982
153f:bm5f 0 1 NOT 0 1 NOT 0.548
153f:bm6f 0 1 NOT 0 1 NOT 0.597
153f:bm7f 0 1 NOT 0 1 NOT 0.939
153f:bm8f 0 1 NOT 0 1 NOT 0.953
153f:ch1f 0 1 NOT 0 1 NOT 0.916
153f:ch4f 0 1 NOT 0 1 NOT 0.513
153f:ch5f 13 0.0759 NOT 35 0.045 MORE 0.2
153f:ch6f 0 1 NOT 0 1 NOT 0.756
