CODE NOM_CON_SNPS NOM_CON_SNPS_EMP_P NOM_VERBOSE MARG_CON_SNPS MARG_CON_SNPS_EMP_P MARG_VERBOSE SMALLEST_CON_P_EMP_P
183f:ch1f 0 1 NOT 0 1 NOT 0.863
183f:ch4f 1 0.334 NOT 9 0.207 NOT 0.277
183f:ch5f 0 1 NOT 3 0.358 NOT 0.415
183f:ch6f 0 1 NOT 0 1 NOT 0.699
183f:l1f 0 1 NOT 0 1 NOT 0.984
183f:l2f 144 0.000999 MORE 144 0.000999 MORE 0.000999
183f:l3f 144 0.000999 MORE 144 0.000999 MORE 0.000999
183f:l4f 144 0.000999 MORE 144 0.000999 MORE 0.000999
183f:l5f 144 0.000999 MORE 144 0.000999 MORE 0.000999
183f:r10f 118 0.000999 MORE 121 0.000999 MORE 0.002
183f:r4f 139 0.000999 MORE 141 0.000999 MORE 0.000999
183f:r5f 0 1 NOT 0 1 NOT 0.985
183f:r8f 49 0.012 MORE 65 0.016 MORE 0.041
183f:r9f 19 0.048 MORE 49 0.025 MORE 0.033
187m:4370m 0 1 NOT 0 1 NOT 0.744
187m:4373m 0 1 NOT 1 0.528 NOT 0.449
187m:49m 0 1 NOT 0 1 NOT 0.999
187m:97m 0 1 NOT 0 1 NOT 1
187m:a13m 142 0.000999 MORE 143 0.000999 MORE 0.000999
187m:a1m 35 0.021 MORE 72 0.013 MORE 0.0609
187m:a21m 142 0.000999 MORE 144 0.000999 MORE 0.000999
187m:a22m 57 0.014 MORE 92 0.00599 MORE 0.013
187m:a27m 134 0.000999 MORE 138 0.000999 MORE 0.000999
187m:a28m 143 0.488 NOT 144 0.488 NOT 0.488
187m:a29m 132 0.000999 MORE 139 0.000999 MORE 0.000999
187m:a30m 0 1 NOT 0 1 NOT 0.994
187m:a7m 0 1 NOT 3 0.377 NOT 0.385
187m:a8m 144 0.000999 MORE 144 0.000999 MORE 0.000999
187m:a9m 130 0.000999 MORE 134 0.000999 MORE 0.000999
187m:ADr1um 0 1 NOT 1 0.539 NOT 0.513
187m:bm1m 0 1 NOT 0 1 NOT 0.989
187m:bm2m 0 1 NOT 3 0.352 NOT 0.399
187m:bm4m 5 0.176 NOT 21 0.0929 NOT 0.25
187m:bm5m 0 1 NOT 1 0.527 NOT 0.514
187m:bm6m 0 1 NOT 0 1 NOT 0.988
187m:bm7m 0 1 NOT 0 1 NOT 0.983
187m:bm8m 0 1 NOT 0 1 NOT 0.75
187m:ch1m 0 1 NOT 0 1 NOT 0.714
187m:ch4m 0 1 NOT 0 1 NOT 0.958
187m:ch5m 0 1 NOT 0 1 NOT 0.636
187m:ch6m 0 1 NOT 0 1 NOT 0.578
187m:l1m 0 1 NOT 0 1 NOT 0.99
187m:l2m 130 0.000999 MORE 133 0.000999 MORE 0.000999
187m:l3m 135 0.000999 MORE 138 0.000999 MORE 0.000999
187m:l4m 144 0.000999 MORE 144 0.000999 MORE 0.000999
187m:l5m 135 0.000999 MORE 137 0.000999 MORE 0.000999
187m:r10m 96 0.002 MORE 108 0.002 MORE 0.000999
187m:r4m 53 0.00999 MORE 64 0.016 MORE 0.003
187m:r5m 122 0.000999 MORE 125 0.000999 MORE 0.000999
187m:r8m 31 0.037 MORE 48 0.042 MORE 0.032
187m:r9m 0 1 NOT 0 1 NOT 0.554
189f:4371f 0 1 NOT 0 1 NOT 0.888
189f:4374f 0 1 NOT 0 1 NOT 0.996
189f:48f 0 1 NOT 0 1 NOT 0.996
189f:51f 22 0.0509 NOT 55 0.029 MORE 0.101
189f:96f 0 1 NOT 0 1 NOT 0.986
189f:99f 3 0.239 NOT 6 0.293 NOT 0.211
189f:a13f 135 0.000999 MORE 138 0.000999 MORE 0.000999
189f:a1f 90 0.000999 MORE 105 0.002 MORE 0.004
189f:a21f 103 0.000999 MORE 114 0.000999 MORE 0.000999
189f:a22f 143 0.000999 MORE 143 0.000999 MORE 0.000999
189f:a27f 143 0.000999 MORE 143 0.000999 MORE 0.000999
189f:a28f 144 0.000999 MORE 144 0.000999 MORE 0.000999
189f:a29f 132 0.000999 MORE 133 0.000999 MORE 0.000999
189f:a30f 0 1 NOT 0 1 NOT 0.994
189f:a7f 1 0.333 NOT 4 0.308 NOT 0.332
189f:a8f 144 0.000999 MORE 144 0.000999 MORE 0.000999
189f:a9f 80 0.004 MORE 109 0.002 MORE 0.021
189f:ADr1uf 0 1 NOT 0 1 NOT 0.913
189f:bm1f 0 1 NOT 0 1 NOT 0.995
189f:bm2f 16 0.0579 NOT 30 0.0609 NOT 0.0589
189f:bm4f 0 1 NOT 2 0.417 NOT 0.453
189f:bm5f 0 1 NOT 3 0.373 NOT 0.403
189f:bm6f 6 0.139 NOT 9 0.2 NOT 0.121
189f:bm7f 0 1 NOT 3 0.358 NOT 0.426
189f:bm8f 0 1 NOT 0 1 NOT 0.577
189f:ch1f 0 1 NOT 0 1 NOT 0.949
189f:ch4f 0 1 NOT 1 0.513 NOT 0.471
189f:ch5f 0 1 NOT 0 1 NOT 0.92
189f:ch6f 0 1 NOT 0 1 NOT 0.542
189f:l1f 0 1 NOT 0 1 NOT 0.988
189f:l2f 144 0.000999 MORE 144 0.000999 MORE 0.000999
189f:l3f 144 0.000999 MORE 144 0.000999 MORE 0.000999
189f:l4f 144 0.000999 MORE 144 0.000999 MORE 0.000999
189f:l5f 144 0.000999 MORE 144 0.000999 MORE 0.000999
189f:r10f 68 0.005 MORE 93 0.002 MORE 0.00899
189f:r4f 17 0.0539 NOT 35 0.048 MORE 0.042
189f:r5f 0 1 NOT 0 1 NOT 0.796
189f:r8f 5 0.158 NOT 9 0.193 NOT 0.205
189f:r9f 8 0.125 NOT 14 0.156 NOT 0.028
4370m:4373m 0 1 NOT 0 1 NOT 0.993
4370m:49m 0 1 NOT 0 1 NOT 0.539
4370m:52m 0 1 NOT 0 1 NOT 0.849
4370m:97m 0 1 NOT 0 1 NOT 0.932
4370m:a13m 1 0.33 NOT 1 0.507 NOT 0.247
4370m:a1m 0 1 NOT 0 1 NOT 0.951
4370m:a21m 0 1 NOT 0 1 NOT 0.98
4370m:a22m 0 1 NOT 0 1 NOT 0.989
4370m:a27m 0 1 NOT 0 1 NOT 0.719
4370m:a28m 0 1 NOT 2 0.393 NOT 0.343
4370m:a29m 0 1 NOT 0 1 NOT 0.484
4370m:a30m 58 0.011 MORE 76 0.012 MORE 0.039
4370m:a7m 0 1 NOT 0 1 NOT 0.972
4370m:a8m 0 1 NOT 0 1 NOT 0.992
4370m:a9m 0 1 NOT 0 1 NOT 0.509
4370m:ADr1um 0 1 NOT 0 1 NOT 0.604
4370m:bm1m 3 0.233 NOT 11 0.202 NOT 0.281
4370m:bm2m 29 0.021 MORE 45 0.027 MORE 0.039
4370m:bm4m 0 1 NOT 0 1 NOT 0.612
4370m:bm5m 0 1 NOT 0 1 NOT 0.993
4370m:bm6m 0 1 NOT 0 1 NOT 0.581
4370m:bm7m 1 0.35 NOT 1 0.496 NOT 0.343
4370m:bm8m 0 1 NOT 0 1 NOT 0.881
4370m:ch1m 26 0.034 MORE 42 0.045 MORE 0.0799
4370m:ch4m 0 1 NOT 0 1 NOT 0.627
4370m:ch5m 0 1 NOT 0 1 NOT 0.69
4370m:ch6m 13 0.0809 NOT 36 0.0639 NOT 0.114
4370m:l1m 0 1 NOT 0 1 NOT 0.991
4370m:l2m 21 0.0559 NOT 55 0.035 MORE 0.0709
4370m:l3m 66 0.004 MORE 92 0.003 MORE 0.012
4370m:l4m 133 0.000999 MORE 136 0.000999 MORE 0.000999
4370m:l5m 51 0.00999 MORE 76 0.00999 MORE 0.034
4370m:r10m 0 1 NOT 0 1 NOT 0.554
4370m:r4m 0 1 NOT 1 0.487 NOT 0.42
4370m:r5m 0 1 NOT 0 1 NOT 0.872
4370m:r8m 0 1 NOT 0 1 NOT 0.942
4370m:r9m 0 1 NOT 0 1 NOT 0.715
4371f:4374f 0 1 NOT 0 1 NOT 0.993
4371f:48f 0 1 NOT 3 0.373 NOT 0.412
4371f:51f 4 0.188 NOT 6 0.274 NOT 0.246
4371f:96f 0 1 NOT 0 1 NOT 0.541
4371f:99f 27 0.023 MORE 47 0.026 MORE 0.0949
4371f:a13f 11 0.0949 NOT 21 0.0959 NOT 0.115
4371f:a1f 0 1 NOT 0 1 NOT 0.559
4371f:a21f 1 0.334 NOT 6 0.275 NOT 0.121
4371f:a22f 0 1 NOT 0 1 NOT 0.936
4371f:a27f 0 1 NOT 0 1 NOT 0.988
4371f:a28f 0 1 NOT 2 0.448 NOT 0.526
4371f:a29f 0 1 NOT 0 1 NOT 0.984
4371f:a30f 0 1 NOT 0 1 NOT 0.571
4371f:a7f 0 1 NOT 0 1 NOT 0.862
4371f:a8f 0 1 NOT 0 1 NOT 0.806
4371f:a9f 4 0.219 NOT 9 0.246 NOT 0.258
4371f:ADr1uf 0 1 NOT 0 1 NOT 0.521
4371f:bm1f 0 1 NOT 0 1 NOT 0.531
4371f:bm2f 1 0.331 NOT 5 0.289 NOT 0.309
4371f:bm4f 3 0.217 NOT 10 0.197 NOT 0.129
4371f:bm5f 5 0.181 NOT 11 0.203 NOT 0.152
4371f:bm6f 2 0.257 NOT 8 0.218 NOT 0.174
4371f:bm7f 0 1 NOT 5 0.296 NOT 0.331
4371f:bm8f 1 0.317 NOT 10 0.198 NOT 0.233
4371f:ch1f 0 1 NOT 6 0.257 NOT 0.332
4371f:ch4f 0 1 NOT 0 1 NOT 0.741
4371f:ch5f 0 1 NOT 0 1 NOT 0.905
4371f:ch6f 4 0.2 NOT 6 0.275 NOT 0.178
4371f:l1f 0 1 NOT 0 1 NOT 0.939
4371f:l2f 55 0.011 MORE 92 0.00599 MORE 0.046
4371f:l3f 77 0.003 MORE 91 0.00699 MORE 0.00899
4371f:l4f 130 0.000999 MORE 137 0.000999 MORE 0.000999
4371f:l5f 54 0.014 MORE 98 0.005 MORE 0.026
4371f:r10f 0 1 NOT 1 0.492 NOT 0.337
4371f:r4f 0 1 NOT 0 1 NOT 0.756
4371f:r5f 0 1 NOT 0 1 NOT 0.898
4371f:r8f 43 0.022 MORE 60 0.026 MORE 0.029
4371f:r9f 0 1 NOT 0 1 NOT 0.714
4373m:49m 0 1 NOT 0 1 NOT 0.705
4373m:52m 0 1 NOT 0 1 NOT 0.904
4373m:97m 0 1 NOT 0 1 NOT 0.803
4373m:a13m 0 1 NOT 0 1 NOT 0.957
4373m:a1m 0 1 NOT 0 1 NOT 0.763
4373m:a21m 0 1 NOT 0 1 NOT 0.988
4373m:a22m 9 0.102 NOT 20 0.103 NOT 0.183
4373m:a27m 0 1 NOT 0 1 NOT 0.715
4373m:a28m 0 1 NOT 0 1 NOT 0.994
4373m:a29m 0 1 NOT 0 1 NOT 0.655
4373m:a30m 0 1 NOT 0 1 NOT 0.658
4373m:a7m 7 0.119 NOT 15 0.138 NOT 0.0909
4373m:a8m 0 1 NOT 0 1 NOT 0.967
4373m:a9m 0 1 NOT 0 1 NOT 0.993
4373m:ADr1um 0 1 NOT 1 0.498 NOT 0.381
4373m:bm1m 4 0.195 NOT 10 0.204 NOT 0.237
4373m:bm2m 0 1 NOT 0 1 NOT 0.522
4373m:bm4m 1 0.297 NOT 6 0.232 NOT 0.294
4373m:bm5m 0 1 NOT 0 1 NOT 0.67
4373m:bm6m 0 1 NOT 0 1 NOT 0.483
4373m:bm7m 0 1 NOT 0 1 NOT 0.625
4373m:bm8m 0 1 NOT 0 1 NOT 0.565
4373m:ch1m 0 1 NOT 3 0.341 NOT 0.361
4373m:ch4m 6 0.163 NOT 17 0.13 NOT 0.256
4373m:ch5m 0 1 NOT 3 0.361 NOT 0.39
4373m:ch6m 62 0.005 MORE 78 0.00599 MORE 0.041
4373m:l1m 126 0.000999 MORE 141 0.000999 MORE 0.004
4373m:l2m 0 1 NOT 0 1 NOT 0.891
4373m:l3m 0 1 NOT 0 1 NOT 0.861
4373m:l4m 0 1 NOT 0 1 NOT 0.984
4373m:l5m 0 1 NOT 0 1 NOT 0.992
4373m:r10m 0 1 NOT 0 1 NOT 0.862
4373m:r4m 0 1 NOT 0 1 NOT 0.499
4373m:r5m 0 1 NOT 0 1 NOT 0.928
4373m:r8m 0 1 NOT 0 1 NOT 0.985
4373m:r9m 0 1 NOT 0 1 NOT 0.994
4374f:48f 5 0.167 NOT 7 0.247 NOT 0.0959
4374f:51f 0 1 NOT 1 0.514 NOT 0.506
4374f:96f 8 0.116 NOT 10 0.188 NOT 0.18
4374f:99f 4 0.184 NOT 14 0.146 NOT 0.109
4374f:a13f 1 0.314 NOT 3 0.349 NOT 0.291
4374f:a1f 3 0.21 NOT 7 0.24 NOT 0.115
4374f:a21f 5 0.142 NOT 10 0.173 NOT 0.0639
4374f:a22f 0 1 NOT 0 1 NOT 0.983
4374f:a27f 3 0.214 NOT 4 0.319 NOT 0.279
4374f:a28f 0 1 NOT 0 1 NOT 0.997
4374f:a29f 1 0.333 NOT 6 0.265 NOT 0.248
4374f:a30f 0 1 NOT 0 1 NOT 0.952
4374f:a7f 11 0.0889 NOT 38 0.046 MORE 0.21
4374f:a8f 0 1 NOT 0 1 NOT 0.548
4374f:a9f 0 1 NOT 3 0.304 NOT 0.328
4374f:ADr1uf 0 1 NOT 0 1 NOT 0.836
4374f:bm1f 4 0.192 NOT 8 0.23 NOT 0.192
4374f:bm2f 0 1 NOT 0 1 NOT 0.631
4374f:bm4f 0 1 NOT 4 0.333 NOT 0.466
4374f:bm5f 29 0.036 MORE 51 0.032 MORE 0.00999
4374f:bm6f 4 0.162 NOT 11 0.168 NOT 0.155
4374f:bm7f 1 0.313 NOT 10 0.176 NOT 0.22
4374f:bm8f 0 1 NOT 0 1 NOT 0.865
4374f:ch1f 0 1 NOT 0 1 NOT 0.507
4374f:ch4f 0 1 NOT 1 0.498 NOT 0.457
4374f:ch5f 0 1 NOT 2 0.406 NOT 0.433
4374f:ch6f 0 1 NOT 0 1 NOT 0.924
4374f:l1f 28 0.045 MORE 50 0.043 MORE 0.0839
4374f:l2f 0 1 NOT 0 1 NOT 0.992
4374f:l3f 0 1 NOT 0 1 NOT 0.957
4374f:l4f 0 1 NOT 0 1 NOT 0.978
4374f:l5f 0 1 NOT 0 1 NOT 0.99
4374f:r10f 4 0.188 NOT 8 0.227 NOT 0.188
4374f:r4f 0 1 NOT 1 0.502 NOT 0.478
4374f:r5f 1 0.294 NOT 3 0.331 NOT 0.293
4374f:r8f 0 1 NOT 0 1 NOT 0.836
4374f:r9f 2 0.27 NOT 10 0.211 NOT 0.308
48f:51f 0 1 NOT 0 1 NOT 0.99
48f:96f 105 0.002 MORE 111 0.002 MORE 0.002
48f:99f 35 0.028 MORE 57 0.021 MORE 0.005
48f:a13f 0 1 NOT 0 1 NOT 0.998
48f:a1f 0 1 NOT 0 1 NOT 0.992
48f:a21f 0 1 NOT 0 1 NOT 0.991
48f:a22f 0 1 NOT 0 1 NOT 0.992
48f:a27f 0 1 NOT 0 1 NOT 1
48f:a28f 0 1 NOT 0 1 NOT 0.995
48f:a29f 0 1 NOT 0 1 NOT 0.994
48f:a30f 144 0.000999 MORE 144 0.000999 MORE 0.000999
48f:a7f 26 0.048 MORE 48 0.036 MORE 0.027
48f:a8f 0 1 NOT 0 1 NOT 0.987
48f:a9f 0 1 NOT 0 1 NOT 0.994
48f:ADr1uf 122 0.000999 MORE 138 0.000999 MORE 0.002
48f:bm1f 0 1 NOT 0 1 NOT 0.628
48f:bm2f 0 1 NOT 0 1 NOT 0.966
48f:bm4f 0 1 NOT 0 1 NOT 0.766
48f:bm5f 12 0.0829 NOT 14 0.148 NOT 0.12
48f:bm6f 0 1 NOT 0 1 NOT 0.804
48f:bm7f 0 1 NOT 0 1 NOT 0.588
48f:bm8f 0 1 NOT 0 1 NOT 0.95
48f:ch1f 143 0.000999 MORE 144 0.000999 MORE 0.000999
48f:ch4f 120 0.000999 MORE 126 0.000999 MORE 0.000999
48f:ch5f 136 0.000999 MORE 140 0.000999 MORE 0.000999
48f:ch6f 129 0.000999 MORE 131 0.000999 MORE 0.000999
48f:l1f 144 0.000999 MORE 144 0.000999 MORE 0.000999
48f:l2f 0 1 NOT 0 1 NOT 0.992
48f:l3f 0 1 NOT 0 1 NOT 0.992
48f:l4f 0 1 NOT 0 1 NOT 0.983
48f:l5f 0 1 NOT 0 1 NOT 0.991
48f:r10f 0 1 NOT 0 1 NOT 0.998
48f:r4f 0 1 NOT 0 1 NOT 0.993
48f:r5f 0 1 NOT 0 1 NOT 0.877
48f:r8f 0 1 NOT 0 1 NOT 0.981
48f:r9f 0 1 NOT 0 1 NOT 0.868
49m:52m 0 1 NOT 0 1 NOT 0.994
49m:97m 112 0.000999 MORE 115 0.000999 MORE 0.000999
49m:a13m 0 1 NOT 0 1 NOT 0.993
49m:a1m 0 1 NOT 0 1 NOT 0.977
49m:a21m 10 0.0859 NOT 19 0.0959 NOT 0.18
49m:a22m 0 1 NOT 0 1 NOT 0.926
49m:a27m 0 1 NOT 0 1 NOT 1
49m:a28m 0 1 NOT 0 1 NOT 1
49m:a29m 0 1 NOT 0 1 NOT 0.995
49m:a30m 144 0.000999 MORE 144 0.000999 MORE 0.000999
49m:a7m 0 1 NOT 0 1 NOT 0.818
49m:a8m 0 1 NOT 0 1 NOT 0.996
49m:a9m 0 1 NOT 0 1 NOT 0.994
49m:ADr1um 50 0.014 MORE 67 0.018 MORE 0.035
49m:bm1m 0 1 NOT 0 1 NOT 0.87
49m:bm2m 1 0.363 NOT 5 0.316 NOT 0.348
49m:bm4m 8 0.135 NOT 19 0.12 NOT 0.0879
49m:bm5m 0 1 NOT 0 1 NOT 0.752
49m:bm6m 0 1 NOT 0 1 NOT 0.671
49m:bm7m 0 1 NOT 4 0.322 NOT 0.381
49m:bm8m 0 1 NOT 0 1 NOT 0.994
49m:ch1m 70 0.00699 MORE 85 0.00699 MORE 0.004
49m:ch4m 84 0.003 MORE 104 0.003 MORE 0.00699
49m:ch5m 24 0.039 MORE 55 0.023 MORE 0.017
49m:ch6m 63 0.00599 MORE 79 0.00899 MORE 0.000999
49m:l1m 143 0.000999 MORE 144 0.000999 MORE 0.000999
49m:l2m 0 1 NOT 0 1 NOT 0.958
49m:l3m 0 1 NOT 0 1 NOT 0.988
49m:l4m 0 1 NOT 0 1 NOT 0.985
49m:l5m 0 1 NOT 0 1 NOT 0.992
49m:r10m 0 1 NOT 0 1 NOT 0.994
49m:r4m 0 1 NOT 0 1 NOT 0.996
49m:r5m 0 1 NOT 0 1 NOT 0.903
49m:r8m 0 1 NOT 0 1 NOT 0.995
49m:r9m 7 0.117 NOT 9 0.219 NOT 0.14
51f:96f 0 1 NOT 0 1 NOT 0.997
51f:99f 0 1 NOT 0 1 NOT 0.532
51f:a13f 127 0.000999 MORE 128 0.000999 MORE 0.000999
51f:a1f 114 0.000999 MORE 128 0.000999 MORE 0.000999
51f:a21f 80 0.00599 MORE 90 0.00799 MORE 0.002
51f:a22f 67 0.005 MORE 107 0.002 MORE 0.002
51f:a27f 6 0.857 NOT 18 0.847 NOT 0.859
51f:a28f 0 1 NOT 0 1 NOT 0.942
51f:a29f 144 0.000999 MORE 144 0.000999 MORE 0.000999
51f:a30f 0 1 NOT 0 1 NOT 0.995
51f:a7f 0 1 NOT 0 1 NOT 0.965
51f:a8f 105 0.000999 MORE 112 0.003 MORE 0.00899
51f:a9f 73 0.000999 MORE 93 0.000999 MORE 0.002
51f:ADr1uf 5 0.174 NOT 15 0.148 NOT 0.142
51f:bm1f 0 1 NOT 1 0.533 NOT 0.484
51f:bm2f 0 1 NOT 0 1 NOT 0.65
51f:bm4f 0 1 NOT 0 1 NOT 0.634
51f:bm5f 7 0.136 NOT 13 0.153 NOT 0.0999
51f:bm6f 5 0.167 NOT 12 0.165 NOT 0.2
51f:bm7f 1 0.333 NOT 3 0.358 NOT 0.282
51f:bm8f 0 1 NOT 2 0.415 NOT 0.479
51f:ch1f 0 1 NOT 0 1 NOT 0.973
51f:ch4f 0 1 NOT 0 1 NOT 0.986
51f:ch5f 1 0.372 NOT 1 0.527 NOT 0.334
51f:ch6f 0 1 NOT 0 1 NOT 0.936
51f:l1f 0 1 NOT 0 1 NOT 0.989
51f:l2f 46 0.015 MORE 68 0.017 MORE 0.026
51f:l3f 0 1 NOT 0 1 NOT 0.79
51f:l4f 143 0.000999 MORE 143 0.000999 MORE 0.000999
51f:l5f 108 0.000999 MORE 125 0.000999 MORE 0.002
51f:r10f 6 0.15 NOT 8 0.223 NOT 0.107
51f:r4f 131 0.000999 MORE 132 0.000999 MORE 0.000999
51f:r5f 3 0.152 NOT 7 0.166 NOT 0.0979
51f:r8f 19 0.0609 NOT 33 0.0729 NOT 0.039
51f:r9f 2 0.258 NOT 9 0.212 NOT 0.285
52m:97m 4 0.2 NOT 9 0.21 NOT 0.241
52m:a13m 123 0.000999 MORE 127 0.000999 MORE 0.000999
52m:a1m 115 0.000999 MORE 124 0.000999 MORE 0.000999
52m:a21m 0 1 NOT 0 1 NOT 0.973
52m:a22m 142 0.000999 MORE 144 0.000999 MORE 0.000999
52m:a27m 0 1 NOT 0 1 NOT 0.995
52m:a28m 4 0.989 NOT 6 0.991 NOT 0.99
52m:a29m 143 0.000999 MORE 143 0.000999 MORE 0.000999
52m:a30m 0 1 NOT 0 1 NOT 0.996
52m:a7m 71 0.00799 MORE 80 0.00999 MORE 0.025
52m:a8m 80 0.000999 MORE 104 0.000999 MORE 0.00599
52m:a9m 143 0.000999 MORE 144 0.000999 MORE 0.000999
52m:ADr1um 2 0.277 NOT 3 0.391 NOT 0.208
52m:bm1m 0 1 NOT 0 1 NOT 0.629
52m:bm2m 1 0.338 NOT 4 0.331 NOT 0.3
52m:bm4m 86 0.004 MORE 95 0.005 MORE 0.014
52m:bm5m 0 1 NOT 0 1 NOT 0.93
52m:bm6m 5 0.155 NOT 29 0.0649 NOT 0.256
52m:bm7m 0 1 NOT 1 0.507 NOT 0.403
52m:bm8m 1 0.33 NOT 4 0.3 NOT 0.261
52m:ch1m 0 1 NOT 3 0.359 NOT 0.443
52m:ch4m 0 1 NOT 0 1 NOT 0.809
52m:ch5m 0 1 NOT 0 1 NOT 0.864
52m:ch6m 0 1 NOT 0 1 NOT 0.941
52m:l1m 0 1 NOT 0 1 NOT 0.992
52m:l2m 11 0.0869 NOT 15 0.125 NOT 0.011
52m:l3m 8 0.124 NOT 10 0.208 NOT 0.021
52m:l4m 124 0.000999 MORE 131 0.000999 MORE 0.000999
52m:l5m 62 0.003 MORE 77 0.00799 MORE 0.003
52m:r10m 1 0.284 NOT 1 0.46 NOT 0.274
52m:r4m 114 0.002 MORE 121 0.002 MORE 0.002
52m:r5m 3 0.207 NOT 9 0.205 NOT 0.251
52m:r8m 144 0.000999 MORE 144 0.000999 MORE 0.000999
52m:r9m 2 0.271 NOT 10 0.201 NOT 0.251
96f:99f 0 1 NOT 0 1 NOT 0.996
96f:a13f 2 0.293 NOT 6 0.279 NOT 0.358
96f:a1f 0 1 NOT 0 1 NOT 0.958
96f:a21f 0 1 NOT 0 1 NOT 0.996
96f:a22f 0 1 NOT 0 1 NOT 0.737
96f:a27f 0 1 NOT 0 1 NOT 0.996
96f:a28f 107 0.000999 MORE 111 0.000999 MORE 0.000999
96f:a29f 0 1 NOT 0 1 NOT 0.67
96f:a30f 144 0.000999 MORE 144 0.000999 MORE 0.000999
96f:a7f 0 1 NOT 0 1 NOT 0.655
96f:a8f 7 0.171 NOT 12 0.224 NOT 0.253
96f:a9f 0 1 NOT 0 1 NOT 0.845
96f:ADr1uf 0 1 NOT 0 1 NOT 0.613
96f:bm1f 10 0.0849 NOT 27 0.0589 NOT 0.151
96f:bm2f 0 1 NOT 1 0.51 NOT 0.507
96f:bm4f 14 0.0759 NOT 16 0.118 NOT 0.034
96f:bm5f 0 1 NOT 0 1 NOT 0.995
96f:bm6f 0 1 NOT 0 1 NOT 0.986
96f:bm7f 0 1 NOT 0 1 NOT 0.986
96f:bm8f 0 1 NOT 0 1 NOT 0.668
96f:ch1f 108 0.000999 MORE 119 0.000999 MORE 0.000999
96f:ch4f 46 0.011 MORE 67 0.012 MORE 0.00699
96f:ch5f 0 1 NOT 1 0.548 NOT 0.474
96f:ch6f 66 0.00699 MORE 79 0.011 MORE 0.032
96f:l1f 0 1 NOT 0 1 NOT 0.768
96f:l2f 0 1 NOT 0 1 NOT 0.996
96f:l3f 0 1 NOT 0 1 NOT 0.995
96f:l4f 0 1 NOT 0 1 NOT 0.99
96f:l5f 0 1 NOT 0 1 NOT 0.996
96f:r10f 0 1 NOT 0 1 NOT 0.65
96f:r4f 0 1 NOT 0 1 NOT 0.904
96f:r5f 0 1 NOT 0 1 NOT 0.827
96f:r8f 0 1 NOT 2 0.414 NOT 0.486
96f:r9f 0 1 NOT 0 1 NOT 0.553
97m:a13m 0 1 NOT 0 1 NOT 0.552
97m:a1m 0 1 NOT 0 1 NOT 0.976
97m:a21m 0 1 NOT 0 1 NOT 0.996
97m:a22m 4 0.198 NOT 8 0.233 NOT 0.193
97m:a27m 38 0.998 NOT 69 0.998 NOT 0.998
97m:a28m 109 0.994 NOT 123 0.994 NOT 0.994
97m:a29m 0 1 NOT 0 1 NOT 0.782
97m:a30m 144 0.000999 MORE 144 0.000999 MORE 0.000999
97m:a7m 33 0.035 MORE 55 0.031 MORE 0.014
97m:a8m 57 0.012 MORE 81 0.014 MORE 0.044
97m:a9m 0 1 NOT 0 1 NOT 0.784
97m:ADr1um 0 1 NOT 1 0.538 NOT 0.513
97m:bm1m 1 0.337 NOT 11 0.173 NOT 0.265
97m:bm2m 0 1 NOT 0 1 NOT 0.962
97m:bm4m 16 0.0569 NOT 46 0.029 MORE 0.203
97m:bm5m 0 1 NOT 0 1 NOT 0.996
97m:bm6m 0 1 NOT 0 1 NOT 0.812
97m:bm7m 0 1 NOT 0 1 NOT 0.921
97m:bm8m 4 0.207 NOT 10 0.212 NOT 0.136
97m:ch1m 105 0.000999 MORE 109 0.000999 MORE 0.000999
97m:ch4m 122 0.000999 MORE 124 0.000999 MORE 0.000999
97m:ch5m 121 0.000999 MORE 124 0.002 MORE 0.000999
97m:ch6m 121 0.000999 MORE 133 0.000999 MORE 0.000999
97m:l1m 0 1 NOT 0 1 NOT 0.995
97m:l2m 0 1 NOT 0 1 NOT 0.992
97m:l3m 0 1 NOT 0 1 NOT 0.994
97m:l4m 0 1 NOT 0 1 NOT 0.631
97m:l5m 0 1 NOT 0 1 NOT 0.998
97m:r10m 0 1 NOT 0 1 NOT 0.654
97m:r4m 0 1 NOT 1 0.5 NOT 0.363
97m:r5m 0 1 NOT 0 1 NOT 0.996
97m:r8m 1 0.318 NOT 4 0.314 NOT 0.309
97m:r9m 35 0.021 MORE 53 0.023 MORE 0.015
99f:a13f 0 1 NOT 0 1 NOT 0.996
99f:a1f 0 1 NOT 0 1 NOT 0.953
99f:a21f 0 1 NOT 0 1 NOT 0.995
99f:a22f 0 1 NOT 0 1 NOT 0.597
99f:a27f 0 1 NOT 0 1 NOT 0.991
99f:a28f 0 1 NOT 0 1 NOT 0.995
99f:a29f 0 1 NOT 0 1 NOT 0.743
99f:a30f 0 1 NOT 4 0.314 NOT 0.411
99f:a7f 9 0.109 NOT 11 0.181 NOT 0.0689
99f:a8f 0 1 NOT 0 1 NOT 0.994
99f:a9f 1 0.312 NOT 2 0.397 NOT 0.28
99f:ADr1uf 0 1 NOT 0 1 NOT 0.944
99f:bm1f 0 1 NOT 0 1 NOT 0.576
99f:bm2f 8 0.121 NOT 23 0.0979 NOT 0.173
99f:bm4f 0 1 NOT 0 1 NOT 0.753
99f:bm5f 106 0.000999 MORE 115 0.000999 MORE 0.002
99f:bm6f 9 0.118 NOT 13 0.155 NOT 0.0559
99f:bm7f 2 0.265 NOT 3 0.37 NOT 0.0849
