sid	phenotype	description	variable_type	N	Ncontrol	Ncase	sex
104530_f	104530	Orange intake	ordinal	27958	NA	NA	female
104900_f	104900	Time spent doing vigorous physical activity	ordinal	27958	NA	NA	female
104910_f	104910	Time spent doing moderate physical activity	ordinal	27958	NA	NA	female
104920_f	104920	Time spent doing light physical activity	ordinal	27958	NA	NA	female
41215_0_f	41215_0	Detention categories: Informal, not formally detained	binary	194174	177724	16450	female
41231_1_f	41231_1	Hospital episode type: General episode	binary	194174	60151	134023	female
41248_1000_f	41248_1000	Destinations on discharge from hospital (recoded): Usual Place of residence	binary	194100	65570	128530	female
100460_f	100460	Added milk to standard tea	binary	27958	17851	10107	female
102080_f	102080	Yogurt/ice-cream consumers	binary	27958	15562	12396	female
102130_f	102130	Dessert consumers	binary	27958	18772	9186	female
102700_f	102700	Starchy food consumers	binary	27958	20158	7800	female
102930_f	102930	Egg consumers	binary	27958	22267	5691	female
103140_f	103140	Fish consumer	binary	27958	19443	8515	female
104670_f	104670	Vitamin supplement user	binary	27958	15003	12955	female
110001_f	110001	Invitation to complete online 24-hour recall dietary questionnaire, acceptance	binary	115087	38115	76972	female
136_f	136	Number of operations, self-reported	ordinal	194153	NA	NA	female
137_f	137	Number of treatments/medications taken	ordinal	194153	NA	NA	female
398_f	398	Number of correct matches in round	ordinal	193902	NA	NA	female
403_f	403	Number of times snap-button pressed	ordinal	193427	NA	NA	female
709_f	709	Number in household	ordinal	193057	NA	NA	female
728_f	728	Number of vehicles in household	ordinal	193022	NA	NA	female
738_f	738	Average total household income before tax	ordinal	161256	NA	NA	female
777_f	777	Frequency of travelling from home to job workplace	ordinal	103461	NA	NA	female
806_f	806	Job involves mainly walking or standing	ordinal	105214	NA	NA	female
816_f	816	Job involves heavy manual or physical work	ordinal	105221	NA	NA	female
826_f	826	Job involves shift work	ordinal	105118	NA	NA	female
845_f	845	Age completed full time education	ordinal	131639	NA	NA	female
864_f	864	Number of days/week walked 10+ minutes	ordinal	190593	NA	NA	female
884_f	884	Number of days/week of moderate physical activity 10+ minutes	ordinal	183097	NA	NA	female
894_f	894	Duration of moderate activity	ordinal	140769	NA	NA	female
904_f	904	Number of days/week of vigorous physical activity 10+ minutes	ordinal	183840	NA	NA	female
924_f	924	Usual walking pace	ordinal	193007	NA	NA	female
943_f	943	Frequency of stair climbing in last 4 weeks	ordinal	192228	NA	NA	female
971_f	971	Frequency of walking for pleasure in last 4 weeks	ordinal	142775	NA	NA	female
981_f	981	Duration walking for pleasure	ordinal	142677	NA	NA	female
1011_f	1011	Frequency of light DIY in last 4 weeks	ordinal	97969	NA	NA	female
1021_f	1021	Duration of light DIY	ordinal	97395	NA	NA	female
1031_f	1031	Frequency of friend/family visits	ordinal	193057	NA	NA	female
1050_f	1050	Time spend outdoors in summer	ordinal	173138	NA	NA	female
1060_f	1060	Time spent outdoors in winter	ordinal	146033	NA	NA	female
1070_f	1070	Time spent watching television (TV)	ordinal	182831	NA	NA	female
1080_f	1080	Time spent using computer	ordinal	143553	NA	NA	female
1090_f	1090	Time spent driving	ordinal	123661	NA	NA	female
1100_f	1100	Drive faster than motorway speed limit	ordinal	170009	NA	NA	female
1110_f	1110	Length of mobile phone use	ordinal	191522	NA	NA	female
1120_f	1120	Weekly usage of mobile phone in last 3 months	ordinal	162550	NA	NA	female
1130_f	1130	Hands-free device/speakerphone use with mobile phone in last 3 month	ordinal	163699	NA	NA	female
1140_f	1140	Difference in mobile phone use compared to two years previously	ordinal	161109	NA	NA	female
1160_f	1160	Sleep duration	ordinal	192810	NA	NA	female
1170_f	1170	Getting up in morning	ordinal	193717	NA	NA	female
1180_f	1180	Morning/evening person (chronotype)	ordinal	177604	NA	NA	female
1190_f	1190	Nap during day	ordinal	194002	NA	NA	female
1200_f	1200	Sleeplessness / insomnia	ordinal	193987	NA	NA	female
1220_f	1220	Daytime dozing / sleeping (narcolepsy)	ordinal	193472	NA	NA	female
1239_f	1239	Current tobacco smoking	ordinal	193956	NA	NA	female
1249_f	1249	Past tobacco smoking	ordinal	180295	NA	NA	female
1259_f	1259	Smoking/smokers in household	ordinal	180491	NA	NA	female
1269_f	1269	Exposure to tobacco smoke at home	ordinal	176884	NA	NA	female
1279_f	1279	Exposure to tobacco smoke outside home	ordinal	164561	NA	NA	female
1289_f	1289	Cooked vegetable intake	ordinal	189511	NA	NA	female
1299_f	1299	Salad / raw vegetable intake	ordinal	185476	NA	NA	female
1309_f	1309	Fresh fruit intake	ordinal	189137	NA	NA	female
1319_f	1319	Dried fruit intake	ordinal	177090	NA	NA	female
1329_f	1329	Oily fish intake	ordinal	193350	NA	NA	female
1339_f	1339	Non-oily fish intake	ordinal	193492	NA	NA	female
1349_f	1349	Processed meat intake	ordinal	193815	NA	NA	female
1359_f	1359	Poultry intake	ordinal	193828	NA	NA	female
1369_f	1369	Beef intake	ordinal	193478	NA	NA	female
1379_f	1379	Lamb/mutton intake	ordinal	193167	NA	NA	female
1389_f	1389	Pork intake	ordinal	193169	NA	NA	female
1408_f	1408	Cheese intake	ordinal	189335	NA	NA	female
1458_f	1458	Cereal intake	ordinal	185405	NA	NA	female
1478_f	1478	Salt added to food	ordinal	194052	NA	NA	female
1498_f	1498	Coffee intake	ordinal	179723	NA	NA	female
1518_f	1518	Hot drink temperature	ordinal	192064	NA	NA	female
1528_f	1528	Water intake	ordinal	181962	NA	NA	female
1548_f	1548	Variation in diet	ordinal	193481	NA	NA	female
1558_f	1558	Alcohol intake frequency.	ordinal	193933	NA	NA	female
1568_f	1568	Average weekly red wine intake	ordinal	125699	NA	NA	female
1578_f	1578	Average weekly champagne plus white wine intake	ordinal	125588	NA	NA	female
1588_f	1588	Average weekly beer plus cider intake	ordinal	125842	NA	NA	female
1598_f	1598	Average weekly spirits intake	ordinal	125454	NA	NA	female
1608_f	1608	Average weekly fortified wine intake	ordinal	125895	NA	NA	female
1628_f	1628	Alcohol intake versus 10 years previously	ordinal	177195	NA	NA	female
1687_f	1687	Comparative body size at age 10	ordinal	191344	NA	NA	female
1697_f	1697	Comparative height size at age 10	ordinal	190776	NA	NA	female
1717_f	1717	Skin colour	ordinal	192151	NA	NA	female
1727_f	1727	Ease of skin tanning	ordinal	189637	NA	NA	female
1737_f	1737	Childhood sunburn occasions	ordinal	147280	NA	NA	female
1757_f	1757	Facial ageing	ordinal	177280	NA	NA	female
1873_f	1873	Number of full brothers	ordinal	191144	NA	NA	female
1883_f	1883	Number of full sisters	ordinal	191161	NA	NA	female
2050_f	2050	Frequency of depressed mood in last 2 weeks	ordinal	185244	NA	NA	female
2060_f	2060	Frequency of unenthusiasm / disinterest in last 2 weeks	ordinal	187724	NA	NA	female
2070_f	2070	Frequency of tenseness / restlessness in last 2 weeks	ordinal	186430	NA	NA	female
2080_f	2080	Frequency of tiredness / lethargy in last 2 weeks	ordinal	188176	NA	NA	female
2110_f	2110	Able to confide	ordinal	189010	NA	NA	female
2149_f	2149	Lifetime number of sexual partners	ordinal	160093	NA	NA	female
2178_f	2178	Overall health rating	ordinal	193397	NA	NA	female
2237_f	2237	Plays computer games	ordinal	193989	NA	NA	female
2267_f	2267	Use of sun/uv protection	ordinal	192695	NA	NA	female
2277_f	2277	Frequency of solarium/sunlamp use	ordinal	182669	NA	NA	female
2296_f	2296	Falls in the last year	ordinal	193754	NA	NA	female
2306_f	2306	Weight change compared with 1 year ago	ordinal	191038	NA	NA	female
2355_f	2355	Most recent bowel cancer screening	ordinal	41163	NA	NA	female
2624_f	2624	Frequency of heavy DIY in last 4 weeks	ordinal	59161	NA	NA	female
2634_f	2634	Duration of heavy DIY	ordinal	59310	NA	NA	female
2887_f	2887	Number of cigarettes previously smoked daily	ordinal	39743	NA	NA	female
2926_f	2926	Number of unsuccessful stop-smoking attempts	ordinal	36632	NA	NA	female
2936_f	2936	Likelihood of resuming smoking	ordinal	39121	NA	NA	female
3637_f	3637	Frequency of other exercises in last 4 weeks	ordinal	95441	NA	NA	female
3647_f	3647	Duration of other exercises	ordinal	95516	NA	NA	female
4269_f	4269	Number of triplets attempted (left)	ordinal	63184	NA	NA	female
4270_f	4270	Volume level set by participant (left)	ordinal	62607	NA	NA	female
4276_f	4276	Number of triplets attempted (right)	ordinal	63197	NA	NA	female
4277_f	4277	Volume level set by participant (right)	ordinal	62560	NA	NA	female
4526_f	4526	Happiness	ordinal	63983	NA	NA	female
4537_f	4537	Work/job satisfaction	ordinal	43352	NA	NA	female
4548_f	4548	Health satisfaction	ordinal	63968	NA	NA	female
4559_f	4559	Family relationship satisfaction	ordinal	63716	NA	NA	female
4570_f	4570	Friendships satisfaction	ordinal	63715	NA	NA	female
4581_f	4581	Financial situation satisfaction	ordinal	63897	NA	NA	female
4674_f	4674	Private healthcare	ordinal	63883	NA	NA	female
4825_f	4825	Noisy workplace	ordinal	63811	NA	NA	female
4836_f	4836	Loud music exposure frequency	ordinal	63515	NA	NA	female
5057_f	5057	Number of older siblings	ordinal	55626	NA	NA	female
5221_f	5221	Index of best refractometry result (right)	ordinal	41577	NA	NA	female
5237_f	5237	3mm index of best keratometry results (right)	ordinal	40236	NA	NA	female
5251_f	5251	6mm index of best keratometry results (right)	ordinal	36428	NA	NA	female
5276_f	5276	Index of best refractometry result (left)	ordinal	41444	NA	NA	female
5292_f	5292	3mm index of best keratometry results (left)	ordinal	40300	NA	NA	female
5306_f	5306	6mm index of best keratometry results (left)	ordinal	36286	NA	NA	female
5364_f	5364	Average weekly intake of other alcoholic drinks	ordinal	41367	NA	NA	female
670_1_f	670_1	Type of accommodation lived in: A house or bungalow	binary	193588	16591	176997	female
670_2_f	670_2	Type of accommodation lived in: A flat, maisonette or apartment	binary	193588	177652	15936	female
680_1_f	680_1	Own or rent accommodation lived in: Own outright (by you or someone in your household)	binary	191729	84946	106783	female
680_2_f	680_2	Own or rent accommodation lived in: Own with a mortgage	binary	191729	122599	69130	female
680_3_f	680_3	Own or rent accommodation lived in: Rent - from local authority, local council, housing association	binary	191729	181957	9772	female
1150_2_f	1150_2	Usual side of head for mobile phone use: Right	binary	163828	68384	95444	female
1150_1_f	1150_1	Usual side of head for mobile phone use: Left	binary	163828	105291	58537	female
1150_3_f	1150_3	Usual side of head for mobile phone use: Equally left and right	binary	163828	153981	9847	female
1210_f	1210	Snoring	binary	178728	128271	50457	female
1418_2_f	1418_2	Milk type used: Semi-skimmed	binary	194026	73709	120317	female
1418_1_f	1418_1	Milk type used: Full cream	binary	194026	185335	8691	female
1418_3_f	1418_3	Milk type used: Skimmed	binary	194026	147398	46628	female
1428_3_f	1428_3	Spread type: Other type of spread/margarine	binary	193750	99327	94423	female
1428_0_f	1428_0	Spread type: Never/rarely use spread	binary	193750	170126	23624	female
1428_1_f	1428_1	Spread type: Butter/spreadable butter	binary	193750	118990	74760	female
1448_3_f	1448_3	Bread type: Wholemeal or wholegrain	binary	184832	67741	117091	female
1448_1_f	1448_1	Bread type: White	binary	184832	146910	37922	female
1448_2_f	1448_2	Bread type: Brown	binary	184832	164645	20187	female
1468_3_f	1468_3	Cereal type: Oat cereal (e.g. Ready Brek, porridge)	binary	162340	114681	47659	female
1468_1_f	1468_1	Cereal type: Bran cereal (e.g. All Bran, Branflakes)	binary	162340	133596	28744	female
1468_2_f	1468_2	Cereal type: Biscuit cereal (e.g. Weetabix)	binary	162340	135464	26876	female
1468_4_f	1468_4	Cereal type: Muesli	binary	162340	129277	33063	female
1468_5_f	1468_5	Cereal type: Other (e.g. Cornflakes, Frosties)	binary	162340	136342	25998	female
1508_2_f	1508_2	Coffee type: Instant coffee	binary	149448	70507	78941	female
1508_1_f	1508_1	Coffee type: Decaffeinated coffee (any type)	binary	149448	114810	34638	female
1508_3_f	1508_3	Coffee type: Ground coffee (include espresso, filter etc)	binary	149448	116501	32947	female
1538_0_f	1538_0	Major dietary changes in the last 5 years: No	binary	193626	78487	115139	female
1538_1_f	1538_1	Major dietary changes in the last 5 years: Yes, because of illness	binary	193626	174682	18944	female
1538_2_f	1538_2	Major dietary changes in the last 5 years: Yes, because of other reasons	binary	193626	134083	59543	female
1618_f	1618	Alcohol usually taken with meals	binary	95822	21955	73867	female
1677_f	1677	Breastfed as a baby	binary	156387	49290	107097	female
1707_1_f	1707_1	Handedness (chirality/laterality): Right-handed	binary	194039	19431	174608	female
1707_2_f	1707_2	Handedness (chirality/laterality): Left-handed	binary	194039	177193	16846	female
1747_3_f	1747_3	Hair colour (natural, before greying): Light brown	binary	193913	111966	81947	female
1747_1_f	1747_1	Hair colour (natural, before greying): Blonde	binary	193913	169194	24719	female
1747_2_f	1747_2	Hair colour (natural, before greying): Red	binary	193913	183736	10177	female
1747_4_f	1747_4	Hair colour (natural, before greying): Dark brown	binary	193913	121460	72453	female
1787_f	1787	Maternal smoking around birth	binary	167814	117727	50087	female
1797_f	1797	Father still alive	binary	189038	144449	44589	female
1835_f	1835	Mother still alive	binary	191053	113816	77237	female
1920_f	1920	Mood swings	binary	189711	100302	89409	female
1930_f	1930	Miserableness	binary	191063	97623	93440	female
1940_f	1940	Irritability	binary	185252	137598	47654	female
1950_f	1950	Sensitivity / hurt feelings	binary	188917	67228	121689	female
1960_f	1960	Fed-up feelings	binary	190162	108874	81288	female
1970_f	1970	Nervous feelings	binary	188370	137224	51146	female
1980_f	1980	Worrier / anxious feelings	binary	189455	67673	121782	female
1990_f	1990	Tense / 'highly strung'	binary	187755	151616	36139	female
2000_f	2000	Worry too long after embarrassment	binary	185729	84812	100917	female
2010_f	2010	Suffer from 'nerves'	binary	186332	147286	39046	female
2020_f	2020	Loneliness, isolation	binary	191014	151794	39220	female
2030_f	2030	Guilty feelings	binary	188864	124114	64750	female
2040_f	2040	Risk taking	binary	186820	151595	35225	female
2090_f	2090	Seen doctor (GP) for nerves, anxiety, tension or depression	binary	192680	112704	79976	female
2100_f	2100	Seen a psychiatrist for nerves, anxiety, tension or depression	binary	193244	169269	23975	female
2188_f	2188	Long-standing illness, disability or infirmity	binary	189271	132697	56574	female
2207_f	2207	Wears glasses or contact lenses	binary	193912	17826	176086	female
2227_f	2227	Other eye problems	binary	193638	165665	27973	female
2247_0_f	2247_0	Hearing difficulty/problems: No	binary	185384	40186	145198	female
2247_1_f	2247_1	Hearing difficulty/problems: Yes	binary	185384	145239	40145	female
2257_f	2257	Hearing difficulty/problems with background noise	binary	190120	127946	62174	female
2316_f	2316	Wheeze or whistling in the chest in last year	binary	190988	153658	37330	female
2335_f	2335	Chest pain or discomfort	binary	192247	165066	27181	female
2345_f	2345	Ever had bowel cancer screening	binary	192103	132712	59391	female
2443_f	2443	Diabetes diagnosed by doctor	binary	193726	187137	6589	female
2453_f	2453	Cancer diagnosed by doctor	binary	193369	175410	17959	female
2463_f	2463	Fractured/broken bones in last 5 years	binary	193291	173049	20242	female
2473_f	2473	Other serious medical condition/disability diagnosed by doctor	binary	190106	151963	38143	female
2492_f	2492	Taking other prescription medications	binary	193645	99095	94550	female
2644_f	2644	Light smokers, at least 100 smokes in lifetime	binary	52800	30938	21862	female
2654_7_f	2654_7	Non-butter spread type details: Polyunsaturated/sunflower oil based spread (eg: Flora)	binary	94329	63187	31142	female
2654_2_f	2654_2	Non-butter spread type details: Flora Pro-Active or Benecol	binary	94329	79656	14673	female
2654_4_f	2654_4	Non-butter spread type details: Soft (tub) margarine	binary	94329	86232	8097	female
2654_6_f	2654_6	Non-butter spread type details: Olive oil based spread (eg: Bertolli)	binary	94329	69726	24603	female
2654_8_f	2654_8	Non-butter spread type details: Other low or reduced fat spread	binary	94329	82850	11479	female
2664_5_f	2664_5	Reason for reducing amount of alcohol drunk: Other reason	binary	63598	27799	35799	female
2664_3_f	2664_3	Reason for reducing amount of alcohol drunk: Health precaution	binary	63598	43131	20467	female
2907_f	2907	Ever stopped smoking for 6+ months	binary	39609	21770	17839	female
3799_f	3799	Headaches for 3+ months	binary	44413	21803	22610	female
4501_f	4501	Non-accidental death in close genetic family	binary	61234	45655	15579	female
4598_f	4598	Ever depressed for a whole week	binary	63054	25307	37747	female
4631_f	4631	Ever unenthusiastic/disinterested for a whole week	binary	61465	35921	25544	female
4653_f	4653	Ever highly irritable/argumentative for 2 days	binary	62711	50901	11810	female
4728_f	4728	Leg pain on walking	binary	63606	49696	13910	female
4803_0_f	4803_0	Tinnitus: No, never	binary	63180	16661	46519	female
4803_13_f	4803_13	Tinnitus: Yes, now some of the time	binary	63180	57878	5302	female
4803_14_f	4803_14	Tinnitus: Yes, but not now, but have in the past	binary	63180	56207	6973	female
4979_f	4979	FI5 : family relationship calculation	binary	61001	29140	31861	female
189_irnt_f	189_irnt	Townsend deprivation index at recruitment	continuous_irnt	193944	NA	NA	female
20016_irnt_f	20016_irnt	Fluid intelligence score	continuous_irnt	62810	NA	NA	female
20127_irnt_f	20127_irnt	Neuroticism score	continuous_irnt	155126	NA	NA	female
24019_irnt_f	24019_irnt	Particulate matter air pollution (pm10); 2007	continuous_irnt	191032	NA	NA	female
30030_irnt_f	30030_irnt	Haematocrit percentage	continuous_irnt	188076	NA	NA	female
30510_irnt_f	30510_irnt	Creatinine (enzymatic) in urine	continuous_irnt	188059	NA	NA	female
K57_m	K57	Diagnoses - main ICD10: K57 Diverticular disease of intestine	categorical	167020	161349	5671	male
M17_m	M17	Diagnoses - main ICD10: M17 Gonarthrosis [arthrosis of knee]	categorical	167020	161351	5669	male
R07_m	R07	Diagnoses - main ICD10: R07 Pain in throat and chest	categorical	167020	154637	12383	male
R10_m	R10	Diagnoses - main ICD10: R10 Abdominal and pelvic pain	categorical	167020	159808	7212	male
I84_m	I84	Diagnoses - main ICD10: I84 Haemorrhoids	categorical	167020	160961	6059	male
H26_m	H26	Diagnoses - main ICD10: H26 Other cataract	categorical	167020	161908	5112	male
K29_m	K29	Diagnoses - main ICD10: K29 Gastritis and duodenitis	categorical	167020	161505	5515	male
M23_m	M23	Diagnoses - main ICD10: M23 Internal derangement of knee	categorical	167020	160196	6824	male
K62_m	K62	Diagnoses - main ICD10: K62 Other diseases of anus and rectum	categorical	167020	160324	6696	male
K11_HERNIA_m	K11_HERNIA	Hernia	categorical	167020	148873	18147	male
XIX_INJURY_POISON_m	XIX_INJURY_POISON	Injury, poisoning and certain other consequences of external causes	categorical	167020	144756	22264	male
XVIII_MISCFINDINGS_m	XVIII_MISCFINDINGS	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	categorical	167020	120799	46221	male
H7_LENS_m	H7_LENS	Disorders of lens	categorical	167020	159359	7661	male
C_OTHER_SKIN_m	C_OTHER_SKIN	Other malignant neoplasms of skin	categorical	167020	159453	7567	male
PULMONARYDG_m	PULMONARYDG	Other pulmonary diagnosis	categorical	167020	153428	13592	male
ILD_DIFF_DG_m	ILD_DIFF_DG	ILD differential diagnosis	categorical	167020	152750	14270	male
XXI_HEALTHFACTORS_m	XXI_HEALTHFACTORS	Factors influencing health status and contact with health services	categorical	167020	144970	22050	male
XII_SKIN_SUBCUTAN_m	XII_SKIN_SUBCUTAN	Diseases of the skin and subcutaneous tissue	categorical	167020	154058	12962	male
KNEE_ARTHROSIS_m	KNEE_ARTHROSIS	Gonarthrosis [arthrosis of knee](FG)	categorical	167020	161201	5819	male
VII_EYE_ADNEXA_m	VII_EYE_ADNEXA	Diseases of the eye and adnexa	categorical	167020	153541	13479	male
II_NEOPLASM_m	II_NEOPLASM	Neoplasms	categorical	167020	137496	29524	male
XIV_GENITOURINARY_m	XIV_GENITOURINARY	Diseases of the genitourinary system	categorical	167020	145045	21975	male
I9_IHD_m	I9_IHD	Ischaemic heart disease, wide definition	categorical	167020	151964	15056	male
X_RESPIRATORY_m	X_RESPIRATORY	Diseases of the respiratory system	categorical	167020	153428	13592	male
C3_SKIN_m	C3_SKIN	Malignant neoplasm of skin	categorical	167020	158589	8431	male
VI_NERVOUS_m	VI_NERVOUS	Diseases of the nervous system	categorical	167020	157639	9381	male
ICDMAIN_ANY_ENTRY_m	ICDMAIN_ANY_ENTRY	Any ICDMAIN event in hilmo or causes of death	categorical	167020	38957	128063	male
C_SKIN_m	C_SKIN	NA	categorical	167020	158589	8431	male
M13_OTHERJOINT_m	M13_OTHERJOINT	#Other joint disorders	categorical	167020	155490	11530	male
IX_CIRCULATORY_m	IX_CIRCULATORY	Diseases of the circulatory system	categorical	167020	132287	34733	male
ASTHMA_MEDICATIO_COMORB_m	ASTHMA_MEDICATIO_COMORB	Medication related adverse effects	categorical	167020	157388	9632	male
XIII_MUSCULOSKELET_m	XIII_MUSCULOSKELET	Diseases of the musculoskeletal system and connective tissue	categorical	167020	132465	34555	male
COPD_EXCL_m	COPD_EXCL	COPD differential diagnosis	categorical	167020	152750	14270	male
PULM_MEDICATIO_COMORB_m	PULM_MEDICATIO_COMORB	Medication related adverse effects (Asthma/COPD)	categorical	167020	156718	10302	male
XI_DIGESTIVE_m	XI_DIGESTIVE	Diseases of the digestive system	categorical	167020	110411	56609	male
M13_ARTHROSIS_m	M13_ARTHROSIS	#Arthrosis	categorical	167020	155885	11135	male
C3_OTHER_SKIN_m	C3_OTHER_SKIN	Other malignant neoplasms of skin	categorical	167020	159453	7567	male
136_m	136	Number of operations, self-reported	ordinal	166988	NA	NA	male
137_m	137	Number of treatments/medications taken	ordinal	166988	NA	NA	male
398_m	398	Number of correct matches in round	ordinal	166784	NA	NA	male
403_m	403	Number of times snap-button pressed	ordinal	166251	NA	NA	male
709_m	709	Number in household	ordinal	165906	NA	NA	male
728_m	728	Number of vehicles in household	ordinal	165732	NA	NA	male
738_m	738	Average total household income before tax	ordinal	149772	NA	NA	male
777_m	777	Frequency of travelling from home to job workplace	ordinal	97806	NA	NA	male
806_m	806	Job involves mainly walking or standing	ordinal	99742	NA	NA	male
816_m	816	Job involves heavy manual or physical work	ordinal	99779	NA	NA	male
826_m	826	Job involves shift work	ordinal	99665	NA	NA	male
845_m	845	Age completed full time education	ordinal	108908	NA	NA	male
864_m	864	Number of days/week walked 10+ minutes	ordinal	164437	NA	NA	male
884_m	884	Number of days/week of moderate physical activity 10+ minutes	ordinal	160846	NA	NA	male
894_m	894	Duration of moderate activity	ordinal	128057	NA	NA	male
904_m	904	Number of days/week of vigorous physical activity 10+ minutes	ordinal	160244	NA	NA	male
924_m	924	Usual walking pace	ordinal	165967	NA	NA	male
943_m	943	Frequency of stair climbing in last 4 weeks	ordinal	165492	NA	NA	male
971_m	971	Frequency of walking for pleasure in last 4 weeks	ordinal	114703	NA	NA	male
981_m	981	Duration walking for pleasure	ordinal	114653	NA	NA	male
1011_m	1011	Frequency of light DIY in last 4 weeks	ordinal	82525	NA	NA	male
1021_m	1021	Duration of light DIY	ordinal	82153	NA	NA	male
1031_m	1031	Frequency of friend/family visits	ordinal	165764	NA	NA	male
1050_m	1050	Time spend outdoors in summer	ordinal	154579	NA	NA	male
1060_m	1060	Time spent outdoors in winter	ordinal	138856	NA	NA	male
1070_m	1070	Time spent watching television (TV)	ordinal	159028	NA	NA	male
1080_m	1080	Time spent using computer	ordinal	137197	NA	NA	male
1090_m	1090	Time spent driving	ordinal	117696	NA	NA	male
1100_m	1100	Drive faster than motorway speed limit	ordinal	157183	NA	NA	male
1110_m	1110	Length of mobile phone use	ordinal	165096	NA	NA	male
1120_m	1120	Weekly usage of mobile phone in last 3 months	ordinal	138607	NA	NA	male
1130_m	1130	Hands-free device/speakerphone use with mobile phone in last 3 month	ordinal	139034	NA	NA	male
1140_m	1140	Difference in mobile phone use compared to two years previously	ordinal	137130	NA	NA	male
1160_m	1160	Sleep duration	ordinal	166210	NA	NA	male
1170_m	1170	Getting up in morning	ordinal	166514	NA	NA	male
1180_m	1180	Morning/evening person (chronotype)	ordinal	144884	NA	NA	male
1190_m	1190	Nap during day	ordinal	166853	NA	NA	male
1200_m	1200	Sleeplessness / insomnia	ordinal	166751	NA	NA	male
1220_m	1220	Daytime dozing / sleeping (narcolepsy)	ordinal	166280	NA	NA	male
1239_m	1239	Current tobacco smoking	ordinal	166841	NA	NA	male
1249_m	1249	Past tobacco smoking	ordinal	151846	NA	NA	male
1259_m	1259	Smoking/smokers in household	ordinal	152082	NA	NA	male
1269_m	1269	Exposure to tobacco smoke at home	ordinal	149792	NA	NA	male
1279_m	1279	Exposure to tobacco smoke outside home	ordinal	141630	NA	NA	male
1289_m	1289	Cooked vegetable intake	ordinal	160893	NA	NA	male
1299_m	1299	Salad / raw vegetable intake	ordinal	154125	NA	NA	male
1309_m	1309	Fresh fruit intake	ordinal	159147	NA	NA	male
1319_m	1319	Dried fruit intake	ordinal	152044	NA	NA	male
1329_m	1329	Oily fish intake	ordinal	165990	NA	NA	male
1339_m	1339	Non-oily fish intake	ordinal	166190	NA	NA	male
1349_m	1349	Processed meat intake	ordinal	166653	NA	NA	male
1359_m	1359	Poultry intake	ordinal	166562	NA	NA	male
1369_m	1369	Beef intake	ordinal	166306	NA	NA	male
1379_m	1379	Lamb/mutton intake	ordinal	165835	NA	NA	male
1389_m	1389	Pork intake	ordinal	165946	NA	NA	male
1408_m	1408	Cheese intake	ordinal	163123	NA	NA	male
1458_m	1458	Cereal intake	ordinal	159614	NA	NA	male
1478_m	1478	Salt added to food	ordinal	166902	NA	NA	male
1498_m	1498	Coffee intake	ordinal	154936	NA	NA	male
1518_m	1518	Hot drink temperature	ordinal	165192	NA	NA	male
1528_m	1528	Water intake	ordinal	151401	NA	NA	male
1548_m	1548	Variation in diet	ordinal	166271	NA	NA	male
1558_m	1558	Alcohol intake frequency.	ordinal	166793	NA	NA	male
1568_m	1568	Average weekly red wine intake	ordinal	132074	NA	NA	male
1578_m	1578	Average weekly champagne plus white wine intake	ordinal	132035	NA	NA	male
1588_m	1588	Average weekly beer plus cider intake	ordinal	132414	NA	NA	male
1598_m	1598	Average weekly spirits intake	ordinal	131972	NA	NA	male
1608_m	1608	Average weekly fortified wine intake	ordinal	132296	NA	NA	male
1628_m	1628	Alcohol intake versus 10 years previously	ordinal	157794	NA	NA	male
1687_m	1687	Comparative body size at age 10	ordinal	163652	NA	NA	male
1697_m	1697	Comparative height size at age 10	ordinal	164555	NA	NA	male
1717_m	1717	Skin colour	ordinal	164379	NA	NA	male
1727_m	1727	Ease of skin tanning	ordinal	164060	NA	NA	male
1737_m	1737	Childhood sunburn occasions	ordinal	122454	NA	NA	male
1757_m	1757	Facial ageing	ordinal	153129	NA	NA	male
1873_m	1873	Number of full brothers	ordinal	164182	NA	NA	male
1883_m	1883	Number of full sisters	ordinal	164229	NA	NA	male
2050_m	2050	Frequency of depressed mood in last 2 weeks	ordinal	160713	NA	NA	male
2060_m	2060	Frequency of unenthusiasm / disinterest in last 2 weeks	ordinal	161907	NA	NA	male
2070_m	2070	Frequency of tenseness / restlessness in last 2 weeks	ordinal	161535	NA	NA	male
2080_m	2080	Frequency of tiredness / lethargy in last 2 weeks	ordinal	162404	NA	NA	male
2110_m	2110	Able to confide	ordinal	161608	NA	NA	male
2149_m	2149	Lifetime number of sexual partners	ordinal	136516	NA	NA	male
2178_m	2178	Overall health rating	ordinal	166284	NA	NA	male
2237_m	2237	Plays computer games	ordinal	166828	NA	NA	male
2267_m	2267	Use of sun/uv protection	ordinal	165864	NA	NA	male
2277_m	2277	Frequency of solarium/sunlamp use	ordinal	157974	NA	NA	male
2296_m	2296	Falls in the last year	ordinal	166590	NA	NA	male
2306_m	2306	Weight change compared with 1 year ago	ordinal	164091	NA	NA	male
2355_m	2355	Most recent bowel cancer screening	ordinal	40245	NA	NA	male
2624_m	2624	Frequency of heavy DIY in last 4 weeks	ordinal	86029	NA	NA	male
2634_m	2634	Duration of heavy DIY	ordinal	86063	NA	NA	male
2887_m	2887	Number of cigarettes previously smoked daily	ordinal	44713	NA	NA	male
2926_m	2926	Number of unsuccessful stop-smoking attempts	ordinal	44394	NA	NA	male
