id	PMID	Year	File	Website	Consortium	Domain	ChapterLevel	SubchapterLevel	Trait	uniqTrait	Population	Ncase	Ncontrol	N	Genome	Nsnps	Nhits	SNPh2	SNPh2_se	SNPh2_z	SNPh2_l	SNPh2_l_se	LambdaGC	Chi2	Intercept	Note	DateAdded	DateLastModified	sex
152	26426971	2015	http://portals.broadinstitute.org/collaboration/giant/images/6/60/WHRADJ.MEN.LE50.publicrelease.txt.gz	http://www.broadinstitute.org/collaboration/giant	GIANT	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Weight Maintenance Functions	Waist-hip ratio (male <= 50 yrs, adjusted for BMI)	Waist-hip ratio	EUR	NA	NA	21989		2365220	1	0.1282	0.0207	6.193236715	NA	NA	1.0466	1.0315	0.9656	Discover phase.	7/4/2017	7/4/2017	male
4212	31070104	2019	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/JiaQ_31070104_GCST007838/JiaQ_31070104_glycine_MALE.txt	https://www.ebi.ac.uk/gwas/downloads/summary-statistics		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	General Metabolic Functions	Glycine level (male)	Glycine	EUR	NA	NA	19112	hg19	7462527	16	0.1449	0.0416	3.4832	NA	NA	1.0345	1.0602	1.0055		8/14/2019	11/8/2019	male
4213	31070104	2019	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/JiaQ_31070104_GCST007837/JiaQ_31070104_glycine_FEMALE.txt	https://www.ebi.ac.uk/gwas/downloads/summary-statistics		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	General Metabolic Functions	Glycine level (female)	Glycine	EUR	NA	NA	11006	hg19	7941382	8	0.1706	0.0769	2.2185	NA	NA	1.0046	1.0341	0.9987		8/14/2019	11/8/2019	female
3958	28979981	2017	http://broadabc.ctglab.nl/documents/p12/BroadABC_METALoutput__Males.tbl	https://ctg.cncr.nl/		Psychiatric	Mental and Behavioural Disorders	Conduct Disorder	Antisocial behavior (male)	Antisocial behavior	EUR	NA	NA	8535	hg19	7350313	1	0.0242	0.0605	0.4	NA	NA	1.0105	1.0075	1.0037		10/18/2018	2/11/2019	male
3959	28979981	2017	http://broadabc.ctglab.nl/documents/p12/BroadABC_METALoutput_Females.tbl	https://ctg.cncr.nl/		Psychiatric	Mental and Behavioural Disorders	Conduct Disorder	Antisocial behavior (female)	Antisocial behavior	EUR	NA	NA	7772	hg19	7376667	2	0.048	0.0562	0.854092527	NA	NA	1.0046	1.0048	0.9963		10/18/2018	2/11/2019	female
97	23449627	2013	http://egg-consortium.org/downloads/Pubertal_growth_12M.txt.gz	http://egg-consortium.org	EGG	Skeletal	Structures Related to Movement	Height	Height SDS (male at age 12)	Height SDS	EUR	NA	NA	6986	hg18	2500114	1	0.3965	0.0827	4.794437727	NA	NA	1.0255	1.0313	0.9761	The number of risk loci reported in the original study is 10 (from all phenotypes from the study).	7/5/2017	7/5/2017	male
96	23449627	2013	http://egg-consortium.org/downloads/Pubertal_growth_10F.txt.gz	http://egg-consortium.org	EGG	Skeletal	Structures Related to Movement	Height	Height SDS (female at age 10)	Height SDS	EUR	NA	NA	6974	hg18	2393405	0	0.57	0.0736	7.744565217	NA	NA	1.0315	1.0365	0.958	The number of risk loci reported in the original study is 10 (from all phenotypes from the study).	7/5/2017	7/5/2017	female
105	24770850	2014	http://egg-consortium.org/downloads/EGG_TANNER_females.v2.txt.gz	http://egg-consortium.org	EGG	Reproduction	Genitourinary and Reproductive Functions	Structures Related to the Genitourinary and Reproductive Systems, Other Specified	Tanner scale (female)	Tanner scale	EUR	NA	NA	6147	hg18	2182982	0	0.0888	0.0778	1.141388175	NA	NA	0.9957	0.9979	0.987		7/5/2017	7/5/2017	female
99	23449627	2013	http://egg-consortium.org/downloads/Pubertal_growth_PGF.txt.gz	http://egg-consortium.org	EGG	Skeletal	Structures Related to Movement	Height	Pubertal growth (female)	Pubertal growth	EUR	NA	NA	5756	hg18	2390616	1	0.3705	0.0931	3.979591837	NA	NA	1.0195	1.0267	0.9839	Height change from age 8 to adult. The number of risk loci reported in the original study is 10 (from all phenotypes from the study).	7/5/2017	7/5/2017	female
100	23449627	2013	http://egg-consortium.org/downloads/Pubertal_growth_PGM.txt.gz	http://egg-consortium.org	EGG	Skeletal	Structures Related to Movement	Height	Pubertal growth (male)	Pubertal growth	EUR	NA	NA	5043	hg18	2391497	0	0.389	0.0988	3.937246964	NA	NA	1.0105	1.0205	0.9815	Height change from age 8 to adult. The number of risk loci reported in the original study is 10 (from all phenotypes from the study).	7/5/2017	7/5/2017	male
102	23449627	2013	http://egg-consortium.org/downloads/Pubertal_growth_PTF.txt.gz	http://egg-consortium.org	EGG	Skeletal	Structures Related to Movement	Height	Late pubertal growth (female)	Late pubertal growth	EUR	NA	NA	4946	hg18	2400702	0	NA	NA	NA	NA	NA	NA	NA	NA	Height change from age 14 to adult. The number of risk loci reported in the original study is 10 (from all phenotypes from the study).	7/5/2017	7/5/2017	female
103	23449627	2013	http://egg-consortium.org/downloads/Pubertal_growth_PTM.txt.gz	http://egg-consortium.org	EGG	Skeletal	Structures Related to Movement	Height	Late pubertal growth (male)	Late pubertal growth	EUR	NA	NA	4282	hg18	2401062	0	NA	NA	NA	NA	NA	NA	NA	NA	Height change from age 14 to adult. The number of risk loci reported in the original study is 10 (from all phenotypes from the study).	7/5/2017	7/5/2017	male
4260	30946739	2019	ftp://ftp.biostat.wisc.edu/pub/lu_group/Projects/Attractiveness/Sumstats/Attractiveness_FC_AS_2018Dec.txt.gz			Activities	Communication	Producing Body Lagnuage	Facial attractiveness (female-coder)	Facial attractiveness	EUR	NA	NA	3928	hg19	7251583	1	NA	NA	NA	NA	NA	NA	NA	NA		8/15/2019	11/8/2019	female
4257	30946739	2019	ftp://ftp.biostat.wisc.edu/pub/lu_group/Projects/Attractiveness/Sumstats/Attractiveness_MC_AS_2018Dec.txt.gz			Activities	Communication	Producing Body Lagnuage	Facial attractiveness (male-coder)	Facial attractiveness	EUR	NA	NA	3928	hg19	7251583	0	NA	NA	NA	NA	NA	NA	NA	NA		8/15/2019	11/8/2019	male
106	24770850	2014	http://egg-consortium.org/downloads/EGG_TANNER_males.v2.txt.gz	http://egg-consortium.org	EGG	Reproduction	Genitourinary and Reproductive Functions	Structures Related to the Genitourinary and Reproductive Systems, Other Specified	Tanner scale (male)	Tanner scale	EUR	NA	NA	3769	hg18	2182982	0	NA	NA	NA	NA	NA	NA	NA	NA		7/5/2017	7/5/2017	male
4261	30946739	2019	ftp://ftp.biostat.wisc.edu/pub/lu_group/Projects/Attractiveness/Sumstats/Attractiveness_MC_FS_2018Dec.txt.gz			Activities	Communication	Producing Body Lagnuage	Facial attractiveness (male-coder, female samples)	Facial attractiveness	EUR	NA	NA	2062	hg19	7251583	1	NA	NA	NA	NA	NA	NA	NA	NA		8/15/2019	11/8/2019	female
4262	30946739	2019	ftp://ftp.biostat.wisc.edu/pub/lu_group/Projects/Attractiveness/Sumstats/Attractiveness_FC_FS_2018Dec.txt.gz			Activities	Communication	Producing Body Lagnuage	Facial attractiveness (female-coder, female samples)	Facial attractiveness	EUR	NA	NA	2062	hg19	7251583	0	NA	NA	NA	NA	NA	NA	NA	NA		8/15/2019	11/8/2019	female
4261	30946739	2019	ftp://ftp.biostat.wisc.edu/pub/lu_group/Projects/Attractiveness/Sumstats/Attractiveness_MC_FS_2018Dec.txt.gz			Activities	Communication	Producing Body Lagnuage	Facial attractiveness (male-coder, female samples)	Facial attractiveness	EUR	NA	NA	2062	hg19	7251583	1	NA	NA	NA	NA	NA	NA	NA	NA		8/15/2019	11/8/2019	male
4259	30946739	2019	ftp://ftp.biostat.wisc.edu/pub/lu_group/Projects/Attractiveness/Sumstats/Attractiveness_FC_MS_2018Dec.txt.gz			Activities	Communication	Producing Body Lagnuage	Facial attractiveness (female-coder, male samples)	Facial attractiveness	EUR	NA	NA	1792	hg19	7251583	0	NA	NA	NA	NA	NA	NA	NA	NA		8/15/2019	11/8/2019	female
4258	30946739	2019	ftp://ftp.biostat.wisc.edu/pub/lu_group/Projects/Attractiveness/Sumstats/Attractiveness_MC_MS_2018Dec.txt.gz			Activities	Communication	Producing Body Lagnuage	Facial attractiveness (male-coder, male samples)	Facial attractiveness	EUR	NA	NA	1792	hg19	7251583	0	NA	NA	NA	NA	NA	NA	NA	NA		8/15/2019	11/8/2019	male
4259	30946739	2019	ftp://ftp.biostat.wisc.edu/pub/lu_group/Projects/Attractiveness/Sumstats/Attractiveness_FC_MS_2018Dec.txt.gz			Activities	Communication	Producing Body Lagnuage	Facial attractiveness (female-coder, male samples)	Facial attractiveness	EUR	NA	NA	1792	hg19	7251583	0	NA	NA	NA	NA	NA	NA	NA	NA		8/15/2019	11/8/2019	male
1790	17903306	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001375.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1375		Cardiovascular	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Heart Functions	QT interval (female, cohort exam 11 offspring exam 1, FBAT, adjusted for age nad RR)	QT interval	EUR	NA	NA	1051	rsID	59504	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1791	17903306	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001376.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1376		Cardiovascular	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Heart Functions	QT interval (female, cohort exam 11 offspring exam 1, GEE, adjusted for age nad RR)	QT interval	EUR	NA	NA	1051	rsID	60336	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1796	17903306	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001381.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1381		Cardiovascular	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Heart Functions	RR interval (female, cohort exam 11 offspring exam 1, FBAT, adjusted for age nad RR)	RR interval	EUR	NA	NA	1051	rsID	59504	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1797	17903306	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001382.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1382		Cardiovascular	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Heart Functions	RR interval (female, cohort exam 11 offspring exam 1, GEE, adjusted for age nad RR)	RR interval	EUR	NA	NA	1051	rsID	60336	2	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1786	17903306	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001371.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1371		Cardiovascular	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Heart Functions	QT interval (male, cohort exam 11 offspring exam 1, FBAT, adjusted for age nad RR)	QT interval	EUR	NA	NA	900	rsID	59299	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1787	17903306	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001372.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1372		Cardiovascular	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Heart Functions	QT interval (male, cohort exam 11 offspring exam 1, GEE, adjusted for age nad RR)	QT interval	EUR	NA	NA	900	rsID	59980	3	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1792	17903306	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001377.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1377		Cardiovascular	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Heart Functions	RR interval (male, cohort exam 11 offspring exam 1, FBAT, adjusted for age nad RR)	RR interval	EUR	NA	NA	900	rsID	59299	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1793	17903306	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001378.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1378		Cardiovascular	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Heart Functions	RR interval (male, cohort exam 11 offspring exam 1, GEE, adjusted for age nad RR)	RR interval	EUR	NA	NA	900	rsID	59980	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	male
1814	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001793.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1793		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Femoral Neck BMD (FBAT, female, adjusted for multivariable)	Femoral Neck bone mineral density	EUR	NA	NA	646	rsID	59341	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1815	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001794.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1794		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Femoral Neck BMD (GEE, female, adjusted for multivariable)	Femoral Neck bone mineral density	EUR	NA	NA	646	rsID	59800	3	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1898	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001889.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1889		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Troch Neck BMD (FBAT, female, adjussted for multivariable)	Troch Neck bone mineral density	EUR	NA	NA	646	rsID	59490	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1899	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001890.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1890		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Troch Neck BMD (GEE, female, adjussted for multivariable)	Troch Neck bone mineral density	EUR	NA	NA	646	rsID	60290	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1826	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001817.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1817		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Spine Neck BMD (FBAT, female, adjusted for multivariable)	Spine Neck bone mineral density	EUR	NA	NA	641	rsID	59482	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1827	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001818.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1818		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Spine Neck BMD (GEE, female, adjusted for multivariable)	Spine Neck bone mineral density	EUR	NA	NA	641	rsID	60282	1	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1866	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001857.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1857		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck-Shaft Angle (FBAT, female, adjussted for multivariable)	Neck-Shaft Angle	EUR	NA	NA	622	rsID	59460	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1867	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001858.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1858		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck-Shaft Angle (GEE, female, adjussted for multivariable)	Neck-Shaft Angle	EUR	NA	NA	622	rsID	60244	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1830	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001821.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1821		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck length (FBAT, female, adjusted for multivariable)	Neck length	EUR	NA	NA	619	rsID	59445	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1831	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001822.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1822		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck length (GEE, female, adjusted for multivariable)	Neck length	EUR	NA	NA	619	rsID	60232	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1834	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001825.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1825		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck width (FBAT, female, adjusted for multivariable)	Neck width	EUR	NA	NA	618	rsID	59418	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1835	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001826.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1826		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck width (GEE, female, adjusted for multivariable)	Neck width	EUR	NA	NA	618	rsID	60213	1	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1838	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001829.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1829		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck width (FBAT, female, adjusted for age)	Neck width	EUR	NA	NA	618	rsID	59452	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1839	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001830.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1830		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck width (GEE, female, adjusted for age)	Neck width	EUR	NA	NA	618	rsID	60231	2	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1842	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001833.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1833		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck Section Modulus (FBAT, female, adjusted for multivariable)	Neck Section Modulus	EUR	NA	NA	618	rsID	59416	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1843	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001834.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1834		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck Section Modulus (GEE, female, adjusted for multivariable)	Neck Section Modulus	EUR	NA	NA	618	rsID	60213	2	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1846	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001837.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1837		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck Section Modulus (FBAT, female, adjusted for age)	Neck Section Modulus	EUR	NA	NA	618	rsID	59452	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1847	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001838.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1838		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck Section Modulus (GEE, female, adjusted for age)	Neck Section Modulus	EUR	NA	NA	618	rsID	60231	1	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1850	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001841.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1841		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck average buckling ratio (FBAT, female, adjussted for multivariable)	Neck average buckling ratio	EUR	NA	NA	618	rsID	59418	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1851	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001842.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1842		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck average buckling ratio (GEE, female, adjussted for multivariable)	Neck average buckling ratio	EUR	NA	NA	618	rsID	60213	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1854	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001845.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1845		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck average buckling ratio (FBAT, female, adjussted for age)	Neck average buckling ratio	EUR	NA	NA	618	rsID	59452	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1855	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001846.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1846		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck average buckling ratio (GEE, female, adjussted for age)	Neck average buckling ratio	EUR	NA	NA	618	rsID	60231	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1858	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001849.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1849		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck cross-sectional moment of inertia (FBAT, female, adjussted for multivariable)	Neck cross-sectional moment of inertia	EUR	NA	NA	618	rsID	59405	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1859	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001850.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1850		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck cross-sectional moment of inertia (GEE, female, adjussted for multivariable)	Neck cross-sectional moment of inertia	EUR	NA	NA	618	rsID	60213	1	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1862	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001853.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1853		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck cross-sectional moment of inertia (FBAT, female, adjussted for age)	Neck cross-sectional moment of inertia	EUR	NA	NA	618	rsID	59452	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1863	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001854.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1854		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Neck cross-sectional moment of inertia (GEE, female, adjussted for age)	Neck cross-sectional moment of inertia	EUR	NA	NA	618	rsID	60231	1	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1870	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001861.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1861		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft average buckling ratio (FBAT, female, adjussted for multivariable)	Shaft average buckling ratio	EUR	NA	NA	599	rsID	59369	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1871	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001862.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1862		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft average buckling ratio (GEE, female, adjussted for multivariable)	Shaft average buckling ratio	EUR	NA	NA	599	rsID	60162	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
1874	17903296	2007	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000342/analyses/phs000342.pha001865.txt.gz	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1865		Skeletal	Structures Related to Movement	Structure of Pelvic Region	Shaft average buckling ratio (FBAT, female, adjussted for age)	Shaft average buckling ratio	EUR	NA	NA	599	rsID	59416	0	NA	NA	NA	NA	NA	NA	NA	NA	Framingham Heart Study cohort.	8/8/2017	8/8/2017	female
