CODE NOM_CON_SNPS NOM_CON_SNPS_EMP_P NOM_VERBOSE MARG_CON_SNPS MARG_CON_SNPS_EMP_P MARG_VERBOSE SMALLEST_CON_P_EMP_P
99f:a28f 0 1 NOT 0 1 NOT 0.996
99f:a29f 0 1 NOT 0 1 NOT 0.966
99f:a30f 15 0.0619 NOT 34 0.0559 NOT 0.031
99f:a7f 2 0.271 NOT 8 0.226 NOT 0.228
99f:a8f 0 1 NOT 0 1 NOT 0.995
99f:a9f 0 1 NOT 0 1 NOT 0.561
99f:ADr1uf 0 1 NOT 0 1 NOT 0.713
99f:bm1f 0 1 NOT 0 1 NOT 0.851
99f:bm2f 19 0.0559 NOT 25 0.0829 NOT 0.0789
99f:bm4f 1 0.309 NOT 1 0.496 NOT 0.24
99f:bm5f 114 0.000999 MORE 117 0.002 MORE 0.000999
99f:bm6f 0 1 NOT 0 1 NOT 0.604
99f:bm7f 0 1 NOT 0 1 NOT 0.627
99f:bm8f 0 1 NOT 2 0.4 NOT 0.381
99f:ch1f 0 1 NOT 0 1 NOT 0.539
99f:ch4f 87 0.003 MORE 102 0.003 MORE 0.00799
99f:ch5f 13 0.0839 NOT 22 0.104 NOT 0.0579
99f:ch6f 3 0.219 NOT 6 0.296 NOT 0.161
99f:l1f 94 0.003 MORE 107 0.004 MORE 0.000999
99f:l2f 0 1 NOT 0 1 NOT 0.862
99f:l3f 0 1 NOT 0 1 NOT 0.844
99f:l4f 0 1 NOT 0 1 NOT 0.994
99f:l5f 0 1 NOT 0 1 NOT 0.973
99f:r10f 0 1 NOT 1 0.516 NOT 0.511
99f:r4f 0 1 NOT 0 1 NOT 0.953
99f:r5f 2 0.208 NOT 20 0.0629 NOT 0.14
99f:r8f 31 0.029 MORE 50 0.035 MORE 0.148
99f:r9f 13 0.0739 NOT 26 0.0739 NOT 0.0619
a13f:a1f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a13f:a21f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a13f:a22f 143 0.000999 MORE 144 0.000999 MORE 0.000999
a13f:a27f 135 0.000999 MORE 142 0.000999 MORE 0.000999
a13f:a28f 137 0.000999 MORE 139 0.000999 MORE 0.000999
a13f:a29f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a13f:a30f 0 1 NOT 0 1 NOT 0.993
a13f:a7f 111 0.000999 MORE 112 0.000999 MORE 0.005
a13f:a8f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a13f:a9f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a13f:ADr1uf 0 1 NOT 0 1 NOT 0.994
a13f:bm1f 0 1 NOT 0 1 NOT 0.95
a13f:bm2f 0 1 NOT 0 1 NOT 0.621
a13f:bm4f 12 0.0899 NOT 24 0.0919 NOT 0.114
a13f:bm5f 136 0.000999 MORE 141 0.000999 MORE 0.003
a13f:bm6f 121 0.002 MORE 131 0.002 MORE 0.003
a13f:bm7f 123 0.000999 MORE 140 0.000999 MORE 0.002
a13f:bm8f 0 1 NOT 0 1 NOT 0.639
a13f:ch1f 0 1 NOT 0 1 NOT 0.992
a13f:ch4f 0 1 NOT 0 1 NOT 0.929
a13f:ch5f 0 1 NOT 0 1 NOT 0.76
a13f:ch6f 1 0.299 NOT 1 0.469 NOT 0.227
a13f:l1f 0 1 NOT 0 1 NOT 0.989
a13f:l2f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a13f:l3f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a13f:l4f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a13f:l5f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a13f:r10f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a13f:r4f 141 0.000999 MORE 143 0.000999 MORE 0.000999
a13f:r5f 120 0.002 MORE 131 0.003 MORE 0.000999
a13f:r8f 99 0.000999 MORE 108 0.000999 MORE 0.005
a13f:r9f 108 0.000999 MORE 121 0.000999 MORE 0.005
a13m:a1m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a13m:a21m 142 0.000999 MORE 143 0.000999 MORE 0.000999
a13m:a22m 131 0.000999 MORE 135 0.000999 MORE 0.000999
a13m:a27m 140 0.000999 MORE 144 0.000999 MORE 0.000999
a13m:a28m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a13m:a29m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a13m:a30m 0 1 NOT 0 1 NOT 0.993
a13m:a7m 0 1 NOT 0 1 NOT 0.894
a13m:a8m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a13m:a9m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a13m:ADr1um 0 1 NOT 0 1 NOT 0.995
a13m:bm1m 0 1 NOT 0 1 NOT 0.951
a13m:bm2m 0 1 NOT 0 1 NOT 0.537
a13m:bm4m 0 1 NOT 0 1 NOT 0.592
a13m:bm5m 116 0.000999 MORE 136 0.000999 MORE 0.000999
a13m:bm6m 0 1 NOT 1 0.485 NOT 0.464
a13m:bm7m 94 0.003 MORE 103 0.004 MORE 0.000999
a13m:bm8m 0 1 NOT 2 0.404 NOT 0.419
a13m:ch1m 0 1 NOT 0 1 NOT 0.846
a13m:ch4m 0 1 NOT 0 1 NOT 0.993
a13m:ch5m 0 1 NOT 0 1 NOT 0.967
a13m:ch6m 0 1 NOT 0 1 NOT 0.986
a13m:l1m 0 1 NOT 0 1 NOT 0.988
a13m:l2m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a13m:l3m 26 0.034 MORE 31 0.0549 NOT 0.000999
a13m:l4m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a13m:l5m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a13m:r10m 117 0.000999 MORE 123 0.000999 MORE 0.000999
a13m:r4m 143 0.000999 MORE 144 0.000999 MORE 0.000999
a13m:r5m 67 0.00699 MORE 86 0.00899 MORE 0.025
a13m:r8m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a13m:r9m 141 0.000999 MORE 142 0.000999 MORE 0.000999
a1f:a21f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a1f:a22f 142 0.000999 MORE 143 0.000999 MORE 0.000999
a1f:a27f 112 0.000999 MORE 128 0.000999 MORE 0.000999
a1f:a28f 13 0.0739 NOT 35 0.0609 NOT 0.0629
a1f:a29f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a1f:a30f 0 1 NOT 0 1 NOT 0.989
a1f:a7f 0 1 NOT 0 1 NOT 0.719
a1f:a8f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a1f:a9f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a1f:ADr1uf 0 1 NOT 0 1 NOT 0.74
a1f:bm1f 0 1 NOT 0 1 NOT 0.991
a1f:bm2f 61 0.00699 MORE 96 0.004 MORE 0.014
a1f:bm4f 0 1 NOT 0 1 NOT 0.78
a1f:bm5f 58 0.013 MORE 80 0.013 MORE 0.0889
a1f:bm6f 10 0.108 NOT 21 0.104 NOT 0.171
a1f:bm7f 29 0.03 MORE 54 0.025 MORE 0.0729
a1f:bm8f 0 1 NOT 0 1 NOT 0.756
a1f:ch1f 0 1 NOT 0 1 NOT 0.921
a1f:ch4f 0 1 NOT 0 1 NOT 0.991
a1f:ch5f 0 1 NOT 0 1 NOT 0.986
a1f:ch6f 0 1 NOT 0 1 NOT 0.983
a1f:l1f 0 1 NOT 0 1 NOT 0.985
a1f:l2f 135 0.000999 MORE 136 0.000999 MORE 0.000999
a1f:l3f 132 0.000999 MORE 132 0.000999 MORE 0.000999
a1f:l4f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a1f:l5f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a1f:r10f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a1f:r4f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a1f:r5f 0 1 NOT 0 1 NOT 0.958
a1f:r8f 0 1 NOT 0 1 NOT 0.732
a1f:r9f 0 1 NOT 0 1 NOT 0.887
a1m:a21m 143 0.000999 MORE 144 0.000999 MORE 0.000999
a1m:a22m 0 1 NOT 0 1 NOT 0.993
a1m:a27m 0 1 NOT 0 1 NOT 0.83
a1m:a28m 42 0.017 MORE 59 0.017 MORE 0.00999
a1m:a29m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a1m:a30m 0 1 NOT 0 1 NOT 0.99
a1m:a7m 0 1 NOT 14 0.164 NOT 0.343
a1m:a8m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a1m:a9m 140 0.000999 MORE 141 0.000999 MORE 0.000999
a1m:ADr1um 37 0.024 MORE 45 0.039 MORE 0.036
a1m:bm1m 0 1 NOT 0 1 NOT 0.994
a1m:bm2m 0 1 NOT 0 1 NOT 0.871
a1m:bm4m 111 0.000999 MORE 118 0.000999 MORE 0.000999
a1m:bm5m 33 0.023 MORE 44 0.037 MORE 0.022
a1m:bm6m 1 0.334 NOT 7 0.269 NOT 0.22
a1m:bm7m 25 0.044 MORE 53 0.033 MORE 0.011
a1m:bm8m 12 0.0809 NOT 31 0.0749 NOT 0.132
a1m:ch1m 0 1 NOT 0 1 NOT 0.976
a1m:ch4m 0 1 NOT 0 1 NOT 0.889
a1m:ch5m 0 1 NOT 0 1 NOT 0.969
a1m:ch6m 0 1 NOT 0 1 NOT 0.953
a1m:l1m 0 1 NOT 0 1 NOT 0.988
a1m:l2m 21 0.0539 NOT 31 0.0719 NOT 0.0519
a1m:l3m 0 1 NOT 3 0.327 NOT 0.309
a1m:l4m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a1m:l5m 80 0.003 MORE 103 0.004 MORE 0.017
a1m:r10m 141 0.000999 MORE 141 0.000999 MORE 0.000999
a1m:r4m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a1m:r5m 133 0.000999 MORE 144 0.000999 MORE 0.000999
a1m:r8m 132 0.000999 MORE 132 0.000999 MORE 0.000999
a1m:r9m 0 1 NOT 0 1 NOT 0.981
a21f:a22f 143 0.000999 MORE 144 0.000999 MORE 0.000999
a21f:a27f 0 1 NOT 0 1 NOT 0.767
a21f:a28f 0 1 NOT 0 1 NOT 0.644
a21f:a29f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a21f:a30f 0 1 NOT 0 1 NOT 0.994
a21f:a7f 83 0.005 MORE 97 0.005 MORE 0.016
a21f:a8f 143 0.000999 MORE 143 0.000999 MORE 0.000999
a21f:a9f 79 0.015 MORE 115 0.005 MORE 0.126
a21f:ADr1uf 5 0.153 NOT 8 0.208 NOT 0.125
a21f:bm1f 0 1 NOT 7 0.26 NOT 0.378
a21f:bm2f 12 0.0889 NOT 19 0.125 NOT 0.156
a21f:bm4f 85 0.003 MORE 96 0.004 MORE 0.027
a21f:bm5f 0 1 NOT 0 1 NOT 0.952
a21f:bm6f 0 1 NOT 22 0.0909 NOT 0.341
a21f:bm7f 0 1 NOT 1 0.481 NOT 0.465
a21f:bm8f 0 1 NOT 2 0.397 NOT 0.481
a21f:ch1f 0 1 NOT 0 1 NOT 0.957
a21f:ch4f 0 1 NOT 0 1 NOT 0.715
a21f:ch5f 0 1 NOT 0 1 NOT 0.992
a21f:ch6f 0 1 NOT 0 1 NOT 0.965
a21f:l1f 0 1 NOT 0 1 NOT 0.983
a21f:l2f 96 0.000999 MORE 107 0.002 MORE 0.003
a21f:l3f 0 1 NOT 0 1 NOT 0.63
a21f:l4f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a21f:l5f 129 0.000999 MORE 132 0.000999 MORE 0.000999
a21f:r10f 16 0.0719 NOT 36 0.0589 NOT 0.0979
a21f:r4f 139 0.000999 MORE 143 0.000999 MORE 0.000999
a21f:r5f 80 0.018 MORE 107 0.012 MORE 0.026
a21f:r8f 0 1 NOT 0 1 NOT 0.989
a21f:r9f 0 1 NOT 1 0.493 NOT 0.418
a21m:a22m 0 1 NOT 0 1 NOT 0.721
a21m:a27m 98 0.000999 MORE 122 0.000999 MORE 0.004
a21m:a28m 8 0.135 NOT 29 0.0809 NOT 0.147
a21m:a29m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a21m:a30m 0 1 NOT 0 1 NOT 0.984
a21m:a7m 6 0.103 NOT 12 0.113 NOT 0.029
a21m:a8m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a21m:a9m 0 1 NOT 1 0.477 NOT 0.456
a21m:ADr1um 0 1 NOT 0 1 NOT 0.621
a21m:bm1m 0 1 NOT 0 1 NOT 0.7
a21m:bm2m 19 0.047 MORE 53 0.026 MORE 0.0719
a21m:bm4m 0 1 NOT 0 1 NOT 0.485
a21m:bm5m 4 0.209 NOT 8 0.249 NOT 0.0589
a21m:bm6m 0 1 NOT 0 1 NOT 0.667
a21m:bm7m 0 1 NOT 1 0.497 NOT 0.404
a21m:bm8m 0 1 NOT 0 1 NOT 0.987
a21m:ch1m 1 0.332 NOT 8 0.238 NOT 0.305
a21m:ch4m 0 1 NOT 0 1 NOT 0.975
a21m:ch5m 0 1 NOT 1 0.505 NOT 0.476
a21m:ch6m 0 1 NOT 0 1 NOT 0.589
a21m:l1m 0 1 NOT 0 1 NOT 0.989
a21m:l2m 0 1 NOT 0 1 NOT 0.896
a21m:l3m 0 1 NOT 0 1 NOT 0.985
a21m:l4m 131 0.000999 MORE 137 0.000999 MORE 0.000999
a21m:l5m 0 1 NOT 0 1 NOT 0.692
a21m:r10m 124 0.02 MORE 128 0.042 MORE 0.000999
a21m:r4m 134 0.000999 MORE 138 0.000999 MORE 0.000999
a21m:r5m 100 0.003 MORE 126 0.002 MORE 0.0859
a21m:r8m 0 1 NOT 0 1 NOT 0.992
a21m:r9m 3 0.215 NOT 11 0.178 NOT 0.131
a22f:a27f 59 0.011 MORE 83 0.00899 MORE 0.002
a22f:a28f 133 0.000999 MORE 135 0.000999 MORE 0.000999
a22f:a29f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a22f:a30f 0 1 NOT 0 1 NOT 0.985
a22f:a7f 0 1 NOT 0 1 NOT 0.99
a22f:a8f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a22f:a9f 138 0.000999 MORE 142 0.000999 MORE 0.000999
a22f:ADr1uf 1 0.294 NOT 3 0.325 NOT 0.288
a22f:bm1f 0 1 NOT 0 1 NOT 0.987
a22f:bm2f 6 0.149 NOT 18 0.11 NOT 0.225
a22f:bm4f 0 1 NOT 0 1 NOT 0.925
a22f:bm5f 0 1 NOT 2 0.382 NOT 0.405
a22f:bm6f 64 0.005 MORE 86 0.005 MORE 0.028
a22f:bm7f 2 0.245 NOT 10 0.19 NOT 0.0619
a22f:bm8f 0 1 NOT 0 1 NOT 0.992
a22f:ch1f 0 1 NOT 0 1 NOT 0.995
a22f:ch4f 0 1 NOT 0 1 NOT 0.842
a22f:ch5f 0 1 NOT 0 1 NOT 0.992
a22f:ch6f 0 1 NOT 0 1 NOT 0.992
a22f:l1f 0 1 NOT 0 1 NOT 0.975
a22f:l2f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a22f:l3f 143 0.000999 MORE 144 0.000999 MORE 0.000999
a22f:l4f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a22f:l5f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a22f:r10f 8 0.133 NOT 50 0.031 MORE 0.219
a22f:r4f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a22f:r5f 0 1 NOT 0 1 NOT 0.985
a22f:r8f 100 0.002 MORE 110 0.004 MORE 0.003
a22f:r9f 136 0.000999 MORE 141 0.000999 MORE 0.000999
a22m:a27m 101 0.000999 MORE 119 0.000999 MORE 0.000999
a22m:a28m 134 0.000999 MORE 134 0.000999 MORE 0.000999
a22m:a29m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a22m:a30m 0 1 NOT 0 1 NOT 0.993
a22m:a7m 0 1 NOT 0 1 NOT 0.919
a22m:a8m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a22m:a9m 117 0.000999 MORE 125 0.000999 MORE 0.000999
a22m:ADr1um 105 0.000999 MORE 119 0.000999 MORE 0.00899
a22m:bm1m 0 1 NOT 0 1 NOT 0.707
a22m:bm2m 0 1 NOT 0 1 NOT 0.524
a22m:bm4m 0 1 NOT 1 0.476 NOT 0.434
a22m:bm5m 10 0.102 NOT 15 0.138 NOT 0.018
a22m:bm6m 101 0.000999 MORE 114 0.002 MORE 0.026
a22m:bm7m 35 0.017 MORE 76 0.00799 MORE 0.04
a22m:bm8m 0 1 NOT 0 1 NOT 0.99
a22m:ch1m 0 1 NOT 0 1 NOT 0.994
a22m:ch4m 0 1 NOT 0 1 NOT 0.55
a22m:ch5m 9 0.0859 NOT 22 0.0749 NOT 0.173
a22m:ch6m 0 1 NOT 0 1 NOT 0.928
a22m:l1m 0 1 NOT 0 1 NOT 0.987
a22m:l2m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a22m:l3m 141 0.000999 MORE 143 0.000999 MORE 0.000999
a22m:l4m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a22m:l5m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a22m:r10m 0 1 NOT 0 1 NOT 0.988
a22m:r4m 78 0.003 MORE 96 0.005 MORE 0.002
a22m:r5m 0 1 NOT 0 1 NOT 0.99
a22m:r8m 143 0.000999 MORE 144 0.000999 MORE 0.000999
a22m:r9m 56 0.014 MORE 85 0.00699 MORE 0.000999
a27f:a28f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a27f:a29f 26 0.036 MORE 48 0.032 MORE 0.029
a27f:a30f 0 1 NOT 0 1 NOT 0.997
a27f:a7f 4 0.196 NOT 12 0.176 NOT 0.253
a27f:a8f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a27f:a9f 17 0.107 NOT 47 0.0659 NOT 0.169
a27f:ADr1uf 0 1 NOT 0 1 NOT 0.898
a27f:bm1f 0 1 NOT 0 1 NOT 0.587
a27f:bm2f 0 1 NOT 0 1 NOT 0.792
a27f:bm4f 0 1 NOT 0 1 NOT 0.899
a27f:bm5f 0 1 NOT 0 1 NOT 0.764
a27f:bm6f 0 1 NOT 0 1 NOT 0.819
a27f:bm7f 6 0.151 NOT 8 0.227 NOT 0.232
a27f:bm8f 25 0.04 MORE 51 0.031 MORE 0.0609
a27f:ch1f 14 0.0819 NOT 35 0.0529 NOT 0.113
a27f:ch4f 0 1 NOT 0 1 NOT 0.705
a27f:ch5f 10 0.0909 NOT 16 0.13 NOT 0.0739
a27f:ch6f 7 0.117 NOT 8 0.212 NOT 0.108
a27f:l1f 0 1 NOT 0 1 NOT 0.997
a27f:l2f 129 0.000999 MORE 136 0.000999 MORE 0.000999
a27f:l3f 117 0.002 MORE 133 0.000999 MORE 0.00699
a27f:l4f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a27f:l5f 142 0.000999 MORE 143 0.000999 MORE 0.000999
a27f:r10f 1 0.353 NOT 1 0.53 NOT 0.299
a27f:r4f 1 0.392 NOT 3 0.416 NOT 0.335
a27f:r5f 0 1 NOT 0 1 NOT 0.992
a27f:r8f 0 1 NOT 0 1 NOT 0.964
a27f:r9f 0 1 NOT 0 1 NOT 0.919
a27m:a28m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a27m:a29m 51 0.00699 MORE 83 0.004 MORE 0.011
a27m:a30m 0 1 NOT 0 1 NOT 0.997
a27m:a7m 6 0.148 NOT 9 0.21 NOT 0.197
a27m:a8m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a27m:a9m 0 1 NOT 3 0.377 NOT 0.372
a27m:ADr1um 0 1 NOT 0 1 NOT 0.931
a27m:bm1m 0 1 NOT 0 1 NOT 0.978
a27m:bm2m 92 0.000999 MORE 114 0.000999 MORE 0.000999
a27m:bm4m 0 1 NOT 0 1 NOT 0.628
a27m:bm5m 0 1 NOT 2 0.412 NOT 0.444
a27m:bm6m 49 0.016 MORE 70 0.016 MORE 0.0669
a27m:bm7m 21 0.047 MORE 50 0.03 MORE 0.0509
a27m:bm8m 78 0.003 MORE 92 0.005 MORE 0.021
a27m:ch1m 0 1 NOT 0 1 NOT 0.933
a27m:ch4m 0 1 NOT 0 1 NOT 0.798
a27m:ch5m 0 1 NOT 0 1 NOT 0.74
a27m:ch6m 1 0.376 NOT 1 0.541 NOT 0.235
a27m:l1m 0 1 NOT 0 1 NOT 0.992
a27m:l2m 0 1 NOT 0 1 NOT 0.91
a27m:l3m 0 1 NOT 0 1 NOT 0.666
a27m:l4m 143 0.000999 MORE 143 0.000999 MORE 0.000999
a27m:l5m 92 0.003 MORE 114 0.003 MORE 0.00799
a27m:r10m 0 1 NOT 0 1 NOT 0.694
a27m:r4m 0 1 NOT 2 0.437 NOT 0.462
a27m:r5m 0 1 NOT 0 1 NOT 0.869
a27m:r8m 0 1 NOT 2 0.412 NOT 0.369
a27m:r9m 0 1 NOT 0 1 NOT 0.93
a28f:a29f 112 0.000999 MORE 123 0.000999 MORE 0.000999
a28f:a30f 0 1 NOT 0 1 NOT 0.994
a28f:a7f 0 1 NOT 0 1 NOT 0.819
a28f:a8f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a28f:a9f 16 0.0529 NOT 46 0.029 MORE 0.19
a28f:ADr1uf 0 1 NOT 2 0.432 NOT 0.498
a28f:bm1f 0 1 NOT 0 1 NOT 0.966
a28f:bm2f 0 1 NOT 1 0.492 NOT 0.485
a28f:bm4f 0 1 NOT 1 0.509 NOT 0.426
a28f:bm5f 0 1 NOT 1 0.503 NOT 0.464
a28f:bm6f 0 1 NOT 0 1 NOT 0.928
a28f:bm7f 0 1 NOT 0 1 NOT 0.95
a28f:bm8f 0 1 NOT 1 0.492 NOT 0.448
a28f:ch1f 0 1 NOT 0 1 NOT 0.888
a28f:ch4f 0 1 NOT 0 1 NOT 0.7
a28f:ch5f 5 0.169 NOT 6 0.286 NOT 0.151
a28f:ch6f 0 1 NOT 0 1 NOT 0.88
a28f:l1f 0 1 NOT 0 1 NOT 0.993
a28f:l2f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a28f:l3f 127 0.000999 MORE 131 0.000999 MORE 0.000999
a28f:l4f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a28f:l5f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a28f:r10f 25 0.035 MORE 32 0.0579 NOT 0.000999
a28f:r4f 44 0.019 MORE 88 0.00599 MORE 0.000999
a28f:r5f 0 1 NOT 0 1 NOT 0.977
a28f:r8f 0 1 NOT 0 1 NOT 0.671
a28f:r9f 0 1 NOT 3 0.374 NOT 0.391
a28m:a29m 143 0.000999 MORE 144 0.000999 MORE 0.000999
a28m:a30m 0 1 NOT 0 1 NOT 0.995
a28m:a7m 0 1 NOT 0 1 NOT 0.576
a28m:a8m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a28m:a9m 37 0.02 MORE 52 0.03 MORE 0.000999
a28m:ADr1um 0 1 NOT 0 1 NOT 0.921
a28m:bm1m 0 1 NOT 0 1 NOT 0.714
a28m:bm2m 0 1 NOT 0 1 NOT 0.832
a28m:bm4m 14 0.0659 NOT 29 0.0709 NOT 0.116
a28m:bm5m 0 1 NOT 1 0.531 NOT 0.401
a28m:bm6m 1 0.339 NOT 6 0.286 NOT 0.248
a28m:bm7m 6 0.149 NOT 19 0.111 NOT 0.162
a28m:bm8m 0 1 NOT 0 1 NOT 0.548
a28m:ch1m 0 1 NOT 0 1 NOT 0.534
a28m:ch4m 0 1 NOT 0 1 NOT 0.839
a28m:ch5m 0 1 NOT 0 1 NOT 0.641
a28m:ch6m 0 1 NOT 0 1 NOT 0.754
a28m:l1m 0 1 NOT 0 1 NOT 0.989
a28m:l2m 6 0.158 NOT 9 0.222 NOT 0.287
a28m:l3m 1 0.321 NOT 1 0.476 NOT 0.222
a28m:l4m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a28m:l5m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a28m:r10m 6 0.14 NOT 12 0.166 NOT 0.0689
a28m:r4m 9 0.111 NOT 31 0.0599 NOT 0.162
a28m:r5m 14 0.0919 NOT 33 0.0749 NOT 0.127
a28m:r8m 0 1 NOT 0 1 NOT 0.578
a28m:r9m 0 1 NOT 0 1 NOT 0.676
a29f:a30f 0 1 NOT 0 1 NOT 0.988
a29f:a7f 72 0.005 MORE 96 0.004 MORE 0.00599
a29f:a8f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a29f:a9f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a29f:ADr1uf 2 0.248 NOT 20 0.111 NOT 0.189
a29f:bm1f 0 1 NOT 0 1 NOT 0.99
a29f:bm2f 0 1 NOT 1 0.468 NOT 0.416
a29f:bm4f 2 0.238 NOT 6 0.253 NOT 0.26
a29f:bm5f 90 0.002 MORE 112 0.000999 MORE 0.003
a29f:bm6f 141 0.000999 MORE 144 0.000999 MORE 0.000999
a29f:bm7f 142 0.000999 MORE 144 0.000999 MORE 0.000999
a29f:bm8f 53 0.013 MORE 71 0.02 MORE 0.032
a29f:ch1f 0 1 NOT 0 1 NOT 0.994
a29f:ch4f 0 1 NOT 0 1 NOT 0.969
a29f:ch5f 0 1 NOT 0 1 NOT 0.994
a29f:ch6f 0 1 NOT 0 1 NOT 0.993
a29f:l1f 0 1 NOT 0 1 NOT 0.983
a29f:l2f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a29f:l3f 132 0.000999 MORE 132 0.000999 MORE 0.000999
a29f:l4f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a29f:l5f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a29f:r10f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a29f:r4f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a29f:r5f 134 0.000999 MORE 140 0.000999 MORE 0.000999
a29f:r8f 144 0.000999 MORE 144 0.000999 MORE 0.000999
a29f:r9f 7 0.126 NOT 15 0.139 NOT 0.195
a29m:a30m 0 1 NOT 0 1 NOT 0.99
a29m:a7m 0 1 NOT 0 1 NOT 0.994
a29m:a8m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a29m:a9m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a29m:ADr1um 0 1 NOT 0 1 NOT 0.893
a29m:bm1m 0 1 NOT 0 1 NOT 0.991
a29m:bm2m 2 0.257 NOT 7 0.246 NOT 0.0669
a29m:bm4m 78 0.00699 MORE 103 0.005 MORE 0.00899
a29m:bm5m 107 0.003 MORE 117 0.002 MORE 0.014
a29m:bm6m 28 0.04 MORE 41 0.048 MORE 0.045
a29m:bm7m 5 0.164 NOT 18 0.121 NOT 0.111
a29m:bm8m 132 0.000999 MORE 133 0.000999 MORE 0.000999
a29m:ch1m 0 1 NOT 0 1 NOT 0.989
a29m:ch4m 0 1 NOT 0 1 NOT 0.992
a29m:ch5m 0 1 NOT 0 1 NOT 0.953
a29m:ch6m 0 1 NOT 0 1 NOT 0.996
a29m:l1m 0 1 NOT 0 1 NOT 0.988
a29m:l2m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a29m:l3m 118 0.000999 MORE 125 0.000999 MORE 0.000999
a29m:l4m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a29m:l5m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a29m:r10m 143 0.000999 MORE 143 0.000999 MORE 0.000999
a29m:r4m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a29m:r5m 142 0.000999 MORE 144 0.000999 MORE 0.000999
a29m:r8m 144 0.000999 MORE 144 0.000999 MORE 0.000999
a29m:r9m 46 0.019 MORE 69 0.021 MORE 0.017
a30f:a7f 106 0.000999 MORE 117 0.000999 MORE 0.002
a30f:a8f 0 1 NOT 0 1 NOT 0.951
a30f:a9f 0 1 NOT 0 1 NOT 0.971
