CODE NOM_NUM_PLEIO_SUBSETS NOM_NUM_PLEIO_SUBSETS_EMP_P NOM_VERBOSE MARG_NUM_PLEIO_SUBSETS MARG_NUM_PLEIO_SUBSETS_EMP_P MARG_VERBOSE SMALLEST_PLEIO_P_EMP_P
152m:bm7m 3 0.05 MORE 5 0.0589 NOT 0.0839
152m:bm8m 0 1 NOT 0 1 NOT 0.444
152m:ch1m 0 1 NOT 1 0.365 NOT 0.227
152m:ch4m 0 1 NOT 1 0.376 NOT 0.313
152m:ch5m 0 1 NOT 0 1 NOT 0.692
152m:ch6m 0 1 NOT 0 1 NOT 0.635
152m:l1m 6 0.00899 MORE 9 0.00999 MORE 0.000999
152m:l2m 14 0.000999 MORE 19 0.000999 MORE 0.000999
152m:l3m 13 0.002 MORE 22 0.000999 MORE 0.036
152m:l4m 9 0.003 MORE 15 0.000999 MORE 0.005
152m:l5m 0 1 NOT 0 1 NOT 0.363
152m:r10m 1 0.215 NOT 4 0.114 NOT 0.0739
152m:r4m 0 1 NOT 0 1 NOT 0.591
152m:r5m 0 1 NOT 1 0.339 NOT 0.28
152m:r8m 0 1 NOT 1 0.364 NOT 0.241
152m:r9m 0 1 NOT 0 1 NOT 0.513
153f:154f 27 0.000999 MORE 30 0.000999 MORE 0.000999
153f:159f 38 0.000999 MORE 43 0.000999 MORE 0.000999
153f:165f 76 0.000999 MORE 79 0.000999 MORE 0.000999
153f:171f 90 0.000999 MORE 93 0.000999 MORE 0.000999
153f:177f 108 0.000999 MORE 108 0.000999 MORE 0.000999
153f:183f 109 0.000999 MORE 115 0.000999 MORE 0.000999
153f:189f 116 0.000999 MORE 117 0.000999 MORE 0.000999
153f:4371f 7 0.00899 MORE 12 0.00699 MORE 0.012
153f:4374f 0 1 NOT 1 0.376 NOT 0.371
153f:48f 0 1 NOT 0 1 NOT 0.581
153f:51f 7 0.00599 MORE 8 0.021 MORE 0.00799
153f:96f 7 0.005 MORE 10 0.00999 MORE 0.014
153f:99f 4 0.028 MORE 10 0.011 MORE 0.0819
153f:a13f 5 0.016 MORE 9 0.014 MORE 0.00599
153f:a1f 2 0.0929 NOT 2 0.204 NOT 0.003
153f:a21f 7 0.00999 MORE 9 0.015 MORE 0.003
153f:a22f 9 0.003 MORE 11 0.003 MORE 0.003
153f:a27f 4 0.047 MORE 5 0.109 NOT 0.17
153f:a28f 35 0.000999 MORE 37 0.000999 MORE 0.000999
153f:a29f 11 0.000999 MORE 13 0.000999 MORE 0.003
153f:a30f 6 0.00999 MORE 8 0.021 MORE 0.025
153f:a7f 0 1 NOT 0 1 NOT 0.696
153f:a8f 31 0.000999 MORE 35 0.000999 MORE 0.000999
153f:a9f 1 0.21 NOT 3 0.139 NOT 0.148
153f:ADr1uf 0 1 NOT 0 1 NOT 0.707
153f:bm1f 0 1 NOT 0 1 NOT 0.868
153f:bm2f 0 1 NOT 2 0.211 NOT 0.279
153f:bm4f 3 0.047 MORE 3 0.134 NOT 0.104
153f:bm5f 3 0.046 MORE 13 0.004 MORE 0.014
153f:bm6f 0 1 NOT 0 1 NOT 0.57
153f:bm7f 2 0.0829 NOT 3 0.13 NOT 0.143
153f:bm8f 1 0.184 NOT 1 0.371 NOT 0.121
153f:ch1f 5 0.021 MORE 6 0.043 MORE 0.00699
153f:ch4f 3 0.048 MORE 8 0.02 MORE 0.035
153f:ch5f 2 0.0929 NOT 2 0.206 NOT 0.026
153f:ch6f 0 1 NOT 1 0.374 NOT 0.24
153f:l1f 42 0.000999 MORE 46 0.000999 MORE 0.000999
153f:l2f 28 0.000999 MORE 35 0.000999 MORE 0.000999
153f:l3f 17 0.000999 MORE 20 0.000999 MORE 0.000999
153f:l4f 38 0.000999 MORE 43 0.000999 MORE 0.000999
153f:l5f 43 0.000999 MORE 51 0.000999 MORE 0.000999
153f:r10f 0 1 NOT 2 0.222 NOT 0.253
153f:r4f 0 1 NOT 2 0.191 NOT 0.287
153f:r5f 2 0.0759 NOT 5 0.05 MORE 0.0729
153f:r8f 1 0.187 NOT 3 0.124 NOT 0.042
153f:r9f 5 0.018 MORE 7 0.034 MORE 0.028
154f:159f 33 0.000999 MORE 41 0.000999 MORE 0.000999
154f:165f 65 0.000999 MORE 71 0.000999 MORE 0.000999
154f:171f 69 0.000999 MORE 73 0.000999 MORE 0.000999
154f:177f 97 0.000999 MORE 104 0.000999 MORE 0.000999
154f:183f 106 0.000999 MORE 107 0.000999 MORE 0.000999
154f:189f 108 0.000999 MORE 109 0.000999 MORE 0.000999
154f:4371f 0 1 NOT 0 1 NOT 0.378
154f:4374f 1 0.202 NOT 4 0.0819 NOT 0.0549
154f:48f 2 0.0879 NOT 2 0.211 NOT 0.002
154f:51f 0 1 NOT 0 1 NOT 0.879
154f:96f 1 0.202 NOT 3 0.126 NOT 0.115
154f:99f 0 1 NOT 0 1 NOT 0.627
154f:a13f 0 1 NOT 1 0.346 NOT 0.298
154f:a1f 3 0.0529 NOT 9 0.019 MORE 0.02
154f:a21f 2 0.0889 NOT 2 0.211 NOT 0.0539
154f:a22f 7 0.00599 MORE 9 0.00899 MORE 0.004
154f:a27f 0 1 NOT 2 0.786 NOT 0.794
154f:a28f 10 0.000999 MORE 14 0.000999 MORE 0.002
154f:a29f 0 1 NOT 2 0.186 NOT 0.174
154f:a30f 8 0.003 MORE 16 0.002 MORE 0.00699
154f:a7f 0 1 NOT 1 0.37 NOT 0.251
154f:a8f 20 0.000999 MORE 26 0.000999 MORE 0.000999
154f:a9f 1 0.187 NOT 2 0.199 NOT 0.187
154f:ADr1uf 7 0.005 MORE 10 0.011 MORE 0.013
154f:bm1f 3 0.0529 NOT 7 0.031 MORE 0.0509
154f:bm2f 0 1 NOT 1 0.376 NOT 0.265
154f:bm4f 0 1 NOT 0 1 NOT 0.467
154f:bm5f 0 1 NOT 2 0.224 NOT 0.267
154f:bm6f 0 1 NOT 0 1 NOT 0.379
154f:bm7f 2 0.0919 NOT 2 0.219 NOT 0.0559
154f:bm8f 0 1 NOT 0 1 NOT 0.716
154f:ch1f 0 1 NOT 0 1 NOT 0.823
154f:ch4f 0 1 NOT 1 0.383 NOT 0.272
154f:ch5f 0 1 NOT 0 1 NOT 0.624
154f:ch6f 3 0.039 MORE 10 0.00699 MORE 0.0839
154f:l1f 20 0.000999 MORE 25 0.000999 MORE 0.000999
154f:l2f 16 0.000999 MORE 23 0.000999 MORE 0.000999
154f:l3f 14 0.000999 MORE 20 0.000999 MORE 0.000999
154f:l4f 34 0.000999 MORE 41 0.000999 MORE 0.000999
154f:l5f 24 0.000999 MORE 28 0.000999 MORE 0.000999
154f:r10f 1 0.235 NOT 3 0.17 NOT 0.229
154f:r4f 4 0.03 MORE 5 0.0569 NOT 0.031
154f:r5f 2 0.0819 NOT 2 0.197 NOT 0.163
154f:r8f 0 1 NOT 0 1 NOT 0.888
154f:r9f 0 1 NOT 0 1 NOT 0.528
157m:163m 108 0.000999 MORE 108 0.000999 MORE 0.000999
157m:169m 117 0.000999 MORE 118 0.000999 MORE 0.000999
157m:175m 83 0.000999 MORE 89 0.000999 MORE 0.000999
157m:181m 79 0.000999 MORE 82 0.000999 MORE 0.000999
157m:187m 71 0.000999 MORE 78 0.000999 MORE 0.000999
157m:4370m 0 1 NOT 0 1 NOT 0.423
157m:4373m 4 0.042 MORE 5 0.0719 NOT 0.0599
157m:49m 4 0.026 MORE 5 0.0519 NOT 0.0969
157m:52m 1 0.197 NOT 1 0.37 NOT 0.154
157m:97m 40 0.000999 MORE 47 0.000999 MORE 0.000999
157m:a13m 9 0.00699 MORE 15 0.00599 MORE 0.003
157m:a1m 0 1 NOT 5 0.0539 NOT 0.236
157m:a21m 8 0.005 MORE 10 0.00899 MORE 0.045
157m:a22m 18 0.000999 MORE 20 0.000999 MORE 0.000999
157m:a27m 36 0.000999 MORE 48 0.000999 MORE 0.000999
157m:a28m 75 0.726 NOT 88 0.726 NOT 0.726
157m:a29m 5 0.016 MORE 8 0.022 MORE 0.00599
157m:a30m 8 0.00599 MORE 13 0.005 MORE 0.005
157m:a7m 12 0.003 MORE 18 0.004 MORE 0.002
157m:a8m 34 0.000999 MORE 39 0.000999 MORE 0.000999
157m:a9m 21 0.000999 MORE 25 0.000999 MORE 0.002
157m:ADr1um 0 1 NOT 1 0.388 NOT 0.368
157m:bm1m 0 1 NOT 0 1 NOT 0.612
157m:bm2m 1 0.2 NOT 3 0.125 NOT 0.0669
157m:bm4m 0 1 NOT 1 0.368 NOT 0.346
157m:bm5m 0 1 NOT 0 1 NOT 0.837
157m:bm6m 1 0.196 NOT 5 0.0639 NOT 0.034
157m:bm7m 5 0.016 MORE 15 0.002 MORE 0.0629
157m:bm8m 1 0.214 NOT 1 0.388 NOT 0.207
157m:ch1m 0 1 NOT 1 0.417 NOT 0.265
157m:ch4m 0 1 NOT 0 1 NOT 0.535
157m:ch5m 0 1 NOT 1 0.378 NOT 0.312
157m:ch6m 1 0.22 NOT 2 0.224 NOT 0.144
157m:l1m 44 0.000999 MORE 51 0.000999 MORE 0.000999
157m:l2m 22 0.000999 MORE 28 0.000999 MORE 0.000999
157m:l3m 33 0.000999 MORE 39 0.000999 MORE 0.000999
157m:l4m 41 0.000999 MORE 45 0.000999 MORE 0.000999
157m:l5m 23 0.000999 MORE 25 0.000999 MORE 0.000999
157m:r10m 0 1 NOT 0 1 NOT 0.414
157m:r4m 25 0.000999 MORE 31 0.000999 MORE 0.005
157m:r5m 25 0.000999 MORE 40 0.000999 MORE 0.003
157m:r8m 3 0.0519 NOT 4 0.0929 NOT 0.0839
157m:r9m 2 0.101 NOT 6 0.043 MORE 0.0799
159f:165f 107 0.000999 MORE 108 0.000999 MORE 0.000999
159f:171f 119 0.000999 MORE 119 0.000999 MORE 0.000999
159f:177f 65 0.000999 MORE 71 0.000999 MORE 0.000999
159f:183f 70 0.000999 MORE 78 0.000999 MORE 0.000999
159f:189f 61 0.000999 MORE 71 0.000999 MORE 0.000999
159f:4371f 4 0.025 MORE 10 0.00599 MORE 0.011
159f:4374f 7 0.005 MORE 15 0.003 MORE 0.00799
159f:48f 23 0.000999 MORE 32 0.000999 MORE 0.002
159f:51f 4 0.022 MORE 12 0.002 MORE 0.0919
159f:96f 35 0.000999 MORE 39 0.000999 MORE 0.000999
159f:99f 12 0.002 MORE 22 0.000999 MORE 0.028
159f:a13f 26 0.000999 MORE 32 0.000999 MORE 0.000999
159f:a1f 17 0.000999 MORE 40 0.000999 MORE 0.014
159f:a21f 12 0.003 MORE 16 0.003 MORE 0.003
159f:a22f 27 0.000999 MORE 30 0.000999 MORE 0.000999
159f:a27f 44 0.000999 MORE 52 0.000999 MORE 0.000999
159f:a28f 65 0.000999 MORE 76 0.000999 MORE 0.000999
159f:a29f 27 0.000999 MORE 33 0.000999 MORE 0.000999
159f:a30f 18 0.000999 MORE 27 0.000999 MORE 0.000999
159f:a7f 4 0.028 MORE 7 0.03 MORE 0.042
159f:a8f 47 0.000999 MORE 55 0.000999 MORE 0.000999
159f:a9f 11 0.000999 MORE 14 0.000999 MORE 0.017
159f:ADr1uf 0 1 NOT 2 0.249 NOT 0.317
159f:bm1f 8 0.005 MORE 14 0.002 MORE 0.000999
159f:bm2f 5 0.012 MORE 12 0.002 MORE 0.031
159f:bm4f 1 0.187 NOT 1 0.377 NOT 0.0739
159f:bm5f 8 0.005 MORE 10 0.00899 MORE 0.005
159f:bm6f 3 0.049 MORE 6 0.044 MORE 0.029
159f:bm7f 1 0.199 NOT 9 0.016 MORE 0.175
159f:bm8f 11 0.005 MORE 16 0.00599 MORE 0.003
159f:ch1f 3 0.035 MORE 10 0.00999 MORE 0.0639
159f:ch4f 5 0.023 MORE 7 0.031 MORE 0.042
159f:ch5f 4 0.024 MORE 8 0.02 MORE 0.0509
159f:ch6f 7 0.005 MORE 9 0.013 MORE 0.047
159f:l1f 62 0.000999 MORE 66 0.000999 MORE 0.000999
159f:l2f 43 0.000999 MORE 51 0.000999 MORE 0.000999
159f:l3f 41 0.000999 MORE 51 0.000999 MORE 0.000999
159f:l4f 60 0.000999 MORE 67 0.000999 MORE 0.000999
159f:l5f 41 0.000999 MORE 47 0.000999 MORE 0.000999
159f:r10f 15 0.000999 MORE 19 0.003 MORE 0.000999
159f:r4f 7 0.012 MORE 9 0.018 MORE 0.00899
159f:r5f 20 0.000999 MORE 29 0.000999 MORE 0.000999
159f:r8f 5 0.016 MORE 8 0.02 MORE 0.00999
159f:r9f 4 0.037 MORE 5 0.0559 NOT 0.018
163m:169m 66 0.000999 MORE 70 0.000999 MORE 0.000999
163m:175m 101 0.000999 MORE 106 0.000999 MORE 0.000999
163m:181m 90 0.000999 MORE 93 0.000999 MORE 0.000999
163m:187m 96 0.000999 MORE 100 0.000999 MORE 0.000999
163m:4370m 5 0.016 MORE 7 0.03 MORE 0.033
163m:4373m 0 1 NOT 4 0.0899 NOT 0.288
163m:49m 7 0.004 MORE 13 0.005 MORE 0.014
163m:52m 0 1 NOT 3 0.132 NOT 0.222
163m:97m 39 0.000999 MORE 44 0.000999 MORE 0.000999
163m:a13m 7 0.00599 MORE 13 0.004 MORE 0.00699
163m:a1m 0 1 NOT 0 1 NOT 0.482
163m:a21m 7 0.005 MORE 15 0.002 MORE 0.002
163m:a22m 6 0.00699 MORE 11 0.005 MORE 0.012
163m:a27m 22 0.000999 MORE 27 0.002 MORE 0.000999
163m:a28m 15 0.002 MORE 22 0.002 MORE 0.000999
163m:a29m 7 0.00899 MORE 10 0.013 MORE 0.004
163m:a30m 17 0.000999 MORE 22 0.000999 MORE 0.011
163m:a7m 4 0.031 MORE 7 0.029 MORE 0.0509
163m:a8m 29 0.000999 MORE 42 0.000999 MORE 0.000999
163m:a9m 0 1 NOT 1 0.36 NOT 0.26
163m:ADr1um 3 0.049 MORE 9 0.019 MORE 0.04
163m:bm1m 2 0.0899 NOT 4 0.0859 NOT 0.0719
163m:bm2m 2 0.101 NOT 2 0.216 NOT 0.189
163m:bm4m 1 0.221 NOT 1 0.391 NOT 0.22
163m:bm5m 0 1 NOT 0 1 NOT 0.7
163m:bm6m 6 0.014 MORE 12 0.00999 MORE 0.03
163m:bm7m 7 0.011 MORE 7 0.031 MORE 0.00899
163m:bm8m 2 0.0999 NOT 6 0.049 MORE 0.029
163m:ch1m 1 0.193 NOT 3 0.144 NOT 0.0539
163m:ch4m 5 0.02 MORE 9 0.015 MORE 0.05
163m:ch5m 0 1 NOT 0 1 NOT 0.448
163m:ch6m 1 0.193 NOT 1 0.364 NOT 0.136
163m:l1m 37 0.000999 MORE 40 0.000999 MORE 0.000999
163m:l2m 30 0.000999 MORE 35 0.000999 MORE 0.000999
163m:l3m 41 0.000999 MORE 46 0.000999 MORE 0.000999
163m:l4m 41 0.000999 MORE 48 0.000999 MORE 0.000999
163m:l5m 29 0.000999 MORE 35 0.000999 MORE 0.000999
163m:r10m 1 0.219 NOT 1 0.4 NOT 0.133
163m:r4m 3 0.047 MORE 3 0.14 NOT 0.012
163m:r5m 25 0.000999 MORE 35 0.000999 MORE 0.000999
163m:r8m 1 0.164 NOT 2 0.18 NOT 0.0909
163m:r9m 6 0.00899 MORE 9 0.018 MORE 0.029
165f:171f 73 0.000999 MORE 79 0.000999 MORE 0.000999
165f:177f 90 0.000999 MORE 94 0.000999 MORE 0.000999
165f:183f 85 0.000999 MORE 89 0.000999 MORE 0.000999
165f:189f 93 0.000999 MORE 96 0.000999 MORE 0.000999
165f:4371f 3 0.0539 NOT 6 0.046 MORE 0.00699
165f:4374f 14 0.003 MORE 22 0.002 MORE 0.005
165f:48f 13 0.002 MORE 21 0.000999 MORE 0.000999
165f:51f 0 1 NOT 0 1 NOT 0.576
165f:96f 25 0.000999 MORE 32 0.000999 MORE 0.000999
165f:99f 6 0.00999 MORE 8 0.016 MORE 0.00599
165f:a13f 18 0.000999 MORE 28 0.000999 MORE 0.000999
165f:a1f 0 1 NOT 1 0.334 NOT 0.252
165f:a21f 14 0.000999 MORE 16 0.002 MORE 0.000999
165f:a22f 9 0.00599 MORE 9 0.016 MORE 0.003
165f:a27f 23 0.000999 MORE 39 0.000999 MORE 0.000999
165f:a28f 9 0.002 MORE 12 0.00699 MORE 0.002
165f:a29f 13 0.000999 MORE 15 0.003 MORE 0.000999
165f:a30f 10 0.002 MORE 13 0.005 MORE 0.002
165f:a7f 16 0.000999 MORE 21 0.002 MORE 0.000999
165f:a8f 30 0.000999 MORE 31 0.000999 MORE 0.000999
165f:a9f 15 0.000999 MORE 19 0.000999 MORE 0.013
165f:ADr1uf 1 0.19 NOT 1 0.354 NOT 0.135
165f:bm1f 0 1 NOT 0 1 NOT 0.404
165f:bm2f 1 0.212 NOT 2 0.222 NOT 0.19
165f:bm4f 0 1 NOT 0 1 NOT 0.543
165f:bm5f 18 0.000999 MORE 24 0.000999 MORE 0.002
165f:bm6f 10 0.000999 MORE 13 0.002 MORE 0.022
165f:bm7f 4 0.039 MORE 7 0.039 MORE 0.0679
165f:bm8f 1 0.184 NOT 4 0.0839 NOT 0.173
165f:ch1f 4 0.025 MORE 12 0.005 MORE 0.107
165f:ch4f 2 0.113 NOT 7 0.033 MORE 0.0869
165f:ch5f 0 1 NOT 0 1 NOT 0.389
165f:ch6f 3 0.046 MORE 8 0.022 MORE 0.031
165f:l1f 50 0.000999 MORE 61 0.000999 MORE 0.000999
165f:l2f 31 0.000999 MORE 33 0.000999 MORE 0.000999
165f:l3f 37 0.000999 MORE 44 0.000999 MORE 0.000999
165f:l4f 48 0.000999 MORE 54 0.000999 MORE 0.000999
165f:l5f 42 0.000999 MORE 49 0.000999 MORE 0.000999
165f:r10f 10 0.003 MORE 12 0.00699 MORE 0.022
165f:r4f 1 0.194 NOT 2 0.197 NOT 0.188
165f:r5f 5 0.012 MORE 11 0.005 MORE 0.00799
165f:r8f 5 0.005 MORE 14 0.002 MORE 0.00899
165f:r9f 1 0.181 NOT 2 0.185 NOT 0.0719
169m:181m 116 0.000999 MORE 118 0.000999 MORE 0.000999
169m:187m 91 0.000999 MORE 94 0.000999 MORE 0.000999
169m:4370m 2 0.107 NOT 3 0.144 NOT 0.122
169m:4373m 21 0.000999 MORE 29 0.000999 MORE 0.013
169m:49m 5 0.02 MORE 5 0.0659 NOT 0.00799
169m:52m 0 1 NOT 2 0.235 NOT 0.22
169m:97m 22 0.000999 MORE 28 0.000999 MORE 0.000999
169m:a13m 8 0.00599 MORE 11 0.00799 MORE 0.000999
169m:a1m 6 0.012 MORE 7 0.036 MORE 0.000999
169m:a21m 2 0.0819 NOT 6 0.037 MORE 0.038
169m:a22m 11 0.000999 MORE 14 0.002 MORE 0.000999
169m:a27m 27 0.000999 MORE 34 0.000999 MORE 0.000999
169m:a28m 76 0.000999 MORE 82 0.000999 MORE 0.000999
169m:a29m 12 0.002 MORE 15 0.002 MORE 0.000999
169m:a30m 18 0.000999 MORE 24 0.000999 MORE 0.000999
169m:a7m 7 0.003 MORE 10 0.00799 MORE 0.005
169m:a8m 38 0.000999 MORE 47 0.000999 MORE 0.000999
169m:a9m 14 0.000999 MORE 21 0.002 MORE 0.000999
169m:ADr1um 0 1 NOT 1 0.409 NOT 0.407
169m:bm1m 1 0.194 NOT 2 0.226 NOT 0.0799
169m:bm2m 0 1 NOT 1 0.387 NOT 0.336
169m:bm4m 0 1 NOT 6 0.035 MORE 0.228
169m:bm5m 2 0.104 NOT 2 0.23 NOT 0.182
169m:bm6m 2 0.0719 NOT 5 0.0569 NOT 0.103
169m:bm7m 0 1 NOT 8 0.023 MORE 0.194
169m:bm8m 4 0.034 MORE 5 0.0629 NOT 0.037
169m:ch1m 0 1 NOT 2 0.2 NOT 0.196
169m:ch4m 0 1 NOT 1 0.383 NOT 0.365
169m:ch5m 0 1 NOT 0 1 NOT 0.819
169m:ch6m 0 1 NOT 2 0.246 NOT 0.228
169m:l1m 50 0.000999 MORE 56 0.000999 MORE 0.000999
169m:l2m 20 0.000999 MORE 25 0.000999 MORE 0.000999
169m:l3m 24 0.000999 MORE 31 0.000999 MORE 0.000999
169m:l4m 46 0.000999 MORE 51 0.000999 MORE 0.000999
169m:l5m 18 0.000999 MORE 24 0.000999 MORE 0.000999
169m:r10m 8 0.002 MORE 16 0.002 MORE 0.0959
169m:r4m 8 0.004 MORE 13 0.00599 MORE 0.042
169m:r5m 12 0.000999 MORE 19 0.000999 MORE 0.015
169m:r8m 2 0.0939 NOT 3 0.126 NOT 0.116
169m:r9m 3 0.0629 NOT 9 0.023 MORE 0.037
171f:177f 107 0.000999 MORE 108 0.000999 MORE 0.000999
171f:183f 115 0.000999 MORE 118 0.000999 MORE 0.000999
171f:189f 101 0.000999 MORE 105 0.000999 MORE 0.000999
171f:4371f 1 0.18 NOT 3 0.111 NOT 0.043
171f:4374f 9 0.005 MORE 13 0.00599 MORE 0.018
171f:48f 14 0.000999 MORE 21 0.000999 MORE 0.00899
171f:51f 14 0.000999 MORE 25 0.000999 MORE 0.003
171f:96f 9 0.002 MORE 14 0.002 MORE 0.017
171f:99f 4 0.037 MORE 5 0.0649 NOT 0.112
171f:a13f 22 0.000999 MORE 30 0.000999 MORE 0.000999
171f:a1f 38 0.000999 MORE 48 0.000999 MORE 0.000999
171f:a21f 23 0.000999 MORE 30 0.000999 MORE 0.000999
171f:a22f 27 0.000999 MORE 33 0.000999 MORE 0.000999
171f:a27f 50 0.000999 MORE 58 0.000999 MORE 0.000999
171f:a28f 77 0.000999 MORE 79 0.000999 MORE 0.000999
171f:a29f 29 0.000999 MORE 32 0.000999 MORE 0.000999
171f:a30f 24 0.000999 MORE 30 0.000999 MORE 0.000999
171f:a7f 1 0.205 NOT 2 0.222 NOT 0.202
171f:a8f 58 0.000999 MORE 61 0.000999 MORE 0.000999
171f:a9f 10 0.003 MORE 11 0.00799 MORE 0.003
171f:ADr1uf 0 1 NOT 1 0.38 NOT 0.196
171f:bm1f 0 1 NOT 5 0.0609 NOT 0.244
171f:bm2f 5 0.012 MORE 9 0.00999 MORE 0.105
171f:bm4f 7 0.004 MORE 9 0.014 MORE 0.037
171f:bm5f 10 0.002 MORE 16 0.002 MORE 0.000999
171f:bm6f 3 0.043 MORE 5 0.0589 NOT 0.0699
171f:bm7f 9 0.000999 MORE 17 0.000999 MORE 0.02
171f:bm8f 10 0.002 MORE 21 0.000999 MORE 0.015
171f:ch1f 13 0.000999 MORE 18 0.002 MORE 0.016
171f:ch4f 10 0.002 MORE 16 0.003 MORE 0.016
171f:ch5f 4 0.026 MORE 8 0.026 MORE 0.0799
171f:ch6f 9 0.004 MORE 15 0.004 MORE 0.004
171f:l1f 62 0.000999 MORE 68 0.000999 MORE 0.000999
171f:l2f 42 0.000999 MORE 49 0.000999 MORE 0.000999
171f:l3f 37 0.000999 MORE 43 0.000999 MORE 0.000999
171f:l4f 65 0.000999 MORE 72 0.000999 MORE 0.000999
171f:l5f 43 0.000999 MORE 50 0.000999 MORE 0.000999
171f:r10f 11 0.002 MORE 15 0.002 MORE 0.021
171f:r4f 14 0.000999 MORE 25 0.000999 MORE 0.000999
171f:r5f 19 0.000999 MORE 25 0.000999 MORE 0.000999
171f:r8f 3 0.032 MORE 7 0.028 MORE 0.0839
171f:r9f 4 0.024 MORE 11 0.00799 MORE 0.0689
175m:181m 103 0.000999 MORE 107 0.000999 MORE 0.000999
175m:187m 108 0.000999 MORE 108 0.000999 MORE 0.000999
175m:4370m 5 0.011 MORE 9 0.015 MORE 0.0509
175m:4373m 13 0.000999 MORE 17 0.003 MORE 0.000999
175m:49m 5 0.017 MORE 8 0.022 MORE 0.002
175m:52m 0 1 NOT 0 1 NOT 0.424
175m:97m 16 0.000999 MORE 20 0.000999 MORE 0.000999
175m:a13m 7 0.00799 MORE 8 0.021 MORE 0.003
175m:a1m 10 0.003 MORE 11 0.00599 MORE 0.021
175m:a21m 10 0.004 MORE 16 0.004 MORE 0.00999
175m:a22m 5 0.011 MORE 9 0.013 MORE 0.00599
175m:a27m 23 0.000999 MORE 38 0.000999 MORE 0.00699
175m:a28m 38 0.000999 MORE 51 0.000999 MORE 0.000999
175m:a29m 8 0.004 MORE 12 0.003 MORE 0.012
175m:a30m 4 0.016 MORE 5 0.046 MORE 0.00799
175m:a7m 2 0.0989 NOT 6 0.0529 NOT 0.033
175m:a8m 17 0.000999 MORE 23 0.000999 MORE 0.000999
175m:a9m 0 1 NOT 2 0.217 NOT 0.293
175m:ADr1um 1 0.225 NOT 1 0.401 NOT 0.0819
175m:bm1m 1 0.192 NOT 3 0.145 NOT 0.107
175m:bm2m 0 1 NOT 7 0.03 MORE 0.214
175m:bm4m 6 0.00799 MORE 12 0.00699 MORE 0.042
175m:bm5m 2 0.0799 NOT 5 0.0579 NOT 0.0649
175m:bm6m 5 0.016 MORE 7 0.029 MORE 0.026
175m:bm7m 3 0.046 MORE 5 0.0559 NOT 0.0789
175m:bm8m 5 0.02 MORE 7 0.03 MORE 0.035
175m:ch1m 0 1 NOT 0 1 NOT 0.851
175m:ch4m 0 1 NOT 0 1 NOT 0.426
175m:ch5m 0 1 NOT 0 1 NOT 0.823
175m:ch6m 5 0.017 MORE 10 0.011 MORE 0.043
175m:l1m 34 0.000999 MORE 37 0.000999 MORE 0.000999
175m:l2m 31 0.000999 MORE 35 0.000999 MORE 0.000999
175m:l3m 30 0.000999 MORE 34 0.000999 MORE 0.000999
175m:l4m 38 0.000999 MORE 40 0.000999 MORE 0.000999
175m:l5m 14 0.000999 MORE 17 0.002 MORE 0.000999
175m:r10m 6 0.013 MORE 6 0.046 MORE 0.0599
175m:r4m 0 1 NOT 1 0.378 NOT 0.278
175m:r5m 9 0.002 MORE 15 0.002 MORE 0.000999
175m:r8m 0 1 NOT 1 0.328 NOT 0.237
175m:r9m 0 1 NOT 0 1 NOT 0.404
177f:183f 114 0.000999 MORE 117 0.000999 MORE 0.000999
177f:189f 118 0.000999 MORE 118 0.000999 MORE 0.000999
177f:4371f 1 0.192 NOT 7 0.032 MORE 0.157
177f:4374f 5 0.016 MORE 8 0.016 MORE 0.102
177f:48f 1 0.171 NOT 1 0.332 NOT 0.0959
177f:51f 4 0.027 MORE 6 0.041 MORE 0.00999
177f:96f 15 0.000999 MORE 19 0.000999 MORE 0.000999
177f:99f 5 0.018 MORE 8 0.027 MORE 0.031
177f:a13f 6 0.00599 MORE 8 0.02 MORE 0.000999
177f:a1f 0 1 NOT 3 0.108 NOT 0.163
177f:a21f 20 0.000999 MORE 22 0.000999 MORE 0.000999
177f:a22f 8 0.004 MORE 13 0.005 MORE 0.000999
177f:a28f 27 0.000999 MORE 30 0.000999 MORE 0.000999
177f:a29f 10 0.003 MORE 12 0.00599 MORE 0.016
177f:a30f 8 0.002 MORE 12 0.00599 MORE 0.02
177f:a7f 1 0.205 NOT 2 0.22 NOT 0.0929
177f:a8f 25 0.000999 MORE 27 0.000999 MORE 0.000999
177f:a9f 2 0.0749 NOT 5 0.0529 NOT 0.0609
177f:ADr1uf 0 1 NOT 0 1 NOT 0.645
177f:bm1f 0 1 NOT 0 1 NOT 0.752
177f:bm2f 3 0.049 MORE 6 0.043 MORE 0.0849
177f:bm4f 0 1 NOT 1 0.384 NOT 0.252
177f:bm5f 13 0.003 MORE 16 0.005 MORE 0.015
177f:bm6f 5 0.012 MORE 7 0.026 MORE 0.013
177f:bm7f 4 0.032 MORE 6 0.039 MORE 0.0579
177f:bm8f 0 1 NOT 1 0.366 NOT 0.211
177f:ch1f 2 0.0859 NOT 7 0.031 MORE 0.027
177f:ch4f 8 0.00699 MORE 17 0.004 MORE 0.0619
177f:ch5f 0 1 NOT 1 0.381 NOT 0.344
177f:ch6f 1 0.19 NOT 2 0.209 NOT 0.126
177f:l1f 39 0.000999 MORE 44 0.000999 MORE 0.000999
177f:l2f 38 0.000999 MORE 43 0.000999 MORE 0.000999
